Year,Month,Day,Starting time,Finishing time,Number of Bicycles,Number of People,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,Source_Camera  308 Murraygate,Source_Camera 310 - Seagate,Source_Camera 317 Reform St,Source_Camera 320 Westport,Source_Camera 323 Union Street,Source_Camera 328 South Marketgait,Source_Camera 331 Railway Station,Source_Camera 332 Waterfront,Source_Camera 500 Hilltown,TimeZone_BST,TimeZone_GMT
2024,8,2,8,9,10,340,594,0,20.2,9.7,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,6,12,13,10,742,572,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,29,21,22,10,120,546,0,19.4,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,11,12,13,10,851,9,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,1,20,21,10,364,137,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,18,11,12,10,825,9,0,17.3,5.5,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,13,14,15,10,2348,114,0,21.1,10.3,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,20,16,17,10,858,9,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,27,17,18,10,466,112,0,21.4,13.3,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,26,11,12,10,1422,8,0,21.8,8.2,6.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,11,9,10,10,323,101,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,21,12,13,10,1872,8,0,17.7,9.3,2.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2024,8,30,22,23,10,1099,94,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,30,14,15,10,2808,7,0,18.0,8.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,20,14,15,10,785,93,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,12,14,15,10,2723,7,0,20.9,5.5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,9,7,8,10,230,86,0,21.1,12.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,7,14,15,10,1784,7,0,17.8,12.9,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2024,8,17,21,22,10,525,84,0,19.2,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,12,12,13,10,798,5,0,20.9,5.5,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,19,7,8,10,256,83,0,16.3,10.3,7.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,6,19,20,10,370,4,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,30,23,0,10,808,82,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,12,16,17,10,932,3,0,20.9,5.5,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,18,22,23,10,420,79,0,17.3,5.5,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,24,15,16,10,1352,3,0,14.8,8.8,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,29,7,8,10,267,79,0,19.4,9.2,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,11,18,19,10,633,3,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,9,19,20,10,1124,77,0,21.1,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,11,19,20,10,283,3,0,23.3,5.5,1.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,20,13,14,10,1828,72,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,19,6,7,10,60,2,0,16.3,10.3,7.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,31,7,8,10,127,64,0,16.3,7.1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,20,16,17,9,370,2000,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,28,21,22,10,870,63,0,19.0,13.6,0.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2024,8,16,11,12,9,466,1827,0,17.6,9.8,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,15,12,13,10,1012,60,0,17.5,14.2,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,19,18,19,9,635,1693,0,16.3,10.3,7.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,11,8,9,10,173,57,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,29,8,9,10,449,51,0,19.4,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,3,3,4,10,441,50,0,19.7,7.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,8,9,10,10,961,47,0,19.5,10.8,5.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,28,6,7,10,124,40,0,19.0,13.6,0.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2024,8,6,20,21,10,167,38,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,14,10,11,9,349,796,0,18.9,9.0,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2024,8,16,10,11,9,331,1668,0,17.6,9.8,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,25,18,19,9,281,789,0,17.4,8.0,0.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,3,12,13,9,158,1654,0,19.7,7.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,11,12,13,9,376,788,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,12,14,15,9,375,1640,0,20.9,5.5,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,19,7,8,9,168,763,0,16.3,10.3,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,10,17,18,9,1099,1640,0,22.2,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,24,20,21,9,167,748,0,14.8,8.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,1,11,12,9,319,1618,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,21,7,8,9,215,746,0,17.7,9.3,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2024,8,1,9,10,9,250,1579,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,16,21,22,9,518,735,0,17.6,9.8,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,29,11,12,9,929,1565,0,19.4,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,14,6,7,9,210,721,0,18.9,9.0,3.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2024,8,27,11,12,9,790,1546,0,21.4,13.3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,25,8,9,9,242,714,0,17.4,8.0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,20,10,11,9,1028,1543,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,22,7,8,9,221,714,0,17.5,11.7,9.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,18,21,22,9,438,711,0,17.3,5.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,7,21,22,9,412,709,0,17.8,12.9,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2024,8,11,21,22,9,517,691,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,17,20,21,9,181,680,0,19.2,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,3,8,9,9,47,666,0,19.7,7.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,3,9,10,9,261,654,0,19.7,7.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,31,21,22,9,151,597,0,16.3,7.1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,10,21,22,9,152,573,0,22.2,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,20,21,22,9,81,468,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,5,22,23,9,255,459,1,20.7,14.1,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,24,14,15,9,922,452,0,14.8,8.8,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,23,16,17,9,1025,440,0,17.5,10.3,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,28,11,12,9,1103,436,0,19.0,13.6,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2024,8,14,22,23,9,213,436,0,18.9,9.0,3.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2024,8,1,11,12,9,1282,403,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,3,7,8,9,154,393,0,19.7,7.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,7,16,17,9,938,18,0,17.8,12.9,0.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2024,8,5,8,9,9,672,17,1,20.7,14.1,0.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,6,8,9,9,510,17,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,30,7,8,9,265,16,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,17,10,11,9,2279,16,0,19.2,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,31,10,11,9,754,15,0,16.3,7.1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,30,15,16,9,2316,14,0,18.0,8.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,13,17,18,9,791,14,0,21.1,10.3,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,6,18,19,9,785,14,0,18.7,13.2,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,21,17,18,9,657,14,0,17.7,9.3,2.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2024,8,21,19,20,9,371,14,0,17.7,9.3,2.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2024,8,22,8,9,9,406,13,0,17.5,11.7,9.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,9,10,11,9,685,12,0,21.1,12.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,5,20,21,9,306,12,1,20.7,14.1,0.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,27,18,19,9,597,12,0,21.4,13.3,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,2,20,21,9,243,11,0,20.2,9.7,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,5,14,15,9,1273,11,1,20.7,14.1,0.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,4,12,13,9,615,11,0,22.6,10.6,8.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,14,16,17,9,933,11,0,18.9,9.0,3.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2024,8,19,11,12,9,1859,10,0,16.3,10.3,7.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,4,16,17,9,1791,10,0,22.6,10.6,8.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,7,19,20,9,483,10,0,17.8,12.9,0.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2024,8,6,17,18,9,1516,9,0,18.7,13.2,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,31,14,15,9,1345,8,0,16.3,7.1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,2,14,15,9,1097,7,0,20.2,9.7,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,10,17,18,9,901,7,0,22.2,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,8,10,11,9,1204,7,0,19.5,10.8,5.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,18,15,16,9,744,6,0,17.3,5.5,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,27,15,16,9,963,6,0,21.4,13.3,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,21,7,8,9,171,5,0,17.7,9.3,2.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2024,8,15,20,21,9,370,4,0,17.5,14.2,4.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,29,14,15,9,881,3,0,19.4,9.2,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,31,15,16,9,1220,2,0,16.3,7.1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,17,10,11,8,1010,2182,0,19.2,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,20,17,18,8,471,2086,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,2,10,11,8,386,1987,0,20.2,9.7,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,15,7,8,8,472,1885,0,17.5,14.2,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,9,15,16,8,199,1879,0,21.1,12.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,25,16,17,8,736,1850,0,17.4,8.0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,20,15,16,8,933,1767,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,1,16,17,8,375,1738,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,15,18,19,8,604,1700,0,17.5,14.2,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,15,10,11,8,847,1671,0,17.5,14.2,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,16,17,18,8,406,1619,0,17.6,9.8,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,16,16,17,8,424,1607,0,17.6,9.8,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,24,17,18,8,976,1606,0,14.8,8.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,30,10,11,8,921,1565,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,6,17,18,8,649,1536,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,19,11,12,8,860,1513,0,16.3,10.3,7.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,30,13,14,8,669,1467,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,8,15,16,8,518,1462,0,19.5,10.8,5.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,22,12,13,8,412,1453,0,17.5,11.7,9.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,12,7,8,6,112,1915,0,20.9,5.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,6,18,19,8,649,1449,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,31,12,13,8,1185,1436,0,16.3,7.1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,10,10,11,8,286,1428,0,22.2,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,25,14,15,8,134,1416,0,17.4,8.0,0.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,15,13,14,6,396,1854,0,17.5,14.2,4.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,17,0,1,8,227,495,0,19.2,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,3,22,23,8,1188,78,0,19.7,7.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2024,8,29,16,17,7,246,1039,0,19.4,9.2,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,1,6,7,7,32,322,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,20,12,13,8,643,1416,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,28,17,18,6,350,1814,0,19.0,13.6,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2024,8,7,6,7,7,135,33,0,17.8,12.9,0.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2024,8,3,21,22,8,128,472,0,19.7,7.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,10,20,21,8,798,74,0,22.2,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,20,14,15,7,380,1037,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,11,15,16,7,924,320,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,9,12,13,8,1067,7,0,21.1,12.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,30,8,9,8,347,1404,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,26,15,16,6,312,1809,0,21.8,8.2,6.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,23,15,16,8,1077,455,0,17.5,10.3,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,2,13,14,7,2224,31,0,20.2,9.7,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,1,7,8,8,196,73,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,27,16,17,7,61,1002,0,21.4,13.3,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,10,17,18,7,1179,313,0,22.2,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,30,15,16,8,868,7,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024,8,10,11,12,8,276,1387,0,22.2,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,24,15,16,6,922,1754,0,14.8,8.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,11,9,10,8,223,450,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,13,20,21,7,470,29,0,21.1,10.3,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2024,8,10,20,21,8,241,69,0,22.2,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,19,20,21,7,355,929,0,16.3,10.3,7.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,6,9,10,7,546,926,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,6,10,11,7,572,916,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,6,20,21,7,497,886,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,14,14,15,7,258,881,0,18.9,9.0,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2024,8,23,12,13,7,501,840,0,17.5,10.3,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,1,7,8,7,148,838,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,28,8,9,7,344,801,0,19.0,13.6,0.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2024,8,23,8,9,7,271,795,0,17.5,10.3,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,29,18,19,7,194,779,0,19.4,9.2,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,14,21,22,7,217,765,0,18.9,9.0,3.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2024,8,24,8,9,7,85,709,0,14.8,8.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,8,7,8,7,130,703,0,19.5,10.8,5.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,14,21,22,7,393,700,0,18.9,9.0,3.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2024,8,30,17,18,7,256,682,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,26,6,7,7,111,661,0,21.8,8.2,6.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,11,15,16,7,331,659,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,7,6,7,7,168,648,0,17.8,12.9,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2024,8,4,18,19,7,407,647,0,22.6,10.6,8.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,30,19,20,7,504,630,0,18.0,8.9,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,3,21,22,7,519,618,0,19.7,7.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,15,11,12,7,697,617,0,17.5,14.2,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,23,21,22,7,199,599,0,17.5,10.3,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,18,13,14,7,346,595,0,17.3,5.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,18,21,22,7,264,594,0,17.3,5.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,9,22,23,7,107,579,0,21.1,12.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2024,8,8,6,7,7,160,526,0,19.5,10.8,5.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2024,8,24,23,0,7,121,516,0,14.8,8.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,9,14,15,7,1497,493,0,21.1,12.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,18,15,16,7,302,490,0,17.3,5.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,10,14,15,7,1809,431,0,22.2,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,6,22,23,7,159,418,0,18.7,13.2,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,15,16,17,7,979,409,0,17.5,14.2,4.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,2,15,16,7,1449,407,0,20.2,9.7,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,23,17,18,7,761,400,0,17.5,10.3,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,9,16,17,7,1262,399,0,21.1,12.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,11,22,23,7,144,397,0,23.3,5.5,1.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2024,8,20,14,15,7,832,394,0,17.2,12.1,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,12,13,14,7,1277,386,0,20.9,5.5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2024,8,28,16,17,7,920,377,0,19.0,13.6,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2024,8,1,6,7,7,35,373,0,22.8,11.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
