ds,y,Year,Month,Day,Starting time,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,Source_Camera  308 Murraygate,Source_Camera 310 - Seagate,Source_Camera 317 Reform St,Source_Camera 320 Westport,Source_Camera 323 Union Street,Source_Camera 328 South Marketgait,Source_Camera 331 Railway Station,Source_Camera 332 Waterfront,Source_Camera 500 Hilltown,TimeZone_BST,TimeZone_GMT
2024-01-22 00:00:00,26,2024,1,22,0,1,0,241,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 00:00:00,113,2024,1,22,0,1,2,8,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 00:00:00,1,2024,1,22,0,1,0,6,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 00:00:00,95,2024,1,22,0,1,2,37,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 00:00:00,24,2024,1,22,0,1,0,81,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 01:00:00,10,2024,1,22,1,2,0,53,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 01:00:00,86,2024,1,22,1,2,0,9,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 01:00:00,13,2024,1,22,1,2,0,0,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 01:00:00,49,2024,1,22,1,2,1,4,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 01:00:00,15,2024,1,22,1,2,0,84,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 01:00:00,11,2024,1,22,1,2,0,13,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 01:00:00,48,2024,1,22,1,2,0,18,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 01:00:00,30,2024,1,22,1,2,2,44,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 02:00:00,11,2024,1,22,2,3,0,112,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 02:00:00,30,2024,1,22,2,3,0,101,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 02:00:00,35,2024,1,22,2,3,0,0,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 02:00:00,22,2024,1,22,2,3,0,33,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 02:00:00,80,2024,1,22,2,3,0,24,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 02:00:00,2,2024,1,22,2,3,0,4,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 02:00:00,60,2024,1,22,2,3,1,2,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 02:00:00,51,2024,1,22,2,3,0,7,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 03:00:00,0,2024,1,22,3,4,0,4,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 03:00:00,3,2024,1,22,3,4,0,20,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 03:00:00,17,2024,1,22,3,4,0,15,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 03:00:00,45,2024,1,22,3,4,0,24,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 03:00:00,11,2024,1,22,3,4,1,10,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 03:00:00,68,2024,1,22,3,4,0,0,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 03:00:00,41,2024,1,22,3,4,0,14,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 03:00:00,45,2024,1,22,3,4,0,1,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 04:00:00,83,2024,1,22,4,5,0,19,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 04:00:00,35,2024,1,22,4,5,0,9,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 04:00:00,16,2024,1,22,4,5,0,20,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 04:00:00,44,2024,1,22,4,5,2,9,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 04:00:00,66,2024,1,22,4,5,0,11,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 04:00:00,5,2024,1,22,4,5,0,3,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 04:00:00,19,2024,1,22,4,5,0,20,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 04:00:00,4,2024,1,22,4,5,1,47,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 05:00:00,192,2024,1,22,5,6,3,25,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 05:00:00,37,2024,1,22,5,6,0,47,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 05:00:00,26,2024,1,22,5,6,1,23,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 05:00:00,130,2024,1,22,5,6,0,11,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 05:00:00,135,2024,1,22,5,6,0,12,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 05:00:00,135,2024,1,22,5,6,0,14,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 05:00:00,19,2024,1,22,5,6,0,57,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 05:00:00,14,2024,1,22,5,6,1,93,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 06:00:00,71,2024,1,22,6,7,0,10,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 06:00:00,17,2024,1,22,6,7,0,104,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 06:00:00,25,2024,1,22,6,7,3,27,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 06:00:00,431,2024,1,22,6,7,0,56,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 06:00:00,262,2024,1,22,6,7,4,21,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 06:00:00,10,2024,1,22,6,7,0,86,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 06:00:00,75,2024,1,22,6,7,1,109,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 06:00:00,282,2024,1,22,6,7,0,31,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 07:00:00,637,2024,1,22,7,8,0,71,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 07:00:00,1302,2024,1,22,7,8,0,127,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 07:00:00,5,2024,1,22,7,8,1,184,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 07:00:00,57,2024,1,22,7,8,8,217,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 07:00:00,46,2024,1,22,7,8,1,70,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 07:00:00,151,2024,1,22,7,8,0,259,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 07:00:00,795,2024,1,22,7,8,4,126,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 07:00:00,674,2024,1,22,7,8,13,68,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 08:00:00,4,2024,1,22,8,9,2,559,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 08:00:00,1098,2024,1,22,8,9,5,63,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 08:00:00,2242,2024,1,22,8,9,4,277,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 08:00:00,274,2024,1,22,8,9,5,778,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 08:00:00,1889,2024,1,22,8,9,5,601,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 08:00:00,256,2024,1,22,8,9,3,630,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 08:00:00,163,2024,1,22,8,9,28,269,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 08:00:00,1233,2024,1,22,8,9,35,385,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 09:00:00,915,2024,1,22,9,10,21,197,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 09:00:00,698,2024,1,22,9,10,7,99,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 09:00:00,147,2024,1,22,9,10,13,791,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 09:00:00,1399,2024,1,22,9,10,5,241,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 09:00:00,1178,2024,1,22,9,10,1,414,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 09:00:00,7,2024,1,22,9,10,4,1035,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 09:00:00,323,2024,1,22,9,10,4,1025,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 09:00:00,161,2024,1,22,9,10,4,436,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 10:00:00,580,2024,1,22,10,11,14,133,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 10:00:00,16,2024,1,22,10,11,14,975,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 10:00:00,1498,2024,1,22,10,11,12,350,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 10:00:00,405,2024,1,22,10,11,1,471,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 10:00:00,355,2024,1,22,10,11,0,1185,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 10:00:00,864,2024,1,22,10,11,44,233,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 10:00:00,246,2024,1,22,10,11,7,823,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 10:00:00,5,2024,1,22,10,11,3,1510,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 11:00:00,429,2024,1,22,11,12,3,541,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 11:00:00,10,2024,1,22,11,12,4,1209,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 11:00:00,980,2024,1,22,11,12,44,335,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 11:00:00,65,2024,1,22,11,12,0,354,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 11:00:00,543,2024,1,22,11,12,9,53,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 11:00:00,355,2024,1,22,11,12,0,814,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 11:00:00,1662,2024,1,22,11,12,1,409,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 11:00:00,11,2024,1,22,11,12,10,1820,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 12:00:00,444,2024,1,22,12,13,1,836,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 12:00:00,365,2024,1,22,12,13,7,434,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 12:00:00,587,2024,1,22,12,13,9,150,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 12:00:00,22,2024,1,22,12,13,18,1762,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 12:00:00,988,2024,1,22,12,13,32,406,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 12:00:00,1700,2024,1,22,12,13,6,449,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 12:00:00,95,2024,1,22,12,13,6,416,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 12:00:00,6,2024,1,22,12,13,8,1489,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 13:00:00,356,2024,1,22,13,14,0,815,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 13:00:00,461,2024,1,22,13,14,0,740,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 13:00:00,44,2024,1,22,13,14,9,1564,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 13:00:00,9,2024,1,22,13,14,2,1586,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 13:00:00,921,2024,1,22,13,14,47,319,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 13:00:00,1754,2024,1,22,13,14,5,533,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 13:00:00,281,2024,1,22,13,14,15,1140,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 13:00:00,561,2024,1,22,13,14,9,140,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 14:00:00,1512,2024,1,22,14,15,1,731,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 14:00:00,1026,2024,1,22,14,15,69,240,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 14:00:00,6,2024,1,22,14,15,15,1834,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 14:00:00,598,2024,1,22,14,15,5,119,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 14:00:00,361,2024,1,22,14,15,0,705,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 14:00:00,226,2024,1,22,14,15,41,569,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 14:00:00,1692,2024,1,22,14,15,7,483,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 14:00:00,189,2024,1,22,14,15,16,1560,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 15:00:00,1320,2024,1,22,15,16,12,681,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 15:00:00,1201,2024,1,22,15,16,89,372,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 15:00:00,234,2024,1,22,15,16,15,651,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 15:00:00,11,2024,1,22,15,16,18,1775,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 15:00:00,662,2024,1,22,15,16,4,82,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 15:00:00,1752,2024,1,22,15,16,15,417,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 15:00:00,320,2024,1,22,15,16,3,1051,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 15:00:00,151,2024,1,22,15,16,15,1263,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 16:00:00,733,2024,1,22,16,17,3,829,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 16:00:00,1317,2024,1,22,16,17,81,285,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 16:00:00,12,2024,1,22,16,17,6,1735,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 16:00:00,2224,2024,1,22,16,17,6,399,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 16:00:00,608,2024,1,22,16,17,2,83,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 16:00:00,3,2024,1,22,16,17,6,1189,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 16:00:00,439,2024,1,22,16,17,0,906,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 16:00:00,312,2024,1,22,16,17,12,950,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 17:00:00,293,2024,1,22,17,18,0,467,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 17:00:00,1299,2024,1,22,17,18,34,161,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 17:00:00,2,2024,1,22,17,18,7,1257,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 17:00:00,1885,2024,1,22,17,18,5,419,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 17:00:00,88,2024,1,22,17,18,0,59,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 17:00:00,703,2024,1,22,17,18,7,510,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 17:00:00,12,2024,1,22,17,18,7,821,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 17:00:00,259,2024,1,22,17,18,18,546,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 18:00:00,4,2024,1,22,18,19,0,383,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 18:00:00,982,2024,1,22,18,19,31,119,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 18:00:00,204,2024,1,22,18,19,14,252,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 18:00:00,657,2024,1,22,18,19,3,442,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 18:00:00,1327,2024,1,22,18,19,3,232,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 18:00:00,8,2024,1,22,18,19,5,611,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 18:00:00,69,2024,1,22,18,19,0,60,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 18:00:00,242,2024,1,22,18,19,0,372,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 19:00:00,932,2024,1,22,19,20,3,88,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 19:00:00,7,2024,1,22,19,20,1,341,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 19:00:00,23,2024,1,22,19,20,0,59,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 19:00:00,750,2024,1,22,19,20,13,102,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 19:00:00,171,2024,1,22,19,20,0,246,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 19:00:00,1,2024,1,22,19,20,0,235,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 19:00:00,830,2024,1,22,19,20,1,291,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 19:00:00,101,2024,1,22,19,20,2,184,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 20:00:00,776,2024,1,22,20,21,0,139,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-01-22 20:00:00,8,2024,1,22,20,21,0,20,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 20:00:00,6,2024,1,22,20,21,0,228,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-01-22 20:00:00,35,2024,1,22,20,21,1,152,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 20:00:00,583,2024,1,22,20,21,8,68,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 20:00:00,129,2024,1,22,20,21,0,203,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 20:00:00,6,2024,1,22,20,21,0,380,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2024-01-22 20:00:00,713,2024,1,22,20,21,0,483,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024-01-22 21:00:00,453,2024,1,22,21,22,5,62,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-01-22 21:00:00,8,2024,1,22,21,22,0,15,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-01-22 21:00:00,91,2024,1,22,21,22,0,113,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2024-01-22 21:00:00,90,2024,1,22,21,22,2,105,0,12.0,4.7,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-01-22 21:00:00,5,2024,1,22,21,22,0,247,0,12.0,4.7,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
