ds,y,Year,Month,Day,Starting time,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,Source_Camera  308 Murraygate,Source_Camera 310 - Seagate,Source_Camera 317 Reform St,Source_Camera 320 Westport,Source_Camera 323 Union Street,Source_Camera 328 South Marketgait,Source_Camera 331 Railway Station,Source_Camera 332 Waterfront,Source_Camera 500 Hilltown,TimeZone_BST,TimeZone_GMT
2023-09-09 12:00:00,2290,2023,9,9,12,13,77,498,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 12:00:00,557,2023,9,9,12,13,5,1271,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 12:00:00,3,2023,9,9,12,13,18,1107,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 12:00:00,2131,2023,9,9,12,13,27,1350,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 13:00:00,1460,2023,9,9,13,14,26,304,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 13:00:00,11,2023,9,9,13,14,12,3369,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 13:00:00,10,2023,9,9,13,14,17,1213,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 13:00:00,1242,2023,9,9,13,14,8,665,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 13:00:00,134,2023,9,9,13,14,47,3213,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 13:00:00,410,2023,9,9,13,14,6,1276,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 13:00:00,2265,2023,9,9,13,14,90,556,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 13:00:00,2081,2023,9,9,13,14,25,1374,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 14:00:00,1313,2023,9,9,14,15,13,763,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 14:00:00,2041,2023,9,9,14,15,39,1498,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 14:00:00,13,2023,9,9,14,15,7,1095,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 14:00:00,525,2023,9,9,14,15,17,195,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 14:00:00,15,2023,9,9,14,15,12,3604,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 14:00:00,90,2023,9,9,14,15,22,3301,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 14:00:00,2048,2023,9,9,14,15,64,677,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 14:00:00,602,2023,9,9,14,15,9,1182,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 15:00:00,68,2023,9,9,15,16,38,2791,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 15:00:00,2025,2023,9,9,15,16,26,1338,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 15:00:00,1080,2023,9,9,15,16,21,677,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 15:00:00,476,2023,9,9,15,16,13,1041,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 15:00:00,1830,2023,9,9,15,16,91,549,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 15:00:00,630,2023,9,9,15,16,12,410,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 15:00:00,18,2023,9,9,15,16,10,2440,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 15:00:00,11,2023,9,9,15,16,8,1097,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 16:00:00,2021,2023,9,9,16,17,58,1377,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 16:00:00,2235,2023,9,9,16,17,44,1267,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 16:00:00,3,2023,9,9,16,17,21,1897,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 16:00:00,81,2023,9,9,16,17,11,1672,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 16:00:00,128,2023,9,9,16,17,10,371,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 16:00:00,1344,2023,9,9,16,17,22,803,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 16:00:00,849,2023,9,9,16,17,32,391,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 16:00:00,5,2023,9,9,16,17,5,1071,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 17:00:00,2041,2023,9,9,17,18,27,1266,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 17:00:00,109,2023,9,9,17,18,7,1471,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 17:00:00,3,2023,9,9,17,18,7,1234,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 17:00:00,1602,2023,9,9,17,18,5,901,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 17:00:00,15,2023,9,9,17,18,17,1579,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 17:00:00,899,2023,9,9,17,18,44,377,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 17:00:00,1882,2023,9,9,17,18,51,1626,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 17:00:00,109,2023,9,9,17,18,8,362,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 18:00:00,1526,2023,9,9,18,19,26,657,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 18:00:00,1657,2023,9,9,18,19,65,1342,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 18:00:00,69,2023,9,9,18,19,7,1568,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 18:00:00,1,2023,9,9,18,19,6,1023,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 18:00:00,10,2023,9,9,18,19,12,615,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 18:00:00,89,2023,9,9,18,19,3,255,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 18:00:00,1751,2023,9,9,18,19,23,1060,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 18:00:00,859,2023,9,9,18,19,35,286,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 19:00:00,790,2023,9,9,19,20,22,224,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 19:00:00,28,2023,9,9,19,20,7,1418,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 19:00:00,8,2023,9,9,19,20,6,404,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 19:00:00,141,2023,9,9,19,20,5,1010,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 19:00:00,77,2023,9,9,19,20,5,162,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 19:00:00,1174,2023,9,9,19,20,26,875,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 19:00:00,1510,2023,9,9,19,20,11,832,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 19:00:00,1499,2023,9,9,19,20,18,946,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 20:00:00,1100,2023,9,9,20,21,29,955,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 20:00:00,633,2023,9,9,20,21,15,156,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 20:00:00,12,2023,9,9,20,21,2,332,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 20:00:00,115,2023,9,9,20,21,11,1655,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 20:00:00,42,2023,9,9,20,21,3,905,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 20:00:00,1096,2023,9,9,20,21,10,753,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 20:00:00,1167,2023,9,9,20,21,9,869,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 20:00:00,85,2023,9,9,20,21,10,234,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 21:00:00,57,2023,9,9,21,22,0,89,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 21:00:00,16,2023,9,9,21,22,9,1423,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 21:00:00,996,2023,9,9,21,22,27,556,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 21:00:00,947,2023,9,9,21,22,6,831,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 21:00:00,10,2023,9,9,21,22,6,249,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 21:00:00,568,2023,9,9,21,22,9,155,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 21:00:00,928,2023,9,9,21,22,9,678,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 21:00:00,16,2023,9,9,21,22,3,1024,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 22:00:00,720,2023,9,9,22,23,8,632,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 22:00:00,6,2023,9,9,22,23,3,205,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 22:00:00,962,2023,9,9,22,23,3,561,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 22:00:00,561,2023,9,9,22,23,3,118,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 22:00:00,18,2023,9,9,22,23,2,1010,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 22:00:00,18,2023,9,9,22,23,7,1279,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-09 22:00:00,69,2023,9,9,22,23,1,160,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 22:00:00,789,2023,9,9,22,23,31,582,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 23:00:00,491,2023,9,9,23,0,6,431,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-09 23:00:00,452,2023,9,9,23,0,7,77,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-09 23:00:00,564,2023,9,9,23,0,15,267,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-09 23:00:00,11,2023,9,9,23,0,2,163,0,22.7,5.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-09 23:00:00,13,2023,9,9,23,0,4,772,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-09 23:00:00,535,2023,9,9,23,0,2,314,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-09 23:00:00,90,2023,9,9,23,0,2,396,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-09 23:00:00,39,2023,9,9,23,0,2,894,0,22.7,5.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 00:00:00,666,2023,9,10,0,1,23,682,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 00:00:00,12,2023,9,10,0,1,3,639,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 00:00:00,68,2023,9,10,0,1,4,275,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 00:00:00,405,2023,9,10,0,1,6,141,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 00:00:00,362,2023,9,10,0,1,3,41,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 00:00:00,53,2023,9,10,0,1,7,785,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 00:00:00,308,2023,9,10,0,1,3,203,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 00:00:00,4,2023,9,10,0,1,1,216,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 01:00:00,9,2023,9,10,1,2,4,376,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 01:00:00,10,2023,9,10,1,2,2,161,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 01:00:00,217,2023,9,10,1,2,3,94,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 01:00:00,282,2023,9,10,1,2,11,89,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 01:00:00,609,2023,9,10,1,2,9,730,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 01:00:00,102,2023,9,10,1,2,2,437,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 01:00:00,295,2023,9,10,1,2,3,35,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 01:00:00,50,2023,9,10,1,2,6,856,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 02:00:00,5,2023,9,10,2,3,3,175,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 02:00:00,224,2023,9,10,2,3,2,35,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 02:00:00,154,2023,9,10,2,3,0,61,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 02:00:00,534,2023,9,10,2,3,12,611,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 02:00:00,87,2023,9,10,2,3,4,464,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 02:00:00,234,2023,9,10,2,3,4,52,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 02:00:00,30,2023,9,10,2,3,10,849,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 02:00:00,6,2023,9,10,2,3,4,200,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 03:00:00,21,2023,9,10,3,4,6,882,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 03:00:00,403,2023,9,10,3,4,8,610,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 03:00:00,12,2023,9,10,3,4,3,107,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 03:00:00,56,2023,9,10,3,4,5,304,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 03:00:00,2,2023,9,10,3,4,1,104,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 03:00:00,117,2023,9,10,3,4,3,25,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 03:00:00,93,2023,9,10,3,4,2,34,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 03:00:00,224,2023,9,10,3,4,3,39,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 04:00:00,117,2023,9,10,4,5,3,86,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 04:00:00,15,2023,9,10,4,5,0,36,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 04:00:00,111,2023,9,10,4,5,1,21,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 04:00:00,2,2023,9,10,4,5,0,17,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 04:00:00,14,2023,9,10,4,5,1,47,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 04:00:00,128,2023,9,10,4,5,5,10,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 04:00:00,8,2023,9,10,4,5,1,28,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 04:00:00,86,2023,9,10,4,5,0,9,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 05:00:00,1,2023,9,10,5,6,0,14,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 05:00:00,117,2023,9,10,5,6,4,22,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 05:00:00,75,2023,9,10,5,6,1,86,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 05:00:00,118,2023,9,10,5,6,0,28,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 05:00:00,1,2023,9,10,5,6,0,32,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 05:00:00,12,2023,9,10,5,6,0,27,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 05:00:00,78,2023,9,10,5,6,2,35,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 05:00:00,5,2023,9,10,5,6,0,94,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 06:00:00,76,2023,9,10,6,7,15,88,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 06:00:00,95,2023,9,10,6,7,9,40,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 06:00:00,2,2023,9,10,6,7,2,40,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 06:00:00,9,2023,9,10,6,7,4,39,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 06:00:00,293,2023,9,10,6,7,4,40,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 06:00:00,5,2023,9,10,6,7,11,36,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 06:00:00,17,2023,9,10,6,7,14,114,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 06:00:00,207,2023,9,10,6,7,2,64,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 07:00:00,210,2023,9,10,7,8,7,103,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 07:00:00,3,2023,9,10,7,8,3,45,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 07:00:00,36,2023,9,10,7,8,7,141,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 07:00:00,438,2023,9,10,7,8,6,121,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 07:00:00,58,2023,9,10,7,8,2,162,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 07:00:00,13,2023,9,10,7,8,3,31,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 07:00:00,172,2023,9,10,7,8,2,53,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 07:00:00,437,2023,9,10,7,8,7,51,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 08:00:00,100,2023,9,10,8,9,0,193,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 08:00:00,66,2023,9,10,8,9,9,227,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-10 08:00:00,367,2023,9,10,8,9,13,141,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-10 08:00:00,19,2023,9,10,8,9,4,166,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 08:00:00,641,2023,9,10,8,9,12,279,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 08:00:00,639,2023,9,10,8,9,19,111,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 08:00:00,236,2023,9,10,8,9,5,137,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 08:00:00,12,2023,9,10,8,9,4,93,0,20.5,5.5,21.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-10 09:00:00,144,2023,9,10,9,10,4,315,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-10 09:00:00,1389,2023,9,10,9,10,32,129,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-10 09:00:00,1270,2023,9,10,9,10,24,405,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-10 09:00:00,74,2023,9,10,9,10,9,359,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-10 09:00:00,427,2023,9,10,9,10,9,156,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-10 09:00:00,735,2023,9,10,9,10,20,299,0,20.5,5.5,21.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
