ds,y,Year,Month,Day,Starting time,Finishing time,Number of People,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,Source_Camera  308 Murraygate,Source_Camera 310 - Seagate,Source_Camera 317 Reform St,Source_Camera 320 Westport,Source_Camera 323 Union Street,Source_Camera 328 South Marketgait,Source_Camera 331 Railway Station,Source_Camera 332 Waterfront,Source_Camera 500 Hilltown,TimeZone_BST,TimeZone_GMT
2023-09-27 22:00:00,1,2023,9,27,22,23,130,12,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2023-09-27 22:00:00,1,2023,9,27,22,23,81,111,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2023-09-27 22:00:00,0,2023,9,27,22,23,76,2,0,15.6,6.3,9.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2023-09-27 22:00:00,4,2023,9,27,22,23,415,11,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2023-09-27 23:00:00,0,2023,9,27,23,0,34,1,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2023-09-27 23:00:00,1,2023,9,27,23,0,103,187,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2023-09-27 23:00:00,0,2023,9,27,23,0,31,0,0,15.6,6.3,9.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2023-09-27 23:00:00,2,2023,9,27,23,0,51,187,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2023-09-27 23:00:00,1,2023,9,27,23,0,145,66,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2023-09-27 23:00:00,2,2023,9,27,23,0,477,26,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2023-09-27 23:00:00,2,2023,9,27,23,0,60,155,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2023-09-27 23:00:00,2,2023,9,27,23,0,153,12,0,15.6,6.3,9.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 00:00:00,3,2023,9,28,0,1,23,132,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 00:00:00,3,2023,9,28,0,1,416,208,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 00:00:00,0,2023,9,28,0,1,28,1,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 00:00:00,0,2023,9,28,0,1,455,29,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 00:00:00,0,2023,9,28,0,1,146,26,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 00:00:00,2,2023,9,28,0,1,152,14,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 00:00:00,0,2023,9,28,0,1,68,108,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 00:00:00,5,2023,9,28,0,1,63,81,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 01:00:00,0,2023,9,28,1,2,13,41,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 01:00:00,0,2023,9,28,1,2,25,53,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 01:00:00,0,2023,9,28,1,2,2,62,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 01:00:00,1,2023,9,28,1,2,355,6,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 01:00:00,1,2023,9,28,1,2,55,22,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 01:00:00,0,2023,9,28,1,2,51,5,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 01:00:00,5,2023,9,28,1,2,406,150,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 01:00:00,0,2023,9,28,1,2,9,1,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 02:00:00,0,2023,9,28,2,3,62,10,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 02:00:00,0,2023,9,28,2,3,14,69,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 02:00:00,0,2023,9,28,2,3,13,40,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 02:00:00,0,2023,9,28,2,3,8,35,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 02:00:00,3,2023,9,28,2,3,488,7,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 02:00:00,3,2023,9,28,2,3,562,97,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 02:00:00,0,2023,9,28,2,3,14,2,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 02:00:00,0,2023,9,28,2,3,152,20,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 03:00:00,2,2023,9,28,3,4,180,8,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 03:00:00,0,2023,9,28,3,4,9,5,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 03:00:00,2,2023,9,28,3,4,190,72,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 03:00:00,0,2023,9,28,3,4,13,49,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 03:00:00,0,2023,9,28,3,4,9,44,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 03:00:00,0,2023,9,28,3,4,4,0,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 03:00:00,0,2023,9,28,3,4,8,8,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 03:00:00,0,2023,9,28,3,4,8,32,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 04:00:00,1,2023,9,28,4,5,49,5,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 04:00:00,0,2023,9,28,4,5,29,46,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 04:00:00,0,2023,9,28,4,5,5,0,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 04:00:00,0,2023,9,28,4,5,18,1,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 04:00:00,0,2023,9,28,4,5,11,25,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 04:00:00,2,2023,9,28,4,5,6,60,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 04:00:00,1,2023,9,28,4,5,15,82,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 04:00:00,1,2023,9,28,4,5,84,95,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 05:00:00,0,2023,9,28,5,6,32,64,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 05:00:00,1,2023,9,28,5,6,33,122,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 05:00:00,2,2023,9,28,5,6,152,6,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 05:00:00,0,2023,9,28,5,6,83,160,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 05:00:00,0,2023,9,28,5,6,28,3,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 05:00:00,3,2023,9,28,5,6,60,126,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 05:00:00,1,2023,9,28,5,6,44,210,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 05:00:00,0,2023,9,28,5,6,41,3,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 06:00:00,0,2023,9,28,6,7,38,2,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 06:00:00,2,2023,9,28,6,7,70,120,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 06:00:00,4,2023,9,28,6,7,59,290,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 06:00:00,5,2023,9,28,6,7,113,25,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 06:00:00,1,2023,9,28,6,7,157,545,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 06:00:00,0,2023,9,28,6,7,51,11,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 06:00:00,8,2023,9,28,6,7,117,311,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 06:00:00,6,2023,9,28,6,7,113,324,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 07:00:00,13,2023,9,28,7,8,290,802,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 07:00:00,13,2023,9,28,7,8,181,1480,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 07:00:00,13,2023,9,28,7,8,127,95,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 07:00:00,5,2023,9,28,7,8,219,771,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 07:00:00,4,2023,9,28,7,8,194,2,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 07:00:00,3,2023,9,28,7,8,522,158,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 07:00:00,9,2023,9,28,7,8,375,58,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 07:00:00,21,2023,9,28,7,8,484,1722,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 08:00:00,17,2023,9,28,8,9,376,110,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 08:00:00,12,2023,9,28,8,9,891,2115,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 08:00:00,19,2023,9,28,8,9,175,1673,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 08:00:00,2,2023,9,28,8,9,685,5,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 08:00:00,22,2023,9,28,8,9,650,1521,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 08:00:00,15,2023,9,28,8,9,404,1318,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 08:00:00,8,2023,9,28,8,9,601,159,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 08:00:00,16,2023,9,28,8,9,980,192,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 09:00:00,24,2023,9,28,9,10,913,1990,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 09:00:00,10,2023,9,28,9,10,1308,20,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 09:00:00,46,2023,9,28,9,10,241,1925,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 09:00:00,14,2023,9,28,9,10,720,183,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 09:00:00,10,2023,9,28,9,10,688,1345,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 09:00:00,18,2023,9,28,9,10,1530,210,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 09:00:00,13,2023,9,28,9,10,500,104,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 09:00:00,8,2023,9,28,9,10,377,1287,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 10:00:00,20,2023,9,28,10,11,645,1325,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 10:00:00,7,2023,9,28,10,11,900,1942,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 10:00:00,4,2023,9,28,10,11,627,53,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 10:00:00,7,2023,9,28,10,11,1915,16,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 10:00:00,15,2023,9,28,10,11,368,1110,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 10:00:00,25,2023,9,28,10,11,227,1921,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 10:00:00,10,2023,9,28,10,11,2176,188,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 10:00:00,2,2023,9,28,10,11,822,227,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 11:00:00,1,2023,9,28,11,12,812,16,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 11:00:00,21,2023,9,28,11,12,416,1980,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 11:00:00,2,2023,9,28,11,12,2040,97,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 11:00:00,11,2023,9,28,11,12,863,1376,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 11:00:00,8,2023,9,28,11,12,436,175,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 11:00:00,8,2023,9,28,11,12,981,1864,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 11:00:00,7,2023,9,28,11,12,2577,12,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 11:00:00,22,2023,9,28,11,12,375,1133,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 12:00:00,30,2023,9,28,12,13,355,2045,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 12:00:00,31,2023,9,28,12,13,403,1267,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 12:00:00,11,2023,9,28,12,13,515,189,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 12:00:00,9,2023,9,28,12,13,996,1858,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 12:00:00,7,2023,9,28,12,13,745,24,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 12:00:00,19,2023,9,28,12,13,3249,179,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 12:00:00,11,2023,9,28,12,13,1230,1370,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 12:00:00,12,2023,9,28,12,13,2984,13,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 13:00:00,15,2023,9,28,13,14,1010,1829,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 13:00:00,40,2023,9,28,13,14,396,1955,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 13:00:00,22,2023,9,28,13,14,3689,163,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 13:00:00,30,2023,9,28,13,14,404,1418,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 13:00:00,18,2023,9,28,13,14,1387,1406,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 13:00:00,10,2023,9,28,13,14,2950,7,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 13:00:00,11,2023,9,28,13,14,1103,334,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 13:00:00,6,2023,9,28,13,14,944,20,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 14:00:00,27,2023,9,28,14,15,948,1908,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 14:00:00,36,2023,9,28,14,15,623,1126,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 14:00:00,12,2023,9,28,14,15,2913,74,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 14:00:00,6,2023,9,28,14,15,2530,8,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 14:00:00,13,2023,9,28,14,15,945,1507,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 14:00:00,44,2023,9,28,14,15,367,1973,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 14:00:00,7,2023,9,28,14,15,1951,577,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 14:00:00,12,2023,9,28,14,15,716,24,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 15:00:00,63,2023,9,28,15,16,391,2100,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 15:00:00,15,2023,9,28,15,16,984,1957,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 15:00:00,19,2023,9,28,15,16,1146,1893,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 15:00:00,10,2023,9,28,15,16,2425,4,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 15:00:00,27,2023,9,28,15,16,2665,223,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 15:00:00,32,2023,9,28,15,16,611,1207,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 15:00:00,10,2023,9,28,15,16,802,96,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 15:00:00,5,2023,9,28,15,16,1881,453,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 16:00:00,54,2023,9,28,16,17,374,2969,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 16:00:00,7,2023,9,28,16,17,873,128,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 16:00:00,26,2023,9,28,16,17,2505,262,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 16:00:00,44,2023,9,28,16,17,1492,2708,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 16:00:00,34,2023,9,28,16,17,1294,2449,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 16:00:00,4,2023,9,28,16,17,1987,485,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 16:00:00,62,2023,9,28,16,17,655,1466,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 16:00:00,17,2023,9,28,16,17,2284,8,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 17:00:00,9,2023,9,28,17,18,795,62,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 17:00:00,14,2023,9,28,17,18,1731,436,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 17:00:00,45,2023,9,28,17,18,567,1274,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 17:00:00,37,2023,9,28,17,18,1349,2776,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 17:00:00,59,2023,9,28,17,18,295,2905,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 17:00:00,4,2023,9,28,17,18,1681,22,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 17:00:00,55,2023,9,28,17,18,1224,2657,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 17:00:00,31,2023,9,28,17,18,2113,315,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 18:00:00,9,2023,9,28,18,19,1172,87,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 18:00:00,3,2023,9,28,18,19,462,27,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 18:00:00,3,2023,9,28,18,19,562,9,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-09-28 18:00:00,18,2023,9,28,18,19,524,2120,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 18:00:00,3,2023,9,28,18,19,115,677,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 18:00:00,14,2023,9,28,18,19,181,1765,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2023-09-28 18:00:00,0,2023,9,28,18,19,769,315,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 18:00:00,25,2023,9,28,18,19,1220,1836,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-09-28 19:00:00,7,2023,9,28,19,20,588,1504,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-09-28 19:00:00,9,2023,9,28,19,20,1150,17,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-09-28 19:00:00,2,2023,9,28,19,20,328,180,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2023-09-28 19:00:00,11,2023,9,28,19,20,209,860,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2023-09-28 19:00:00,4,2023,9,28,19,20,284,3,0,16.9,11.1,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-09-28 19:00:00,4,2023,9,28,19,20,433,73,0,16.9,11.1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
