ds,y,Year,Month,Day,Starting time,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,Source_Camera  308 Murraygate,Source_Camera 310 - Seagate,Source_Camera 317 Reform St,Source_Camera 320 Westport,Source_Camera 323 Union Street,Source_Camera 328 South Marketgait,Source_Camera 331 Railway Station,Source_Camera 332 Waterfront,Source_Camera 500 Hilltown,TimeZone_BST,TimeZone_GMT,days_since_record
2023-09-16 09:00:00,371,2023,9,16,9,10,15,705,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 09:00:00,140,2023,9,16,9,10,26,1172,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 09:00:00,1126,2023,9,16,9,10,18,275,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 09:00:00,658,2023,9,16,9,10,20,172,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 09:00:00,357,2023,9,16,9,10,11,767,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 09:00:00,679,2023,9,16,9,10,24,1462,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 09:00:00,1331,2023,9,16,9,10,4,37,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 10:00:00,510,2023,9,16,10,11,11,1071,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 10:00:00,431,2023,9,16,10,11,14,907,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 10:00:00,1061,2023,9,16,10,11,18,1640,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 10:00:00,1280,2023,9,16,10,11,3,542,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 10:00:00,1082,2023,9,16,10,11,17,164,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 10:00:00,299,2023,9,16,10,11,32,1276,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 10:00:00,1958,2023,9,16,10,11,13,110,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 10:00:00,1814,2023,9,16,10,11,13,23,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 11:00:00,2963,2023,9,16,11,12,17,12,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 11:00:00,527,2023,9,16,11,12,27,1098,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 11:00:00,1391,2023,9,16,11,12,31,194,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 11:00:00,199,2023,9,16,11,12,9,2334,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 11:00:00,2312,2023,9,16,11,12,14,6,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 11:00:00,1458,2023,9,16,11,12,4,551,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 11:00:00,532,2023,9,16,11,12,21,1609,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 11:00:00,557,2023,9,16,11,12,9,1884,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 12:00:00,487,2023,9,16,12,13,22,1387,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 12:00:00,2491,2023,9,16,12,13,32,6,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 12:00:00,3129,2023,9,16,12,13,15,13,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 12:00:00,589,2023,9,16,12,13,24,1402,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 12:00:00,1530,2023,9,16,12,13,33,189,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 12:00:00,1433,2023,9,16,12,13,3,535,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 12:00:00,209,2023,9,16,12,13,10,2237,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 12:00:00,735,2023,9,16,12,13,9,1838,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 13:00:00,1864,2023,9,16,13,14,32,239,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 13:00:00,802,2023,9,16,13,14,13,1891,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 13:00:00,1070,2023,9,16,13,14,6,1907,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 13:00:00,188,2023,9,16,13,14,2,809,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 13:00:00,2989,2023,9,16,13,14,7,10,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 13:00:00,1663,2023,9,16,13,14,7,546,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 13:00:00,639,2023,9,16,13,14,24,1374,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 13:00:00,3567,2023,9,16,13,14,16,12,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 14:00:00,919,2023,9,16,14,15,15,2023,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 14:00:00,1959,2023,9,16,14,15,37,193,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 14:00:00,553,2023,9,16,14,15,40,1297,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 14:00:00,1182,2023,9,16,14,15,6,1925,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 14:00:00,3205,2023,9,16,14,15,17,9,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 14:00:00,251,2023,9,16,14,15,2,783,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 14:00:00,3596,2023,9,16,14,15,17,21,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 14:00:00,1663,2023,9,16,14,15,5,675,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 15:00:00,1273,2023,9,16,15,16,15,1748,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 15:00:00,2766,2023,9,16,15,16,8,4,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 15:00:00,1997,2023,9,16,15,16,5,561,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 15:00:00,1741,2023,9,16,15,16,19,223,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 15:00:00,3038,2023,9,16,15,16,20,94,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 15:00:00,1267,2023,9,16,15,16,49,780,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 15:00:00,508,2023,9,16,15,16,25,1002,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 15:00:00,867,2023,9,16,15,16,16,1467,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 16:00:00,2545,2023,9,16,16,17,17,7,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 16:00:00,771,2023,9,16,16,17,71,2076,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 16:00:00,2714,2023,9,16,16,17,64,277,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 16:00:00,527,2023,9,16,16,17,43,941,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 16:00:00,1587,2023,9,16,16,17,12,131,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 16:00:00,1786,2023,9,16,16,17,2,569,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 16:00:00,1170,2023,9,16,16,17,22,1641,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 16:00:00,1750,2023,9,16,16,17,26,1641,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 17:00:00,600,2023,9,16,17,18,44,1016,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 17:00:00,2201,2023,9,16,17,18,47,290,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 17:00:00,1450,2023,9,16,17,18,9,37,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 17:00:00,650,2023,9,16,17,18,74,2036,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 17:00:00,1739,2023,9,16,17,18,18,1772,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 17:00:00,1125,2023,9,16,17,18,24,1640,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 17:00:00,1590,2023,9,16,17,18,8,4,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 17:00:00,1703,2023,9,16,17,18,6,484,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 18:00:00,900,2023,9,16,18,19,25,1560,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 18:00:00,1346,2023,9,16,18,19,21,1578,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 18:00:00,2322,2023,9,16,18,19,25,329,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 18:00:00,1124,2023,9,16,18,19,5,20,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 18:00:00,1094,2023,9,16,18,19,0,377,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 18:00:00,529,2023,9,16,18,19,5,5,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 18:00:00,473,2023,9,16,18,19,38,1665,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 18:00:00,275,2023,9,16,18,19,31,861,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 19:00:00,713,2023,9,16,19,20,4,317,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 19:00:00,1008,2023,9,16,19,20,6,25,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 19:00:00,1290,2023,9,16,19,20,20,1473,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 19:00:00,2261,2023,9,16,19,20,13,333,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 19:00:00,411,2023,9,16,19,20,15,872,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 19:00:00,442,2023,9,16,19,20,4,9,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 19:00:00,469,2023,9,16,19,20,28,1504,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 19:00:00,802,2023,9,16,19,20,30,1277,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 20:00:00,1626,2023,9,16,20,21,14,17,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 20:00:00,645,2023,9,16,20,21,4,652,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 20:00:00,863,2023,9,16,20,21,2,16,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 20:00:00,424,2023,9,16,20,21,19,925,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 20:00:00,187,2023,9,16,20,21,6,734,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 20:00:00,281,2023,9,16,20,21,4,84,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 20:00:00,1032,2023,9,16,20,21,14,1023,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 20:00:00,641,2023,9,16,20,21,1,5,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 21:00:00,973,2023,9,16,21,22,3,750,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 21:00:00,633,2023,9,16,21,22,11,968,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 21:00:00,384,2023,9,16,21,22,12,677,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 21:00:00,1156,2023,9,16,21,22,9,39,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 21:00:00,187,2023,9,16,21,22,1,614,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 21:00:00,813,2023,9,16,21,22,2,12,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 21:00:00,219,2023,9,16,21,22,2,71,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 21:00:00,426,2023,9,16,21,22,1,6,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 22:00:00,712,2023,9,16,22,23,5,18,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 22:00:00,773,2023,9,16,22,23,20,503,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 22:00:00,196,2023,9,16,22,23,35,637,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 22:00:00,408,2023,9,16,22,23,0,9,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 22:00:00,162,2023,9,16,22,23,6,579,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 22:00:00,654,2023,9,16,22,23,4,983,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-16 22:00:00,1255,2023,9,16,22,23,14,57,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 22:00:00,346,2023,9,16,22,23,6,93,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 23:00:00,102,2023,9,16,23,0,6,414,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-16 23:00:00,445,2023,9,16,23,0,2,82,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-16 23:00:00,563,2023,9,16,23,0,0,13,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-16 23:00:00,1061,2023,9,16,23,0,3,73,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-16 23:00:00,131,2023,9,16,23,0,5,446,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-16 23:00:00,357,2023,9,16,23,0,0,0,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-16 23:00:00,150,2023,9,16,23,0,0,2,0,14.9,9.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-16 23:00:00,651,2023,9,16,23,0,11,846,0,14.9,9.2,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-17 00:00:00,57,2023,9,17,0,1,3,390,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-17 00:00:00,44,2023,9,17,0,1,0,284,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-17 00:00:00,409,2023,9,17,0,1,1,96,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-17 00:00:00,1037,2023,9,17,0,1,1,83,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-17 00:00:00,146,2023,9,17,0,1,0,0,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-17 00:00:00,160,2023,9,17,0,1,0,0,0,16.0,6.8,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-17 00:00:00,739,2023,9,17,0,1,14,639,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-17 00:00:00,463,2023,9,17,0,1,1,15,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-17 01:00:00,765,2023,9,17,1,2,7,453,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-17 01:00:00,451,2023,9,17,1,2,0,15,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-17 01:00:00,105,2023,9,17,1,2,0,2,0,16.0,6.8,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-17 01:00:00,76,2023,9,17,1,2,0,273,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-17 01:00:00,19,2023,9,17,1,2,2,189,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-17 01:00:00,578,2023,9,17,1,2,3,113,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-17 01:00:00,1012,2023,9,17,1,2,12,56,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-17 01:00:00,70,2023,9,17,1,2,0,0,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-17 02:00:00,37,2023,9,17,2,3,2,129,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-17 02:00:00,144,2023,9,17,2,3,11,77,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-17 02:00:00,71,2023,9,17,2,3,0,0,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-17 02:00:00,967,2023,9,17,2,3,1,30,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-17 02:00:00,910,2023,9,17,2,3,6,422,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-17 02:00:00,127,2023,9,17,2,3,0,3,0,16.0,6.8,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-17 02:00:00,53,2023,9,17,2,3,3,252,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-17 02:00:00,464,2023,9,17,2,3,5,159,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-17 03:00:00,901,2023,9,17,3,4,5,311,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-17 03:00:00,21,2023,9,17,3,4,0,54,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-17 03:00:00,990,2023,9,17,3,4,5,42,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-17 03:00:00,38,2023,9,17,3,4,0,0,0,16.0,6.8,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-17 03:00:00,511,2023,9,17,3,4,0,105,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-17 03:00:00,10,2023,9,17,3,4,0,117,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-17 03:00:00,53,2023,9,17,3,4,0,248,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-17 03:00:00,73,2023,9,17,3,4,6,94,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-17 04:00:00,10,2023,9,17,4,5,0,0,0,16.0,6.8,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023-09-17 04:00:00,115,2023,9,17,4,5,3,23,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-17 04:00:00,296,2023,9,17,4,5,4,126,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-17 04:00:00,3,2023,9,17,4,5,0,102,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-09-17 04:00:00,33,2023,9,17,4,5,0,97,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-17 04:00:00,0,2023,9,17,4,5,0,71,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-17 04:00:00,41,2023,9,17,4,5,0,54,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-17 04:00:00,24,2023,9,17,4,5,2,38,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2023-09-17 05:00:00,128,2023,9,17,5,6,3,15,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-09-17 05:00:00,0,2023,9,17,5,6,0,103,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-09-17 05:00:00,35,2023,9,17,5,6,1,97,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2023-09-17 05:00:00,22,2023,9,17,5,6,0,28,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2023-09-17 05:00:00,278,2023,9,17,5,6,1,76,0,16.0,6.8,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2023-09-17 05:00:00,9,2023,9,17,5,6,0,0,0,16.0,6.8,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
