ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-08-15 08:00:00,274,9,9,280,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 19:00:00,10,20,8,258,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 17:00:00,268,18,7,695,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 20:00:00,27,21,6,157,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 12:00:00,509,13,5,1691,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 13:00:00,387,14,4,1430,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 14:00:00,327,15,4,784,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 11:00:00,476,12,3,1482,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 00:00:00,25,1,3,26,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 06:00:00,66,7,2,83,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 22:00:00,30,23,2,47,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 04:00:00,15,5,1,4,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 05:00:00,12,6,1,14,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 21:00:00,44,22,0,113,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 23:00:00,15,0,0,26,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 02:00:00,5,3,0,14,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 03:00:00,5,4,0,10,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-15 01:00:00,4,2,0,2,0,18.4,11.2,0.9,0,0,0,0,0,1,0,1,0
2023-08-16 10:00:00,512,11,8,1533,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 14:00:00,500,15,8,1760,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 11:00:00,485,12,7,1827,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 12:00:00,481,13,6,2038,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 09:00:00,415,10,6,1076,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 05:00:00,78,6,4,62,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 13:00:00,496,14,3,1994,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 06:00:00,95,7,3,158,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 08:00:00,319,9,2,730,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 07:00:00,191,8,2,480,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 16:00:00,31,17,1,240,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 23:00:00,25,0,1,46,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-16 17:00:00,17,18,1,226,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-12 00:00:00,72,1,1,512,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-19 18:00:00,205,19,12,468,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-06 09:00:00,117,10,2,347,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-05 07:00:00,124,8,3,175,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-19 15:00:00,409,16,6,956,0,21.8,13.4,0.0,0,0,1,0,0,0,0,1,0
2023-08-16 20:00:00,10,21,0,69,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-05 03:00:00,61,4,3,250,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
