ds,y,Finishing time,Number of People,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-08-03 23:00:00,10,0,282,4,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-05 15:00:00,10,16,1806,220,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-03 22:00:00,10,23,520,1,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-05 08:00:00,9,9,570,13,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-03 19:00:00,7,20,608,114,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-05 19:00:00,8,20,1306,285,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-03 06:00:00,7,7,92,42,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-05 21:00:00,8,22,1178,233,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-03 07:00:00,6,8,286,80,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-05 03:00:00,7,4,408,16,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-03 05:00:00,5,6,95,27,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-05 07:00:00,6,8,286,39,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-03 04:00:00,3,5,47,10,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-05 22:00:00,5,23,998,129,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-03 01:00:00,1,2,154,36,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-03 03:00:00,1,4,71,9,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-03 00:00:00,0,1,248,36,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-03 02:00:00,0,3,207,19,0,17.3,11.8,0.0,0,0,0,0,1,0,0,1,0
2023-08-04 10:00:00,34,11,1760,121,0,15.4,11.3,1.6,1,0,0,0,0,0,0,1,0
2023-08-04 09:00:00,33,10,791,160,0,15.4,11.3,1.6,1,0,0,0,0,0,0,1,0
2023-08-04 08:00:00,31,9,469,149,0,15.4,11.3,1.6,1,0,0,0,0,0,0,1,0
2023-08-04 13:00:00,30,14,3667,143,0,15.4,11.3,1.6,1,0,0,0,0,0,0,1,0
2023-08-04 14:00:00,28,15,3297,182,0,15.4,11.3,1.6,1,0,0,0,0,0,0,1,0
2023-08-05 01:00:00,5,2,376,34,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-04 16:00:00,24,17,2668,43,0,15.4,11.3,1.6,1,0,0,0,0,0,0,1,0
