ds,y,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-08-06 13:00:00,3250,14,31,12,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 16:00:00,1469,17,26,181,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 19:00:00,893,20,21,201,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 20:00:00,767,21,17,195,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 11:00:00,2266,12,15,5,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-20 17:00:00,819,18,0,12,0,21.5,14.0,0.0,0,0,0,1,0,0,0,1,0
2023-08-06 09:00:00,464,10,12,42,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 14:00:00,2346,15,42,240,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-21 17:00:00,1619,18,35,181,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-21 16:00:00,1703,17,30,139,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-06 12:00:00,3082,13,12,5,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 18:00:00,1135,19,28,187,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-16 03:00:00,69,4,2,8,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-14 07:00:00,311,8,3,75,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-18 03:00:00,80,4,0,5,0,20.9,13.2,9.7,1,0,0,0,0,0,0,1,0
2023-08-06 21:00:00,622,22,8,133,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 19:00:00,1085,20,19,163,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-08 18:00:00,1404,19,22,169,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-16 05:00:00,89,6,0,35,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-14 04:00:00,20,5,1,11,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 00:00:00,695,1,4,49,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-18 04:00:00,35,5,0,3,0,20.9,13.2,9.7,1,0,0,0,0,0,0,1,0
2023-08-06 08:00:00,179,9,8,63,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-21 15:00:00,1668,16,19,138,0,21.4,14.3,0.6,0,1,0,0,0,0,0,1,0
2023-08-16 01:00:00,149,2,0,25,0,17.7,13.9,0.2,0,0,0,0,0,0,1,1,0
2023-08-08 07:00:00,278,8,19,84,0,19.1,7.7,0.2,0,0,0,0,0,1,0,1,0
2023-08-14 23:00:00,293,0,1,1,0,20.6,13.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-12 06:00:00,157,7,4,39,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-10 18:00:00,1690,19,11,167,0,22.5,14.2,5.0,0,0,0,0,1,0,0,1,0
