ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-08-05 20:00:00,1031,21,18,967,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 07:00:00,598,8,17,167,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 21:00:00,785,22,14,750,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 22:00:00,765,23,14,845,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 10:00:00,1929,11,13,488,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 18:00:00,1440,19,11,937,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 16:00:00,1788,17,10,902,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 09:00:00,1394,10,9,596,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 08:00:00,987,9,9,369,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 12:00:00,1493,13,7,886,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 13:00:00,1429,14,5,931,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 19:00:00,1237,20,5,885,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 11:00:00,965,12,4,424,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 14:00:00,1245,15,3,601,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 15:00:00,633,16,2,265,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 23:00:00,570,0,1,576,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 06:00:00,290,7,1,74,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 01:00:00,174,2,1,54,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 04:00:00,94,5,1,24,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 00:00:00,250,1,0,77,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 05:00:00,137,6,0,38,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 02:00:00,100,3,0,31,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-05 03:00:00,59,4,0,9,0,17.5,5.5,9.2,0,0,1,0,0,0,0,1,0
2023-08-06 11:00:00,1762,12,57,935,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 14:00:00,1986,15,54,1213,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 19:00:00,1290,20,40,800,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 10:00:00,1454,11,37,1049,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 16:00:00,1844,17,32,1245,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 17:00:00,1705,18,31,958,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 15:00:00,1893,16,29,1052,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 18:00:00,1474,19,28,830,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 13:00:00,1944,14,27,1067,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 20:00:00,986,21,26,580,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 12:00:00,1986,13,23,1227,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 22:00:00,548,23,16,368,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 08:00:00,576,9,11,174,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 09:00:00,999,10,10,313,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 21:00:00,822,22,9,464,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 07:00:00,458,8,9,124,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 06:00:00,246,7,9,82,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 05:00:00,105,6,3,25,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-02 03:00:00,28,4,0,3,0,19.8,13.5,2.1,0,0,0,0,0,0,1,1,0
2023-08-11 19:00:00,983,20,8,429,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-06 00:00:00,359,1,2,283,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 03:00:00,102,4,2,34,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 23:00:00,315,0,1,204,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 01:00:00,234,2,1,152,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 04:00:00,79,5,1,25,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-06 02:00:00,135,3,0,64,0,20.0,5.5,3.0,0,0,0,1,0,0,0,1,0
2023-08-07 08:00:00,2132,9,38,756,1,19.9,9.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-07 07:00:00,1539,8,31,422,1,19.9,9.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-07 10:00:00,1701,11,29,1175,1,19.9,9.5,0.0,0,1,0,0,0,0,0,1,0
2023-08-11 06:00:00,580,7,8,163,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 21:00:00,604,22,7,227,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 22:00:00,503,23,5,269,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 20:00:00,806,21,1,252,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 23:00:00,308,0,0,259,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 05:00:00,205,6,0,51,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 00:00:00,188,1,0,86,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 04:00:00,93,5,0,12,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 01:00:00,77,2,0,24,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 02:00:00,70,3,0,13,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-11 03:00:00,37,4,0,7,0,20.8,15.8,0.0,1,0,0,0,0,0,0,1,0
2023-08-12 16:00:00,1926,17,29,1799,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 13:00:00,2123,14,28,1658,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 09:00:00,1481,10,24,638,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 12:00:00,2182,13,23,1724,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 17:00:00,1565,18,15,1215,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 10:00:00,1869,11,14,1031,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 19:00:00,899,20,14,2087,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 14:00:00,2122,15,13,1861,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 15:00:00,1801,16,13,1549,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 18:00:00,873,19,12,1339,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 11:00:00,2168,12,11,1640,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 20:00:00,671,21,11,661,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 08:00:00,1056,9,8,507,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
2023-08-12 04:00:00,72,5,8,79,0,19.7,15.4,11.4,0,0,1,0,0,0,0,1,0
