ds,y,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT
2023-12-07 10:00:00,25,11,1,54,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-08 07:00:00,35,8,1,35,0,8.3,5.9,5.2,1,0,0,0,0,0,0,0,1
2023-12-07 08:00:00,30,9,1,26,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 23:00:00,15,0,1,26,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 16:00:00,7,17,1,25,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 18:00:00,14,19,0,63,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 04:00:00,5,5,0,42,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 00:00:00,8,1,0,39,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 03:00:00,4,4,0,31,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 01:00:00,3,2,0,28,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 02:00:00,9,3,0,27,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-07 13:00:00,114,14,0,23,0,8.5,-4.0,14.6,0,0,0,0,1,0,0,0,1
2023-12-11 08:00:00,50,9,7,10,0,7.1,3.4,5.6,0,1,0,0,0,0,0,0,1
2023-12-10 02:00:00,19,3,0,27,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 15:00:00,99,16,17,1210,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 01:00:00,42,2,0,26,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-10 05:00:00,9,6,0,26,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-09 21:00:00,113,22,0,80,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-10 03:00:00,14,4,0,17,0,6.8,0.9,2.0,0,0,0,1,0,0,0,0,1
2023-12-09 19:00:00,136,20,0,68,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
2023-12-09 22:00:00,102,23,0,66,0,7.1,5.5,5.8,0,0,1,0,0,0,0,0,1
