ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-01 17:00:00,1514,18,25,693,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-07 09:00:00,930,10,25,378,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-25 16:00:00,2369,17,24,1030,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-15 08:00:00,2116,9,24,570,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-28 15:00:00,2100,16,24,1081,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-23 15:00:00,1988,16,24,465,0,20.1,12.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-28 14:00:00,1977,15,24,982,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-15 11:00:00,1938,12,24,1075,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-01 16:00:00,1706,17,24,767,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-29 18:00:00,1622,19,24,772,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-07 15:00:00,1533,16,24,824,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-28 19:00:00,1450,20,24,809,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-26 07:00:00,1436,8,24,334,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-26 08:00:00,2246,9,23,788,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-25 15:00:00,2134,16,23,1097,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-14 12:00:00,2061,13,23,1067,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-14 13:00:00,1994,14,23,976,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-27 14:00:00,1954,15,23,1635,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-26 11:00:00,1874,12,23,1376,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-15 13:00:00,1713,14,23,1230,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-28 12:00:00,1696,13,23,1099,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-07 14:00:00,1613,15,23,883,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-03 09:00:00,1608,10,23,600,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-10 18:00:00,1606,19,23,919,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-30 16:00:00,1569,17,23,984,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-12 17:00:00,1545,18,23,935,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-29 10:00:00,1417,11,23,932,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-28 20:00:00,1021,21,23,606,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-11 08:00:00,2164,9,22,794,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-02 08:00:00,2069,9,22,127,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-27 17:00:00,1741,18,22,974,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-30 14:00:00,1613,15,22,972,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-08 11:00:00,1315,12,22,826,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-31 10:00:00,1969,11,18,1689,0,22.9,7.9,0.3,0,0,0,0,0,0,1,1,0,0
2024-07-24 17:00:00,1861,18,18,548,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-24 11:00:00,1779,12,18,842,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-26 10:00:00,1706,11,18,1128,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-30 09:00:00,1608,10,18,693,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-02 11:00:00,1522,12,18,337,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-01 13:00:00,1386,14,18,951,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-27 09:00:00,1378,10,18,553,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-07 16:00:00,1352,17,18,641,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
