ds,y,Finishing time,Number of People,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2023-12-22 15:00:00,13,16,68,931,0,12.1,6.4,14.3,1,0,0,0,0,0,0,0,1,0
2023-12-22 09:00:00,12,10,47,1011,0,12.1,6.4,14.3,1,0,0,0,0,0,0,0,1,0
2023-12-23 00:00:00,0,1,3,61,0,10.3,3.5,3.6,0,0,1,0,0,0,0,0,1,0
2023-12-23 05:00:00,0,6,1,47,0,10.3,3.5,3.6,0,0,1,0,0,0,0,0,1,0
2023-12-23 01:00:00,0,2,2,39,0,10.3,3.5,3.6,0,0,1,0,0,0,0,0,1,0
2023-12-23 02:00:00,0,3,3,38,0,10.3,3.5,3.6,0,0,1,0,0,0,0,0,1,0
2023-12-24 03:00:00,0,4,4,22,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-25 07:00:00,0,8,13,56,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 23:00:00,0,0,3,55,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 15:00:00,2,16,70,312,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 22:00:00,0,23,27,46,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 00:00:00,0,1,2,42,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-24 20:00:00,0,21,28,300,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 16:00:00,1,17,103,785,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 07:00:00,1,8,23,92,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 05:00:00,1,6,6,46,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 18:00:00,0,19,100,408,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 19:00:00,0,20,65,354,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-26 11:00:00,20,12,175,958,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-25 09:00:00,7,10,39,348,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 10:00:00,5,11,62,632,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 13:00:00,3,14,46,942,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 08:00:00,3,9,26,124,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-24 21:00:00,0,22,27,225,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 22:00:00,0,23,7,209,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-25 01:00:00,0,2,0,30,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-24 13:00:00,9,14,139,1001,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-25 14:00:00,0,15,57,716,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 17:00:00,0,18,77,161,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 16:00:00,0,17,121,150,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 18:00:00,0,19,70,140,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 19:00:00,0,20,101,132,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 20:00:00,0,21,82,129,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 21:00:00,0,22,80,66,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 06:00:00,0,7,3,59,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 02:00:00,0,3,2,21,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-26 10:00:00,15,11,121,535,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-24 11:00:00,8,12,154,1194,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-25 05:00:00,0,6,3,19,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 03:00:00,0,4,3,10,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 04:00:00,0,5,2,4,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-25 12:00:00,1,13,55,930,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-24 00:00:00,0,1,13,98,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-26 14:00:00,11,15,133,1222,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-25 11:00:00,1,12,8,863,1,6.3,0.4,3.4,0,1,0,0,0,0,0,0,1,0
2023-12-24 23:00:00,0,0,4,88,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-26 12:00:00,8,13,174,1127,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 09:00:00,8,10,60,329,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 15:00:00,6,16,152,1019,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 13:00:00,5,14,163,1219,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-24 17:00:00,5,18,109,653,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 06:00:00,0,7,16,59,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 01:00:00,0,2,14,53,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 02:00:00,0,3,7,40,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 04:00:00,0,5,4,29,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 15:00:00,3,16,88,909,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-24 08:00:00,3,9,30,259,0,4.8,2.8,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-27 19:00:00,0,20,49,116,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 06:00:00,0,7,2,5,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 17:00:00,0,18,78,114,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 09:00:00,0,10,3,97,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 23:00:00,0,0,22,57,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 22:00:00,0,23,26,35,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 14:00:00,0,15,15,32,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 03:00:00,0,4,5,29,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 01:00:00,0,2,7,23,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 05:00:00,0,6,5,22,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 04:00:00,0,5,6,21,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 00:00:00,0,1,16,12,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 02:00:00,0,3,6,10,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 07:00:00,0,8,5,6,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-26 17:00:00,0,18,95,46,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 21:00:00,1,22,79,72,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 19:00:00,0,20,106,123,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 20:00:00,0,21,94,103,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 18:00:00,0,19,138,76,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 07:00:00,0,8,9,40,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-27 13:00:00,1,14,10,422,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 12:00:00,1,13,1,229,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 10:00:00,1,11,2,153,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 20:00:00,1,21,30,68,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 21:00:00,1,22,5,52,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 16:00:00,1,17,68,41,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 11:00:00,0,12,3,168,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-27 18:00:00,0,19,43,139,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-26 22:00:00,0,23,40,37,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-27 08:00:00,0,9,8,2,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-28 12:00:00,23,13,234,1009,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 11:00:00,19,12,163,1098,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 13:00:00,17,14,146,1104,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 09:00:00,6,10,74,721,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-26 23:00:00,0,0,19,27,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 06:00:00,0,7,6,22,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 02:00:00,0,3,8,21,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 01:00:00,0,2,2,18,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 03:00:00,0,4,2,18,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 05:00:00,0,6,3,17,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 04:00:00,0,5,0,14,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 00:00:00,0,1,0,11,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-26 08:00:00,3,9,9,183,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-28 14:00:00,5,15,82,1233,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-26 16:00:00,2,17,100,190,1,8.8,0.4,14.8,0,0,0,0,0,1,0,0,1,0
2023-12-28 15:00:00,4,16,119,1172,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 10:00:00,4,11,164,902,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 08:00:00,4,9,86,516,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 16:00:00,2,17,160,925,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 07:00:00,2,8,102,300,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 17:00:00,1,18,101,801,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-27 15:00:00,2,16,32,93,0,8.3,-4.0,22.5,0,0,0,0,0,0,1,0,1,0
2023-12-28 20:00:00,1,21,22,173,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 23:00:00,1,0,31,46,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 04:00:00,1,5,9,15,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 18:00:00,0,19,60,550,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 19:00:00,0,20,44,442,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 21:00:00,0,22,30,180,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 22:00:00,0,23,8,119,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-28 06:00:00,0,7,59,98,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-29 12:00:00,25,13,288,1,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 00:00:00,0,1,9,32,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 18:00:00,0,19,82,31,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 20:00:00,1,21,116,140,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 14:00:00,22,15,258,13,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-28 05:00:00,0,6,25,38,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-29 05:00:00,0,6,8,22,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 15:00:00,22,16,685,3,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 19:00:00,3,20,181,94,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 16:00:00,2,17,282,156,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 22:00:00,1,23,37,221,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 08:00:00,1,9,40,191,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 01:00:00,0,2,11,20,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-28 00:00:00,0,1,20,29,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-29 02:00:00,0,3,8,12,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 06:00:00,1,7,4,13,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 21:00:00,0,22,47,172,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 23:00:00,0,0,16,100,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 17:00:00,0,18,79,51,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 03:00:00,0,4,1,12,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-30 15:00:00,1,16,16,714,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-28 01:00:00,0,2,6,24,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-29 07:00:00,0,8,9,9,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-30 08:00:00,1,9,48,278,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 07:00:00,1,8,34,96,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 06:00:00,1,7,23,87,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 05:00:00,1,6,8,52,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 13:00:00,0,14,21,943,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 14:00:00,0,15,5,793,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-28 02:00:00,0,3,6,18,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-29 04:00:00,0,5,8,7,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-30 12:00:00,10,13,66,1486,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 11:00:00,9,12,57,1445,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 10:00:00,8,11,92,996,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-28 03:00:00,0,4,5,12,0,5.3,3.4,19.9,0,0,0,0,1,0,0,0,1,0
2023-12-30 09:00:00,3,10,62,629,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-29 13:00:00,44,14,275,8,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 09:00:00,29,10,97,91,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 11:00:00,29,12,305,4,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-29 10:00:00,10,11,32,132,0,6.8,3.0,0.1,1,0,0,0,0,0,0,0,1,0
2023-12-30 16:00:00,0,17,24,118,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 18:00:00,0,19,5,6,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-31 20:00:00,0,21,109,108,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 06:00:00,0,7,5,101,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-30 22:00:00,0,23,27,2,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 19:00:00,0,20,7,2,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 23:00:00,0,0,3,62,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 00:00:00,0,1,27,54,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 01:00:00,0,2,18,42,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 02:00:00,0,3,9,27,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 04:00:00,0,5,8,26,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 03:00:00,0,4,5,26,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 17:00:00,0,18,13,1,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 21:00:00,0,22,5,1,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-30 20:00:00,0,21,12,0,0,8.1,-0.4,9.2,0,0,1,0,0,0,0,0,1,0
2023-12-31 05:00:00,0,6,6,73,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 15:00:00,20,16,357,608,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 10:00:00,17,11,223,583,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 13:00:00,16,14,373,709,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 11:00:00,16,12,288,357,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 14:00:00,14,15,478,564,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 12:00:00,13,13,336,465,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 17:00:00,0,18,74,59,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 22:00:00,0,23,62,58,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 18:00:00,0,19,102,51,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 19:00:00,0,20,51,49,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 23:00:00,0,0,51,40,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 02:00:00,0,3,5,40,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 01:00:00,0,2,6,37,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 03:00:00,0,4,1,35,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 04:00:00,0,5,4,18,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 00:00:00,1,1,11,66,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 21:00:00,1,22,138,64,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 07:00:00,1,8,12,22,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 09:00:00,7,10,68,331,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 08:00:00,3,9,23,136,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2023-12-31 16:00:00,2,17,181,157,0,6.8,-1.0,0.2,0,0,0,1,0,0,0,0,1,0
2024-02-01 09:00:00,67,10,165,669,0,13.8,5.3,0.0,0,0,0,0,1,0,0,0,1,0
2024-02-03 14:00:00,27,15,166,1582,0,10.1,5.5,0.0,0,0,1,0,0,0,0,0,1,0
2024-02-29 17:00:00,27,18,160,847,0,7.2,3.5,0.1,0,0,0,0,1,0,0,0,1,0
2024-02-04 09:00:00,27,10,69,782,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-08 14:00:00,24,15,78,1163,0,4.2,-2.8,3.1,0,0,0,0,1,0,0,0,1,0
2024-02-11 13:00:00,24,14,285,830,0,8.2,5.5,0.0,0,0,0,1,0,0,0,0,1,0
2024-02-11 11:00:00,24,12,300,761,0,8.2,5.5,0.0,0,0,0,1,0,0,0,0,1,0
2024-02-01 14:00:00,24,15,111,761,0,13.8,5.3,0.0,0,0,0,0,1,0,0,0,1,0
2024-02-04 12:00:00,35,13,143,1639,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-04 13:00:00,35,14,162,1515,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-11 15:00:00,31,16,465,705,0,8.2,5.5,0.0,0,0,0,1,0,0,0,0,1,0
2024-02-06 11:00:00,29,12,159,774,0,5.9,5.5,0.0,0,0,0,0,0,1,0,0,1,0
2024-02-01 13:00:00,29,14,246,752,0,13.8,5.3,0.0,0,0,0,0,1,0,0,0,1,0
2024-02-08 08:00:00,26,9,87,1783,0,4.2,-2.8,3.1,0,0,0,0,1,0,0,0,1,0
2024-02-12 10:00:00,25,11,148,936,0,8.4,3.3,1.2,0,1,0,0,0,0,0,0,1,0
2024-02-12 12:00:00,25,13,182,934,0,8.4,3.3,1.2,0,1,0,0,0,0,0,0,1,0
2024-02-10 13:00:00,23,14,225,1209,0,6.7,3.7,0.4,0,0,1,0,0,0,0,0,1,0
2024-02-01 10:00:00,23,11,170,597,0,13.8,5.3,0.0,0,0,0,0,1,0,0,0,1,0
2024-02-08 12:00:00,22,13,99,1022,0,4.2,-2.8,3.1,0,0,0,0,1,0,0,0,1,0
2024-02-03 09:00:00,22,10,131,999,0,10.1,5.5,0.0,0,0,1,0,0,0,0,0,1,0
2024-02-11 12:00:00,42,13,349,799,0,8.2,5.5,0.0,0,0,0,1,0,0,0,0,1,0
2024-02-01 08:00:00,41,9,162,1239,0,13.8,5.3,0.0,0,0,0,0,1,0,0,0,1,0
2024-02-01 12:00:00,39,13,190,711,0,13.8,5.3,0.0,0,0,0,0,1,0,0,0,1,0
2024-02-03 13:00:00,38,14,226,1488,0,10.1,5.5,0.0,0,0,1,0,0,0,0,0,1,0
2024-02-04 10:00:00,38,11,103,1179,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-12 08:00:00,18,9,65,502,0,8.4,3.3,1.2,0,1,0,0,0,0,0,0,1,0
2024-02-07 14:00:00,22,15,157,929,0,4.2,0.6,0.0,0,0,0,0,0,0,1,0,1,0
2024-02-06 09:00:00,22,10,103,895,0,5.9,5.5,0.0,0,0,0,0,0,1,0,0,1,0
2024-02-11 10:00:00,22,11,437,819,0,8.2,5.5,0.0,0,0,0,1,0,0,0,0,1,0
2024-02-07 16:00:00,22,17,154,706,0,4.2,0.6,0.0,0,0,0,0,0,0,1,0,1,0
2024-02-06 17:00:00,22,18,246,702,0,5.9,5.5,0.0,0,0,0,0,0,1,0,0,1,0
2024-02-07 15:00:00,21,16,136,1289,0,4.2,0.6,0.0,0,0,0,0,0,0,1,0,1,0
2024-02-08 09:00:00,21,10,56,1217,0,4.2,-2.8,3.1,0,0,0,0,1,0,0,0,1,0
2024-02-08 10:00:00,21,11,67,1055,0,4.2,-2.8,3.1,0,0,0,0,1,0,0,0,1,0
2024-02-06 08:00:00,21,9,86,1020,0,5.9,5.5,0.0,0,0,0,0,0,1,0,0,1,0
2024-02-06 14:00:00,21,15,100,573,0,5.9,5.5,0.0,0,0,0,0,0,1,0,0,1,0
2024-02-03 10:00:00,20,11,147,1209,0,10.1,5.5,0.0,0,0,1,0,0,0,0,0,1,0
2024-02-07 12:00:00,20,13,182,924,0,4.2,0.6,0.0,0,0,0,0,0,0,1,0,1,0
2024-02-01 11:00:00,20,12,104,703,0,13.8,5.3,0.0,0,0,0,0,1,0,0,0,1,0
2024-02-04 16:00:00,20,17,251,591,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-07 11:00:00,16,12,125,11,0,4.2,0.6,0.0,0,0,0,0,0,0,1,0,1,0
2024-02-04 11:00:00,17,12,147,1418,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-04 14:00:00,16,15,142,1392,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-29 15:00:00,17,16,149,584,0,7.2,3.5,0.1,0,0,0,0,1,0,0,0,1,0
2024-02-12 09:00:00,17,10,81,303,0,8.4,3.3,1.2,0,1,0,0,0,0,0,0,1,0
2024-02-11 16:00:00,19,17,279,260,0,8.2,5.5,0.0,0,0,0,1,0,0,0,0,1,0
2024-02-08 15:00:00,18,16,52,1373,0,4.2,-2.8,3.1,0,0,0,0,1,0,0,0,1,0
2024-02-12 11:00:00,18,12,196,1039,0,8.4,3.3,1.2,0,1,0,0,0,0,0,0,1,0
2024-02-03 12:00:00,15,13,208,1505,0,10.1,5.5,0.0,0,0,1,0,0,0,0,0,1,0
2024-02-03 11:00:00,15,12,218,1308,0,10.1,5.5,0.0,0,0,1,0,0,0,0,0,1,0
2024-02-04 15:00:00,15,16,299,1087,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-02 16:00:00,16,17,110,990,0,9.3,5.5,0.0,1,0,0,0,0,0,0,0,1,0
2024-02-06 22:00:00,13,23,17,43,0,5.9,5.5,0.0,0,0,0,0,0,1,0,0,1,0
2024-02-04 08:00:00,12,9,51,401,0,10.7,5.5,1.0,0,0,0,1,0,0,0,0,1,0
2024-02-06 15:00:00,12,16,87,205,0,5.9,5.5,0.0,0,0,0,0,0,1,0,0,1,0
