ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2023-12-14 12:00:00,1021,13,39,389,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 18:00:00,1082,19,34,101,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 11:00:00,799,12,26,463,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 09:00:00,866,10,20,310,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 07:00:00,539,8,20,155,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 19:00:00,834,20,19,51,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 20:00:00,646,21,19,71,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 08:00:00,953,9,17,435,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 21:00:00,538,22,16,49,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-13 00:00:00,132,1,0,18,0,8.5,5.5,1.3,0,0,0,0,0,0,1,0,1,0
2023-12-15 21:00:00,617,22,7,96,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-15 00:00:00,144,1,1,22,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-15 02:00:00,68,3,1,15,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-14 02:00:00,70,3,0,20,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 22:00:00,391,23,9,33,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 23:00:00,253,0,4,25,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-15 08:00:00,1078,9,6,351,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-13 04:00:00,59,5,0,9,0,8.5,5.5,1.3,0,0,0,0,0,0,1,0,1,0
2023-12-15 19:00:00,891,20,6,263,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-14 04:00:00,39,5,2,13,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-15 06:00:00,214,7,6,32,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-15 16:00:00,1126,17,71,171,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-15 17:00:00,1181,18,64,186,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-15 12:00:00,1141,13,53,397,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-15 05:00:00,124,6,4,21,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-14 00:00:00,144,1,1,14,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 05:00:00,132,6,1,38,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 01:00:00,96,2,1,10,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-14 03:00:00,56,4,1,11,0,11.3,2.7,0.1,0,0,0,0,1,0,0,0,1,0
2023-12-15 23:00:00,426,0,3,50,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-15 01:00:00,103,2,3,27,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-15 03:00:00,58,4,3,10,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-17 22:00:00,348,23,5,52,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 06:00:00,100,7,5,27,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 05:00:00,70,6,5,15,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-16 21:00:00,477,22,16,97,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 19:00:00,738,20,15,105,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 12:00:00,1005,13,14,306,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 11:00:00,959,12,14,266,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 13:00:00,843,14,12,303,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 10:00:00,859,11,10,218,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 20:00:00,530,21,10,99,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-15 04:00:00,56,5,0,12,0,11.3,5.2,0.0,1,0,0,0,0,0,0,0,1,0
2023-12-16 17:00:00,1183,18,62,381,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 16:00:00,691,17,60,181,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 14:00:00,575,15,37,248,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 18:00:00,964,19,28,126,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-16 15:00:00,622,16,28,156,0,12.6,8.8,0.0,0,0,1,0,0,0,0,0,1,0
2023-12-17 12:00:00,881,13,4,586,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 11:00:00,764,12,9,482,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 21:00:00,375,22,9,36,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 09:00:00,327,10,9,275,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 01:00:00,345,2,8,49,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
2023-12-17 13:00:00,918,14,7,515,0,12.6,10.1,0.0,0,0,0,1,0,0,0,0,1,0
