ds,y,Finishing time,Number of Bicycles,Number of People,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-04 05:00:00,0,6,3,6,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-14 09:00:00,1175,10,2,23,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-15 07:00:00,781,8,2,11,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-01 11:00:00,247,12,2,2,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-04 01:00:00,9,2,2,6,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-04 14:00:00,6,15,2,49,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-03 12:00:00,44,13,2,79,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-13 08:00:00,610,9,1,12,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-15 21:00:00,235,22,1,13,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-01 14:00:00,3,15,2,7,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-09 20:00:00,409,21,1,22,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-07 17:00:00,3,18,2,22,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-10 23:00:00,87,0,1,43,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-16 10:00:00,3,11,2,25,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-15 05:00:00,57,6,1,1,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-10 22:00:00,17,23,1,48,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-13 19:00:00,387,20,1,8,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-06 10:00:00,2,11,2,14,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-06 08:00:00,15,9,1,13,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-16 14:00:00,2,15,2,86,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-04 00:00:00,15,1,1,8,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-15 20:00:00,361,21,1,14,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-16 06:00:00,2,7,2,8,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-06 09:00:00,1,10,2,10,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-25 07:00:00,1,8,2,3,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-10 06:00:00,1,7,2,3,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-12 19:00:00,0,20,2,1,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-01 19:00:00,0,20,2,6,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-04 06:00:00,0,7,2,54,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-14 14:00:00,1613,15,1,11,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-14 12:00:00,1489,13,1,19,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-14 11:00:00,1406,12,1,5,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-13 11:00:00,1010,12,1,11,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-14 17:00:00,970,18,1,4,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-13 15:00:00,772,16,1,20,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-11 00:00:00,49,1,1,50,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-09 21:00:00,10,22,1,16,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-06 20:00:00,7,21,1,10,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-06 17:00:00,7,18,1,6,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-16 09:00:00,7,10,1,7,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-01 09:00:00,5,10,1,7,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-04 10:00:00,5,11,1,4,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-05 16:00:00,3,17,1,20,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-07 19:00:00,3,20,1,18,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-29 20:00:00,2,21,1,29,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-01 13:00:00,2,14,1,3,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-06 16:00:00,2,17,1,19,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-06 18:00:00,2,19,1,8,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-07 16:00:00,2,17,1,78,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-14 20:00:00,473,21,0,4,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-07 08:00:00,2,9,1,6,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-13 07:00:00,407,8,0,4,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-14 22:00:00,190,23,0,19,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-05 18:00:00,1,19,1,7,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-05 05:00:00,1,6,1,1,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-01 17:00:00,1,18,1,9,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-13 17:00:00,1,18,1,19,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-07 14:00:00,1,15,1,77,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-11 22:00:00,1,23,1,14,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-05 06:00:00,0,7,1,5,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-12 18:00:00,0,19,1,4,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-01 15:00:00,0,16,1,17,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-01 23:00:00,0,0,1,1,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-01 20:00:00,0,21,1,0,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-13 18:00:00,0,19,1,32,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-06 13:00:00,0,14,1,5,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-06 12:00:00,0,13,1,5,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-07 07:00:00,0,8,1,3,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-25 06:00:00,0,7,1,0,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-14 10:00:00,1535,11,0,8,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-14 15:00:00,1417,16,0,5,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-14 16:00:00,1122,17,0,9,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-13 10:00:00,1120,11,0,5,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-13 13:00:00,1075,14,0,6,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-14 18:00:00,813,19,0,5,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-14 19:00:00,797,20,0,6,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-13 12:00:00,725,13,0,1,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-14 07:00:00,545,8,0,2,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-13 20:00:00,499,21,0,3,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-13 06:00:00,185,7,0,1,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-14 21:00:00,381,22,0,9,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
