ds,y,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-25 15:00:00,2772,16,25,168,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-25 17:00:00,1846,18,25,114,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-29 10:00:00,1510,11,25,107,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-09 11:00:00,2040,12,25,78,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-27 16:00:00,2805,17,25,77,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-05 13:00:00,2517,14,25,54,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-05 19:00:00,1954,20,24,260,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-31 08:00:00,536,9,24,142,0,22.9,7.9,0.3,0,0,0,0,0,0,1,1,0,0
2024-07-04 10:00:00,2020,11,24,121,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-28 14:00:00,2834,15,24,104,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-07 11:00:00,2744,12,24,57,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-03 10:00:00,1238,11,23,208,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-25 08:00:00,571,9,23,147,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-10 11:00:00,2305,12,23,112,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-03 13:00:00,2217,14,23,37,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-07 12:00:00,1463,13,19,38,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-02 15:00:00,2057,16,19,25,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-26 19:00:00,1658,20,22,248,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-24 19:00:00,1666,20,22,181,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-05 09:00:00,1275,10,22,162,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-26 22:00:00,974,23,22,151,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-13 16:00:00,1913,17,22,145,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-08 08:00:00,842,9,22,128,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-09 10:00:00,1746,11,22,122,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-02 19:00:00,1513,20,22,110,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-06 16:00:00,2365,17,22,100,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-24 15:00:00,2204,16,22,97,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-02 20:00:00,935,21,22,90,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-07 10:00:00,1242,11,22,74,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-29 08:00:00,531,9,22,69,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-02 17:00:00,1984,18,22,45,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-05 12:00:00,2387,13,22,40,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-12 18:00:00,1323,19,22,23,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-12 09:00:00,1861,10,20,101,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-02 13:00:00,2588,14,20,46,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-12 16:00:00,1833,17,20,30,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-11 02:00:00,443,3,20,30,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-06 18:00:00,1124,19,19,224,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-25 21:00:00,921,22,19,166,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-04 09:00:00,1226,10,19,145,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-05 18:00:00,1670,19,19,137,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-07 14:00:00,1677,15,19,102,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-03 12:00:00,2049,13,19,89,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-31 20:00:00,1396,21,21,198,0,22.9,7.9,0.3,0,0,0,0,0,0,1,1,0,0
2024-07-03 09:00:00,818,10,21,173,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-10 20:00:00,1193,21,21,169,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-02 09:00:00,1243,10,21,142,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-05 10:00:00,1639,11,21,122,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-07 22:00:00,449,23,21,110,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-04 08:00:00,910,9,21,109,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-10 13:00:00,2541,14,21,104,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-15 17:00:00,1747,18,21,60,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-08 11:00:00,2297,12,21,54,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-03 15:00:00,2027,16,21,53,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-30 13:00:00,2109,14,21,42,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-03 14:00:00,2118,15,21,33,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-30 15:00:00,1676,16,21,30,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-02 16:00:00,1976,17,21,25,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-06 13:00:00,4855,14,21,22,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-13 20:00:00,1227,21,18,212,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-24 09:00:00,852,10,18,163,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-01 18:00:00,1266,19,18,152,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-24 14:00:00,2256,15,18,139,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-26 17:00:00,1480,18,18,112,0,20.9,9.0,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-09 08:00:00,853,9,18,102,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-02 07:00:00,298,8,18,93,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-11 16:00:00,2228,17,18,88,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-15 22:00:00,472,23,18,79,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-16 12:00:00,803,13,18,51,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-08 15:00:00,2185,16,18,30,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-06 14:00:00,3207,15,18,20,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-27 21:00:00,1466,22,20,197,0,22.0,5.5,0.0,0,0,1,0,0,0,0,1,0,0
2024-07-13 10:00:00,1869,11,20,189,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-11 18:00:00,1622,19,20,182,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-11 19:00:00,1505,20,20,162,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-05 08:00:00,710,9,20,158,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-15 11:00:00,2554,12,20,142,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-02 21:00:00,520,22,20,138,0,18.1,8.4,1.5,0,0,0,0,0,1,0,1,0,0
2024-07-15 18:00:00,1817,19,20,125,0,19.2,10.6,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-07 15:00:00,1810,16,20,124,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-07 16:00:00,1530,17,20,116,0,19.4,8.4,2.8,0,0,0,1,0,0,0,1,0,0
2024-07-24 16:00:00,2072,17,20,115,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-11 22:00:00,783,23,14,153,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-24 08:00:00,542,9,13,158,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-10 08:00:00,861,9,13,147,0,16.6,11.2,1.1,0,0,0,0,0,0,1,1,0,0
2024-07-14 15:00:00,2163,16,14,150,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-11 17:00:00,1596,18,14,126,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-09 09:00:00,1043,10,14,119,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-16 10:00:00,1576,11,14,80,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-03 16:00:00,1769,17,14,65,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-28 20:00:00,1497,21,14,58,0,20.3,5.5,0.0,0,0,0,1,0,0,0,1,0,0
2024-07-05 21:00:00,922,22,17,216,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
