ds,y,Finishing time,Number of Bicycles,Number of Road Vehicles,isHoliday,TMAX,TMIN,PRCP,Day of the Week_Fri,Day of the Week_Mon,Day of the Week_Sat,Day of the Week_Sun,Day of the Week_Thu,Day of the Week_Tue,Day of the Week_Wed,TimeZone_BST,TimeZone_GMT,days_since_record
2024-07-25 19:00:00,300,20,21,792,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-16 14:00:00,483,15,21,776,0,21.9,12.6,0.8,0,0,0,0,0,1,0,1,0,0
2024-07-04 19:00:00,282,20,21,768,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-13 19:00:00,139,20,21,705,0,18.5,5.5,0.4,0,0,1,0,0,0,0,1,0,0
2024-07-05 20:00:00,134,21,21,630,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-29 07:00:00,129,8,21,558,0,21.6,5.5,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-30 21:00:00,105,22,18,620,0,11.2,5.5,0.2,0,0,0,0,0,1,0,1,0,0
2024-07-11 21:00:00,263,22,18,569,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-05 14:00:00,205,15,20,1237,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-08 14:00:00,370,15,20,1102,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-12 08:00:00,576,9,20,996,0,16.3,9.2,0.0,1,0,0,0,0,0,0,1,0,0
2024-07-24 12:00:00,461,13,20,995,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-11 18:00:00,636,19,20,957,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-25 09:00:00,231,10,20,887,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-11 11:00:00,316,12,20,853,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-11 13:00:00,419,14,20,749,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-14 11:00:00,500,12,20,652,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-01 07:00:00,125,8,20,630,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-14 09:00:00,291,10,20,371,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-04 13:00:00,371,14,13,1148,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-25 08:00:00,320,9,13,1030,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-25 13:00:00,273,14,13,998,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-06 10:00:00,381,11,13,911,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
2024-07-11 09:00:00,235,10,13,852,0,18.6,10.6,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-24 09:00:00,276,10,13,822,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-24 07:00:00,109,8,13,669,0,18.9,12.5,0.8,0,0,0,0,0,0,1,1,0,0
2024-07-25 07:00:00,140,8,13,639,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-09 07:00:00,234,8,13,608,0,16.7,10.8,2.6,0,0,0,0,0,1,0,1,0,0
2024-07-14 19:00:00,148,20,13,585,0,20.1,5.5,0.4,0,0,0,1,0,0,0,1,0,0
2024-07-08 08:00:00,595,9,17,1226,0,16.9,7.0,0.0,0,1,0,0,0,0,0,1,0,0
2024-07-04 10:00:00,358,11,15,1267,0,17.5,6.9,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-05 08:00:00,229,9,15,1198,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-03 08:00:00,260,9,15,1145,0,16.2,8.1,0.6,0,0,0,0,0,0,1,1,0,0
2024-07-05 13:00:00,250,14,17,1189,0,15.2,6.8,3.2,1,0,0,0,0,0,0,1,0,0
2024-07-25 10:00:00,72,11,17,1125,0,19.8,12.4,0.0,0,0,0,0,1,0,0,1,0,0
2024-07-01 11:00:00,258,12,17,940,0,16.7,8.5,1.0,0,1,0,0,0,0,0,1,0,90
2024-07-06 18:00:00,598,19,17,913,0,16.7,8.4,5.9,0,0,1,0,0,0,0,1,0,0
