Day,Date,Hour,Source,F__of_Bicycles,F__of_People,F__of_Road_Vehicles,FID
Fri,2024/03/01 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,11,143,442,1311
Wed,2024/03/06 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,11,978,434,1312
Thu,2024/03/28 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,11,92,324,1313
Sat,2024/03/23 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,11,353,321,1314
Mon,2024/03/11 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,11,84,296,1315
Mon,2024/03/04 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,11,44,292,1316
Sat,2024/03/23 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,11,804,287,1317
Sat,2024/03/23 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,11,1992,285,1318
Fri,2024/03/01 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,11,63,273,1319
Sat,2024/03/30 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,11,1030,270,1320
Sat,2024/03/30 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,11,979,248,1321
Wed,2024/03/13 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,11,875,203,1322
Fri,2024/03/15 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,11,1196,187,1323
Wed,2024/03/06 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,11,413,186,1324
Sun,2024/03/10 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,11,643,184,1325
Wed,2024/03/13 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,11,561,174,1326
Thu,2024/03/14 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,11,536,172,1327
Sun,2024/03/10 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,11,591,168,1328
Sun,2024/03/24 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,14,730,91,1329
Mon,2024/03/18 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,13,2011,156,1330
Thu,2024/03/07 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,12,653,973,1331
Sat,2024/03/23 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,12,67,735,1332
Thu,2024/03/07 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,14,344,90,1333
Wed,2024/03/20 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,13,78,1201,1334
Thu,2024/03/28 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,13,1244,145,1335
Sun,2024/03/03 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,12,316,884,1336
Sun,2024/03/03 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,12,69,718,1337
Sun,2024/03/03 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,14,1122,88,1338
Fri,2024/03/08 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,13,60,1174,1339
Thu,2024/03/21 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,13,1893,143,1340
Wed,2024/03/20 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,12,206,849,1341
Sun,2024/03/24 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,12,121,653,1342
Mon,2024/03/11 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,14,1072,80,1343
Wed,2024/03/27 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,13,274,1174,1344
Sat,2024/03/16 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,13,512,1134,1345
Thu,2024/03/21 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,13,722,1106,1346
Mon,2024/03/25 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,13,191,1104,1347
Fri,2024/03/01 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,13,394,1084,1348
Sun,2024/03/31 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,13,365,1083,1349
Thu,2024/03/07 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,13,235,1063,1350
Sat,2024/03/16 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,13,391,1057,1351
Mon,2024/03/25 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,13,125,1050,1352
Sat,2024/03/02 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,13,343,1050,1353
Thu,2024/03/21 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,13,113,1050,1354
Mon,2024/03/18 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,13,307,935,1355
Fri,2024/03/22 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,13,190,921,1356
Thu,2024/03/28 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,13,423,873,1357
Sun,2024/03/17 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,13,405,836,1358
Thu,2024/03/28 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,13,79,802,1359
Fri,2024/03/01 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,13,35,773,1360
Sat,2024/03/02 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,13,247,772,1361
Tue,2024/03/12 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,13,72,551,1362
Thu,2024/03/14 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,13,734,451,1363
Tue,2024/03/12 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,13,23,442,1364
Tue,2024/03/12 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,13,918,422,1365
Sun,2024/03/03 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,13,40,391,1366
Wed,2024/03/06 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,13,710,391,1367
Mon,2024/03/11 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,13,1173,366,1368
Sun,2024/03/03 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,13,68,360,1369
Sun,2024/03/24 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,13,53,359,1370
Thu,2024/03/28 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,13,1786,324,1371
Mon,2024/03/25 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,13,77,305,1372
Fri,2024/03/08 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,13,598,292,1373
Wed,2024/03/20 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,13,184,278,1374
Fri,2024/03/29 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,13,1891,270,1375
Mon,2024/03/25 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,13,1126,212,1376
Sat,2024/03/02 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,13,801,182,1377
Tue,2024/03/19 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,13,733,182,1378
Sun,2024/03/03 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,13,734,175,1379
Thu,2024/03/14 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,12,1229,40,1380
Thu,2024/03/21 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,13,2195,141,1381
Thu,2024/03/28 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,12,2317,31,1382
Thu,2024/03/21 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,13,2776,134,1383
Sat,2024/03/02 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,12,3857,26,1384
Sun,2024/03/03 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,13,2051,117,1385
Wed,2024/03/20 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,12,1431,19,1386
Sun,2024/03/10 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,13,465,115,1387
Fri,2024/03/29 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,12,1093,17,1388
Fri,2024/03/08 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,13,285,114,1389
Thu,2024/03/28 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,12,2885,16,1390
Mon,2024/03/04 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,13,324,107,1391
Sun,2024/03/17 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,12,1404,13,1392
Wed,2024/03/20 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,13,1920,96,1393
Thu,2024/03/28 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,12,1268,500,1394
Fri,2024/03/01 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,12,2247,12,1395
Mon,2024/03/04 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,13,219,83,1396
Sat,2024/03/09 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,14,1694,78,1397
Sun,2024/03/17 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,12,227,481,1398
Mon,2024/03/25 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,12,1439,12,1399
Thu,2024/03/28 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,13,950,82,1400
Thu,2024/03/21 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,14,877,71,1401
Tue,2024/03/12 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,12,908,443,1402
Sat,2024/03/02 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,12,1050,12,1403
Thu,2024/03/07 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,12,2939,12,1404
Wed,2024/03/27 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,12,1361,12,1405
Sat,2024/03/16 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,12,1534,8,1406
Thu,2024/03/07 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,12,1742,8,1407
Wed,2024/03/13 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,12,1653,8,1408
Thu,2024/03/14 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,12,1990,7,1409
Sat,2024/03/16 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,12,3096,6,1410
Sun,2024/03/03 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,12,1992,6,1411
Sun,2024/03/17 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,12,1900,5,1412
Mon,2024/03/11 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,12,592,3,1413
Wed,2024/03/27 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,11,1097,2678,1414
Wed,2024/03/06 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,11,848,2293,1415
Wed,2024/03/13 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,11,536,2272,1416
Mon,2024/03/04 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,11,853,2179,1417
Thu,2024/03/21 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,11,886,2171,1418
Thu,2024/03/28 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,11,353,2086,1419
Wed,2024/03/27 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,11,676,2053,1420
Wed,2024/03/27 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,11,762,2039,1421
Fri,2024/03/08 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,11,897,1991,1422
Tue,2024/03/05 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,11,853,1975,1423
Thu,2024/03/28 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,11,497,1884,1424
Tue,2024/03/26 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,11,685,1862,1425
Wed,2024/03/06 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,11,817,1854,1426
Thu,2024/03/07 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,648,1844,1427
Fri,2024/03/01 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,11,731,1838,1428
Sun,2024/03/10 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,575,1807,1429
Tue,2024/03/19 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,11,407,1753,1430
Tue,2024/03/05 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,11,946,1751,1431
Mon,2024/03/25 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,616,1735,1432
Thu,2024/03/28 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,11,642,1725,1433
Thu,2024/03/07 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,11,589,1685,1434
Mon,2024/03/25 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,588,1671,1435
Fri,2024/03/29 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,11,258,1645,1436
Fri,2024/03/01 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,11,241,1640,1437
Fri,2024/03/01 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,11,569,1624,1438
Sun,2024/03/03 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,11,465,1582,1439
Tue,2024/03/26 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,11,621,1567,1440
Thu,2024/03/07 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,11,878,1549,1441
Thu,2024/03/14 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,11,390,1526,1442
Sun,2024/03/10 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,11,458,1492,1443
Wed,2024/03/13 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,14,719,40,1444
Fri,2024/03/29 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,14,3938,33,1445
Tue,2024/03/05 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,12,19,423,1446
Wed,2024/03/13 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,14,2062,18,1447
Wed,2024/03/20 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,12,1158,379,1448
Thu,2024/03/14 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,14,1685,15,1449
Sat,2024/03/16 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,12,105,334,1450
Sat,2024/03/09 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,14,2791,13,1451
Sun,2024/03/17 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,12,1450,334,1452
Sun,2024/03/03 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,14,1472,11,1453
Fri,2024/03/15 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,12,42,322,1454
Wed,2024/03/27 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,14,1530,11,1455
Fri,2024/03/29 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,12,2237,305,1456
Thu,2024/03/14 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,14,1517,10,1457
Tue,2024/03/12 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,12,744,269,1458
Fri,2024/03/29 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,14,887,8,1459
Fri,2024/03/08 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,12,765,257,1460
Fri,2024/03/01 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,14,196,8,1461
Thu,2024/03/21 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,14,1657,8,1462
Wed,2024/03/20 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,14,670,8,1463
Sat,2024/03/30 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,14,2820,7,1464
Fri,2024/03/22 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,14,1850,5,1465
Sat,2024/03/16 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,14,2303,5,1466
Sun,2024/03/10 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,14,1401,5,1467
Sun,2024/03/10 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,14,679,4,1468
Mon,2024/03/11 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,14,1153,3,1469
Sun,2024/03/31 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,14,289,0,1470
Wed,2024/03/27 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,13,857,2897,1471
Sat,2024/03/02 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,13,1779,2504,1472
Wed,2024/03/27 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,13,841,2355,1473
Fri,2024/03/08 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,13,1161,2344,1474
Wed,2024/03/13 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,13,734,2249,1475
Fri,2024/03/08 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,13,642,2166,1476
Wed,2024/03/27 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,13,724,2137,1477
Fri,2024/03/29 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,13,697,2116,1478
Fri,2024/03/08 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,13,460,2091,1479
Wed,2024/03/13 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,13,517,2089,1480
Mon,2024/03/25 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,13,653,2047,1481
Thu,2024/03/07 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,13,896,2032,1482
Fri,2024/03/08 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,13,505,1972,1483
Fri,2024/03/29 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,13,74,1969,1484
Sun,2024/03/17 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,13,723,1896,1485
Mon,2024/03/11 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,584,1834,1486
Tue,2024/03/26 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,13,567,1824,1487
Thu,2024/03/28 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,13,602,1771,1488
Mon,2024/03/04 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,13,644,1763,1489
Sun,2024/03/17 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,13,1767,81,1490
Sun,2024/03/31 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,12,1243,236,1491
Fri,2024/03/08 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,11,436,153,1492
Wed,2024/03/13 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,13,763,55,1493
Sun,2024/03/31 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,12,58,228,1494
Thu,2024/03/07 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,11,2284,151,1495
Thu,2024/03/14 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,13,894,53,1496
Sun,2024/03/10 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,12,152,226,1497
Tue,2024/03/19 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,11,343,150,1498
Tue,2024/03/19 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,13,2216,47,1499
Thu,2024/03/07 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,12,892,211,1500
Tue,2024/03/12 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,11,646,142,1501
Wed,2024/03/13 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,13,867,46,1502
Wed,2024/03/27 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,12,1815,205,1503
Mon,2024/03/25 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,11,435,136,1504
Mon,2024/03/25 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,13,172,45,1505
Mon,2024/03/11 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,12,1931,190,1506
Mon,2024/03/25 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,11,1489,135,1507
Sat,2024/03/09 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,13,1632,45,1508
Tue,2024/03/26 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,12,605,190,1509
Tue,2024/03/12 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,11,621,135,1510
Wed,2024/03/20 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,13,1222,42,1511
Fri,2024/03/15 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,12,961,186,1512
Thu,2024/03/28 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,11,312,131,1513
Sat,2024/03/30 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,13,188,31,1514
Fri,2024/03/29 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,12,448,183,1515
Thu,2024/03/07 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,11,968,129,1516
Sat,2024/03/09 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,13,3738,27,1517
Sat,2024/03/09 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,12,782,181,1518
Thu,2024/03/28 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,11,300,128,1519
Fri,2024/03/01 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,13,2742,20,1520
Sun,2024/03/03 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,12,738,179,1521
Tue,2024/03/05 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,12,595,179,1522
Mon,2024/03/25 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,12,508,175,1523
Sat,2024/03/02 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,12,862,169,1524
Sun,2024/03/24 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,12,422,165,1525
Tue,2024/03/05 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,12,778,147,1526
Thu,2024/03/28 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,12,1362,143,1527
Thu,2024/03/28 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,12,479,140,1528
Thu,2024/03/21 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,12,1536,123,1529
Sat,2024/03/09 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,12,347,100,1530
Wed,2024/03/20 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,12,249,88,1531
Thu,2024/03/14 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,12,1349,72,1532
Sat,2024/03/02 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,12,143,59,1533
Thu,2024/03/21 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,12,788,57,1534
Sun,2024/03/24 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,12,965,55,1535
Fri,2024/03/01 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,12,2212,54,1536
Wed,2024/03/20 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,12,983,49,1537
Tue,2024/03/12 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,12,1740,47,1538
Sat,2024/03/30 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,12,388,45,1539
Tue,2024/03/05 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,13,1250,19,1540
Tue,2024/03/05 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,11,1485,120,1541
Wed,2024/03/20 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,13,623,15,1542
Mon,2024/03/18 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,13,1131,14,1543
Mon,2024/03/18 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,11,1187,119,1544
Wed,2024/03/06 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,13,1250,13,1545
Wed,2024/03/20 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,11,1533,111,1546
Mon,2024/03/18 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,13,1143,12,1547
Thu,2024/03/07 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,11,197,109,1548
Sat,2024/03/23 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,13,2964,12,1549
Mon,2024/03/18 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,11,283,98,1550
Sun,2024/03/03 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,13,567,12,1551
Sun,2024/03/03 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,11,391,91,1552
Thu,2024/03/28 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,13,2567,12,1553
Fri,2024/03/01 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,11,351,67,1554
Thu,2024/03/21 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,13,2171,10,1555
Sun,2024/03/24 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,11,368,65,1556
Sun,2024/03/03 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,13,1895,9,1557
Thu,2024/03/21 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,11,626,61,1558
Tue,2024/03/12 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,13,2106,9,1559
Thu,2024/03/21 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,11,370,54,1560
Sat,2024/03/30 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,13,2512,8,1561
Fri,2024/03/15 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,11,1037,51,1562
Thu,2024/03/07 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,13,1963,8,1563
Wed,2024/03/13 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,11,402,51,1564
Wed,2024/03/27 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,13,1604,7,1565
Sat,2024/03/23 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,11,728,50,1566
Thu,2024/03/21 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,13,2223,6,1567
