Day,Date,Hour,Source,Number_of_Bicycles_,Number_of_People,Number_of_Road_Vehicles,FID
Tue,2023/11/28 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,13,106,618,4843
Tue,2023/11/28 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,13,97,424,4844
Tue,2023/11/28 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,13,2920,16,4845
Tue,2023/11/28 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,13,2631,9,4846
Tue,2023/11/28 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,12,800,2077,4847
Tue,2023/11/28 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,10,298,2065,4848
Tue,2023/11/28 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,10,559,2006,4849
Tue,2023/11/28 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,10,818,186,4850
Tue,2023/11/28 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,10,1631,116,4851
Tue,2023/11/28 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,10,199,88,4852
Tue,2023/11/28 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,10,2069,26,4853
Tue,2023/11/28 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,9,892,1537,4854
Tue,2023/11/28 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,9,140,1043,4855
Mon,2023/11/27 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,3,1366,5,4856
Tue,2023/11/28 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,9,103,838,4857
Mon,2023/11/27 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,10,129,522,4858
Sun,2023/11/26 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,14,14,4859
Tue,2023/11/28 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,2,469,1815,4860
Tue,2023/11/28 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,9,86,372,4861
Mon,2023/11/27 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,7,72,4862
Tue,2023/11/28 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,355,47,4863
Mon,2023/11/27 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,2,585,1547,4864
Mon,2023/11/27 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,10,552,211,4865
Sun,2023/11/26 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,17,9,4866
Tue,2023/11/28 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,2,643,1483,4867
Tue,2023/11/28 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,9,295,54,4868
Mon,2023/11/27 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,52,70,4869
Tue,2023/11/28 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,39,47,4870
Mon,2023/11/27 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,2,566,1000,4871
Mon,2023/11/27 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,10,371,145,4872
Sun,2023/11/26 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,29,8,4873
Tue,2023/11/28 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,2,794,1462,4874
Tue,2023/11/28 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,9,3327,8,4875
Mon,2023/11/27 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,11,69,4876
Tue,2023/11/28 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,113,42,4877
Mon,2023/11/27 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,2,315,560,4878
Mon,2023/11/27 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,9,861,1900,4879
Sun,2023/11/26 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,7,8,4880
Tue,2023/11/28 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,2,391,959,4881
Tue,2023/11/28 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,8,399,1328,4882
Mon,2023/11/27 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,7,57,4883
Tue,2023/11/28 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,0,585,41,4884
Mon,2023/11/27 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,2,98,364,4885
Mon,2023/11/27 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,9,999,1840,4886
Sun,2023/11/26 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,340,5,4887
Tue,2023/11/28 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,2,205,489,4888
Tue,2023/11/28 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,8,474,202,4889
Mon,2023/11/27 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,0,56,53,4890
Tue,2023/11/28 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,69,40,4891
Mon,2023/11/27 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,2,114,296,4892
Mon,2023/11/27 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,9,444,1578,4893
Sun,2023/11/26 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,0,92,4,4894
Tue,2023/11/28 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,2,1174,477,4895
Tue,2023/11/28 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,8,198,201,4896
Tue,2023/11/28 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,8,1809,87,4897
Tue,2023/11/28 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,7,754,1915,4898
Tue,2023/11/28 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,7,406,1795,4899
Tue,2023/11/28 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,7,385,1691,4900
Tue,2023/11/28 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,7,311,1437,4901
Tue,2023/11/28 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,7,252,1343,4902
Tue,2023/11/28 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,7,461,1268,4903
Tue,2023/11/28 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,7,178,763,4904
Tue,2023/11/28 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,7,176,378,4905
Tue,2023/11/28 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,7,1611,21,4906
Tue,2023/11/28 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,7,3339,18,4907
Tue,2023/11/28 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,6,231,922,4908
Tue,2023/11/28 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,6,116,385,4909
Tue,2023/11/28 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,6,37,285,4910
Tue,2023/11/28 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,6,2540,19,4911
Tue,2023/11/28 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,5,627,1817,4912
Tue,2023/11/28 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,5,621,1390,4913
Tue,2023/11/28 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,5,209,783,4914
Tue,2023/11/28 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,5,855,457,4915
Tue,2023/11/28 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,5,872,385,4916
Tue,2023/11/28 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,5,44,158,4917
Tue,2023/11/28 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,5,72,39,4918
Tue,2023/11/28 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,5,2400,15,4919
Tue,2023/11/28 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,4,535,1584,4920
Tue,2023/11/28 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,4,448,1582,4921
Tue,2023/11/28 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,4,467,1428,4922
Tue,2023/11/28 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,4,1118,545,4923
Tue,2023/11/28 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,4,1329,511,4924
Tue,2023/11/28 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,4,209,483,4925
Tue,2023/11/28 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,4,17,161,4926
Tue,2023/11/28 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,4,1057,77,4927
Tue,2023/11/28 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,4,2304,43,4928
Tue,2023/11/28 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,4,596,34,4929
Tue,2023/11/28 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,3,302,687,4930
Tue,2023/11/28 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,3,192,552,4931
Tue,2023/11/28 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,3,668,520,4932
Tue,2023/11/28 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,3,994,435,4933
Tue,2023/11/28 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,3,555,301,4934
Tue,2023/11/28 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,3,19,122,4935
Tue,2023/11/28 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,3,1020,105,4936
Tue,2023/11/28 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,3,1018,88,4937
Tue,2023/11/28 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,3,906,47,4938
Tue,2023/11/28 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,3,228,11,4939
Tue,2023/11/28 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,2,1041,438,4940
Mon,2023/11/27 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,23,47,4941
Tue,2023/11/28 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,53,40,4942
Sun,2023/11/26 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,68,4,4943
Mon,2023/11/27 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,9,1264,232,4944
Tue,2023/11/28 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,2,45,339,4945
Mon,2023/11/27 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,74,46,4946
Tue,2023/11/28 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,336,36,4947
Sun,2023/11/26 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,0,65,2,4948
Mon,2023/11/27 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,9,426,201,4949
Tue,2023/11/28 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,2,27,229,4950
Mon,2023/11/27 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,12,46,4951
Tue,2023/11/28 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,70,33,4952
Mon,2023/11/27 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,2,373,258,4953
Sun,2023/11/26 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,125,0,4954
Mon,2023/11/27 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,8,48,793,4955
Mon,2023/11/27 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,8,74,394,4956
Mon,2023/11/27 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,8,146,95,4957
Mon,2023/11/27 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,8,1309,14,4958
Mon,2023/11/27 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,7,622,1428,4959
Mon,2023/11/27 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,7,387,130,4960
Mon,2023/11/27 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,6,867,2043,4961
Mon,2023/11/27 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,6,715,1884,4962
Mon,2023/11/27 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,6,1153,1786,4963
Mon,2023/11/27 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,6,793,1548,4964
Mon,2023/11/27 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,6,660,189,4965
Mon,2023/11/27 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,6,145,19,4966
Mon,2023/11/27 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,6,630,9,4967
Mon,2023/11/27 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,5,1091,1912,4968
Mon,2023/11/27 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,5,760,1750,4969
Mon,2023/11/27 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,5,575,1142,4970
Mon,2023/11/27 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,5,622,468,4971
Mon,2023/11/27 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,5,51,326,4972
Mon,2023/11/27 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,5,574,148,4973
Mon,2023/11/27 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,5,121,62,4974
Mon,2023/11/27 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,5,1360,19,4975
Mon,2023/11/27 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,4,340,2152,4976
Mon,2023/11/27 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,4,450,1200,4977
Mon,2023/11/27 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,4,167,815,4978
Mon,2023/11/27 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,4,775,434,4979
Mon,2023/11/27 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,4,600,424,4980
Mon,2023/11/27 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,4,84,179,4981
Mon,2023/11/27 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,4,285,122,4982
Mon,2023/11/27 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,4,1232,17,4983
Mon,2023/11/27 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,4,1557,9,4984
Mon,2023/11/27 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,3,574,2115,4985
Mon,2023/11/27 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,3,913,1995,4986
Mon,2023/11/27 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,3,13,224,4987
Mon,2023/11/27 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,3,610,199,4988
Mon,2023/11/27 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,3,436,188,4989
Mon,2023/11/27 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,3,314,62,4990
Mon,2023/11/27 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,3,94,44,4991
Mon,2023/11/27 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,3,435,35,4992
Mon,2023/11/27 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,3,1650,25,4993
Mon,2023/11/27 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,3,324,16,4994
Mon,2023/11/27 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,3,315,6,4995
Sun,2023/11/26 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,64,0,4996
Tue,2023/11/28 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,44,33,4997
Tue,2023/11/28 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,2,8,138,4998
Mon,2023/11/27 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,87,43,4999
Mon,2023/11/27 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,2,97,244,5000
Sun,2023/11/26 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,4,0,5001
Tue,2023/11/28 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,31,32,5002
Mon,2023/11/27 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,39,43,5003
Tue,2023/11/28 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,2,48,60,5004
Mon,2023/11/27 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,2,46,152,5005
Mon,2023/11/27 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,51,575,1112,5006
Tue,2023/11/28 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,31,28,5007
Mon,2023/11/27 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,7,42,5008
Tue,2023/11/28 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,2,518,55,5009
Mon,2023/11/27 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,2,9,86,5010
Mon,2023/11/27 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,45,669,969,5011
Tue,2023/11/28 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,2,28,5012
Mon,2023/11/27 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,75,36,5013
Mon,2023/11/27 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,92,33,5014
Mon,2023/11/27 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,0,371,32,5015
Mon,2023/11/27 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,0,143,30,5016
Mon,2023/11/27 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,110,29,5017
Mon,2023/11/27 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,25,27,5018
Mon,2023/11/27 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,59,24,5019
Mon,2023/11/27 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,45,24,5020
Mon,2023/11/27 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,15,24,5021
Mon,2023/11/27 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,38,21,5022
Mon,2023/11/27 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,98,19,5023
Mon,2023/11/27 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,424,18,5024
Mon,2023/11/27 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,5,16,5025
Mon,2023/11/27 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,3,15,5026
Mon,2023/11/27 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,69,14,5027
Mon,2023/11/27 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,68,14,5028
Mon,2023/11/27 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,44,14,5029
Mon,2023/11/27 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,22,14,5030
Mon,2023/11/27 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,9,12,5031
Mon,2023/11/27 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,9,11,5032
Mon,2023/11/27 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,16,10,5033
Mon,2023/11/27 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,5,9,5034
Mon,2023/11/27 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,8,8,5035
Mon,2023/11/27 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,29,7,5036
Mon,2023/11/27 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,0,242,5,5037
Mon,2023/11/27 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,11,5,5038
Mon,2023/11/27 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,35,4,5039
Mon,2023/11/27 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,0,9,3,5040
Mon,2023/11/27 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,0,4,1,5041
Tue,2023/11/28 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,79,75,1184,5042
Tue,2023/11/28 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,71,585,228,5043
Tue,2023/11/28 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,64,767,265,5044
Tue,2023/11/28 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,58,364,192,5045
Tue,2023/11/28 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,53,2677,227,5046
Tue,2023/11/28 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,51,140,707,5047
Tue,2023/11/28 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,50,716,209,5048
