Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles_,FID
Thu,2024/01/25 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,14,971,2099,4709
Thu,2024/01/25 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,22,26,4710
Wed,2024/01/24 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,2,10,139,4711
Thu,2024/01/25 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,14,923,2000,4712
Thu,2024/01/25 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,1,30,22,4713
Wed,2024/01/24 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,2,119,93,4714
Thu,2024/01/25 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,14,114,873,4715
Thu,2024/01/25 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,14,1681,214,4716
Thu,2024/01/25 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,13,45,1119,4717
Thu,2024/01/25 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,12,953,2228,4718
Thu,2024/01/25 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,12,894,1927,4719
Thu,2024/01/25 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,12,656,1904,4720
Thu,2024/01/25 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,12,750,1844,4721
Thu,2024/01/25 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,12,480,1260,4722
Thu,2024/01/25 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,12,57,856,4723
Thu,2024/01/25 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,12,1033,469,4724
Thu,2024/01/25 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,12,1737,267,4725
Thu,2024/01/25 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,12,854,218,4726
Thu,2024/01/25 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,12,194,201,4727
Thu,2024/01/25 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,12,838,28,4728
Thu,2024/01/25 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,12,463,4,4729
Thu,2024/01/25 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,11,977,459,4730
Thu,2024/01/25 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,11,438,228,4731
Wed,2024/01/24 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,2,11,93,4732
Thu,2024/01/25 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,1,2,22,4733
Wed,2024/01/24 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,2,5,40,4734
Thu,2024/01/25 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,1,18,21,4735
Wed,2024/01/24 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,2,38,36,4736
Thu,2024/01/25 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,1,76,12,4737
Wed,2024/01/24 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,2,28,27,4738
Thu,2024/01/25 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,1,53,0,4739
Wed,2024/01/24 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,2,200,16,4740
Thu,2024/01/25 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,0,495,1913,4741
Wed,2024/01/24 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,2,99,5,4742
Thu,2024/01/25 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,0,27,1323,4743
Wed,2024/01/24 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,1,156,454,4744
Thu,2024/01/25 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,0,56,935,4745
Wed,2024/01/24 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,1,859,436,4746
Thu,2024/01/25 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,0,268,726,4747
Wed,2024/01/24 00:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,1,45,310,4748
Thu,2024/01/25 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,0,242,603,4749
Wed,2024/01/24 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,1,26,214,4750
Thu,2024/01/25 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,248,436,4751
Wed,2024/01/24 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,1,57,195,4752
Thu,2024/01/25 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,46,417,4753
Wed,2024/01/24 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,2,149,4754
Thu,2024/01/25 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,0,116,377,4755
Wed,2024/01/24 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,1,14,96,4756
Thu,2024/01/25 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,0,68,313,4757
Wed,2024/01/24 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,0,80,4758
Wed,2024/01/24 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,1,4,59,4759
Wed,2024/01/24 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,1,39,45,4760
Wed,2024/01/24 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,1,26,27,4761
Wed,2024/01/24 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,1,14,11,4762
Wed,2024/01/24 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,1,709,9,4763
Wed,2024/01/24 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,13,5,4764
Thu,2024/01/25 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,9,63,4765
Thu,2024/01/25 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,66,62,4766
Thu,2024/01/25 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,0,130,55,4767
Thu,2024/01/25 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,18,51,4768
Thu,2024/01/25 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,7,49,4769
Thu,2024/01/25 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,37,46,4770
Thu,2024/01/25 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,26,43,4771
Thu,2024/01/25 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,0,65,39,4772
Thu,2024/01/25 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,26,36,4773
Thu,2024/01/25 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,4,32,4774
Thu,2024/01/25 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,18,30,4775
Thu,2024/01/25 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,3,29,4776
Thu,2024/01/25 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,2,22,4777
Thu,2024/01/25 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,9,21,4778
Thu,2024/01/25 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,87,17,4779
Thu,2024/01/25 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,44,10,4780
Thu,2024/01/25 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,58,5,4781
Thu,2024/01/25 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,31,3,4782
Thu,2024/01/25 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,327,2,4783
Thu,2024/01/25 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,0,281,2,4784
Thu,2024/01/25 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,0,176,2,4785
Thu,2024/01/25 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,19,2,4786
Thu,2024/01/25 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,0,222,1,4787
Thu,2024/01/25 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,135,1,4788
Thu,2024/01/25 00:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,0,22,1,4789
Thu,2024/01/25 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,116,0,4790
Thu,2024/01/25 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,13,0,4791
Thu,2024/01/25 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,9,0,4792
Thu,2024/01/25 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,7,0,4793
Thu,2024/01/25 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,6,0,4794
Fri,2024/01/26 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,73,202,1512,4795
Fri,2024/01/26 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,62,982,248,4796
Fri,2024/01/26 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,54,1499,305,4797
Fri,2024/01/26 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,54,3243,269,4798
Fri,2024/01/26 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,52,1323,1357,4799
Fri,2024/01/26 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,48,870,1521,4800
Fri,2024/01/26 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,44,1503,1432,4801
Fri,2024/01/26 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,39,2684,243,4802
Fri,2024/01/26 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,36,1464,1332,4803
Fri,2024/01/26 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,36,110,1280,4804
Fri,2024/01/26 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,33,883,1129,4805
Fri,2024/01/26 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,33,149,16,4806
Fri,2024/01/26 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,32,396,1013,4807
Fri,2024/01/26 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,32,1494,238,4808
Fri,2024/01/26 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,29,1188,1244,4809
Fri,2024/01/26 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,29,2441,262,4810
Fri,2024/01/26 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,28,2542,16,4811
Fri,2024/01/26 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,27,507,984,4812
Fri,2024/01/26 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,27,2194,220,4813
Fri,2024/01/26 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,26,1191,154,4814
Fri,2024/01/26 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,25,2786,318,4815
Fri,2024/01/26 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,25,2591,196,4816
Fri,2024/01/26 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,25,125,0,4817
Fri,2024/01/26 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,24,103,1026,4818
Fri,2024/01/26 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,24,1210,200,4819
Fri,2024/01/26 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,22,743,1218,4820
Fri,2024/01/26 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,21,119,770,4821
Fri,2024/01/26 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,20,776,218,4822
Fri,2024/01/26 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,20,467,195,4823
Fri,2024/01/26 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,20,1215,37,4824
Fri,2024/01/26 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,19,467,236,4825
Fri,2024/01/26 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,18,556,1526,4826
Fri,2024/01/26 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,18,2653,17,4827
Fri,2024/01/26 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,18,144,10,4828
Fri,2024/01/26 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,17,1039,2342,4829
Fri,2024/01/26 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,17,834,2128,4830
Fri,2024/01/26 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,17,616,270,4831
Fri,2024/01/26 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,2,116,719,4832
Fri,2024/01/26 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,17,1389,38,4833
Fri,2024/01/26 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,16,985,2135,4834
Fri,2024/01/26 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,16,1026,2080,4835
Fri,2024/01/26 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,16,261,196,4836
Fri,2024/01/26 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,16,2641,9,4837
Fri,2024/01/26 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,16,107,1,4838
Fri,2024/01/26 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,15,691,1831,4839
Fri,2024/01/26 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,15,97,1594,4840
Fri,2024/01/26 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,15,433,463,4841
Fri,2024/01/26 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,14,364,193,4842
Fri,2024/01/26 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,13,555,223,4843
Fri,2024/01/26 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,13,1025,49,4844
Fri,2024/01/26 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,13,881,23,4845
Fri,2024/01/26 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,13,116,15,4846
Fri,2024/01/26 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,12,721,2349,4847
Fri,2024/01/26 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,12,885,2275,4848
Fri,2024/01/26 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,12,569,2089,4849
Fri,2024/01/26 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,12,91,1,4850
Fri,2024/01/26 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,11,732,1968,4851
Sat,2024/01/27 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,21,1588,516,4852
Sat,2024/01/27 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,1,1223,35,4853
Sat,2024/01/27 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,22,2,4854
Sat,2024/01/27 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,5,452,363,4855
Fri,2024/01/26 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,11,67,4856
Fri,2024/01/26 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,2,374,710,4857
Sat,2024/01/27 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,20,3254,167,4858
Sat,2024/01/27 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,1,183,31,4859
Sat,2024/01/27 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,12,1,4860
Fri,2024/01/26 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,0,72,63,4861
Fri,2024/01/26 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,2,1599,561,4862
Sat,2024/01/27 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,20,766,96,4863
Sat,2024/01/27 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,1,168,5,4864
Sun,2024/01/28 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,57,2680,196,4865
Fri,2024/01/26 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,4,63,4866
Fri,2024/01/26 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,2,161,487,4867
Sat,2024/01/27 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,20,2796,11,4868
Sat,2024/01/27 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,1,96,5,4869
Sun,2024/01/28 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,49,2647,177,4870
Fri,2024/01/26 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,3,63,4871
Fri,2024/01/26 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,2,118,246,4872
Fri,2024/01/26 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,11,105,5,4873
Sat,2024/01/27 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,19,510,76,4874
Sat,2024/01/27 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,1,66,3,4875
Sun,2024/01/28 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,46,1981,181,4876
Sat,2024/01/27 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,5,32,321,4877
Fri,2024/01/26 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,233,62,4878
Fri,2024/01/26 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,2,349,150,4879
Fri,2024/01/26 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,10,406,1459,4880
Sat,2024/01/27 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,18,221,1322,4881
Sat,2024/01/27 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,612,365,4882
Sun,2024/01/28 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,40,584,770,4883
Sat,2024/01/27 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,5,118,12,4884
Fri,2024/01/26 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,27,56,4885
Fri,2024/01/26 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,2,789,140,4886
Fri,2024/01/26 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,10,2266,12,4887
Sat,2024/01/27 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,18,4001,61,4888
Sat,2024/01/27 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,339,353,4889
Sun,2024/01/28 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,37,895,227,4890
Sat,2024/01/27 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,4,476,1577,4891
Fri,2024/01/26 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,224,50,4892
Fri,2024/01/26 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,2,12,101,4893
Fri,2024/01/26 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,9,884,1818,4894
Sat,2024/01/27 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,17,273,723,4895
Sat,2024/01/27 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,0,46,262,4896
Sun,2024/01/28 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,36,1576,153,4897
Sat,2024/01/27 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,4,475,992,4898
Sat,2024/01/27 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,4,28,453,4899
Sat,2024/01/27 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,4,119,407,4900
Sat,2024/01/27 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,4,877,338,4901
Sat,2024/01/27 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,4,195,309,4902
Sat,2024/01/27 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,4,85,303,4903
Sat,2024/01/27 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,4,21,148,4904
Sat,2024/01/27 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,4,321,84,4905
Sat,2024/01/27 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,4,1782,32,4906
Sat,2024/01/27 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,4,2222,7,4907
Sat,2024/01/27 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,4,320,7,4908
Sat,2024/01/27 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,3,332,1477,4909
Sat,2024/01/27 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,3,148,721,4910
Sat,2024/01/27 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,3,116,632,4911
Sat,2024/01/27 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,3,261,544,4912
Sat,2024/01/27 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,3,37,219,4913
Sat,2024/01/27 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,3,15,182,4914
Sat,2024/01/27 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,3,574,35,4915
Sat,2024/01/27 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,3,530,35,4916
Sat,2024/01/27 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,3,570,34,4917
Sat,2024/01/27 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,3,517,9,4918
Sat,2024/01/27 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,3,2197,2,4919
Sat,2024/01/27 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,2,543,1198,4920
Sat,2024/01/27 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,2,271,825,4921
Sat,2024/01/27 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,2,270,767,4922
Sat,2024/01/27 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,2,156,409,4923
Sat,2024/01/27 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,2,243,300,4924
Sat,2024/01/27 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,2,64,254,4925
Sat,2024/01/27 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,2,567,219,4926
Sat,2024/01/27 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,2,25,110,4927
Sat,2024/01/27 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,2,916,94,4928
Sat,2024/01/27 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,2,201,5,4929
Sat,2024/01/27 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,1,1233,492,4930
Sat,2024/01/27 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,1,869,427,4931
Sat,2024/01/27 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,1,252,281,4932
Sat,2024/01/27 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,258,278,4933
Sat,2024/01/27 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,1,70,270,4934
Sat,2024/01/27 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,1,217,261,4935
Sat,2024/01/27 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,24,193,4936
Sat,2024/01/27 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,1,35,152,4937
Sat,2024/01/27 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,1,7,142,4938
Sat,2024/01/27 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,1,121,120,4939
Sat,2024/01/27 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,1,55,112,4940
Sat,2024/01/27 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,1,38,97,4941
Sat,2024/01/27 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,1,227,93,4942
Sat,2024/01/27 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,13,75,4943
Fri,2024/01/26 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,2,160,79,4944
Sat,2024/01/27 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,298,248,4945
Sun,2024/01/28 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,36,1959,6,4946
Sat,2024/01/27 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,17,252,649,4947
Fri,2024/01/26 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,25,50,4948
Fri,2024/01/26 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,2,46,40,4949
Sat,2024/01/27 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,254,234,4950
Sun,2024/01/28 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,35,307,1019,4951
Sat,2024/01/27 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,16,524,1144,4952
Fri,2024/01/26 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,53,44,4953
Fri,2024/01/26 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,2,25,27,4954
Sat,2024/01/27 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,381,228,4955
Sun,2024/01/28 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,34,1318,2220,4956
Sat,2024/01/27 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,16,1734,515,4957
Sat,2024/01/27 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,16,644,54,4958
Sat,2024/01/27 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,15,155,468,4959
Sat,2024/01/27 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,15,3255,28,4960
Sat,2024/01/27 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,14,624,1447,4961
Sat,2024/01/27 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,14,610,1237,4962
Sat,2024/01/27 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,14,255,1177,4963
Sat,2024/01/27 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,14,1535,493,4964
Sat,2024/01/27 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,14,2035,45,4965
Sat,2024/01/27 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,13,1352,539,4966
