Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Sat,2023/09/01 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,49,1919,216,254
Sat,2023/09/01 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,47,436,1000,255
Sat,2023/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,41,1439,261,256
Sat,2023/09/01 23:00:00+00,4:00 PM-5:00 PM,Camera 331 Railway Station,39,1461,1832,257
Sat,2023/09/01 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,39,356,994,258
Sat,2023/09/01 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,35,1343,367,259
Sat,2023/09/01 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,34,2833,192,260
Sat,2023/09/01 23:00:00+00,9:00 AM-10:00 AM,Camera 331 Railway Station,32,539,1367,261
Sat,2023/09/01 23:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,31,476,1184,262
Sat,2023/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,29,1042,1691,263
Sat,2023/09/01 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,28,1340,1807,264
Sat,2023/09/01 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,28,547,1251,265
Sat,2023/09/01 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,28,1159,366,266
Sat,2023/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,27,210,998,267
Sat,2023/09/01 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,27,465,951,268
Sat,2023/09/01 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,27,2848,13,269
Sat,2023/09/01 23:00:00+00,7:00 PM-8:00 PM,Camera 331 Railway Station,26,203,1368,270
Sat,2023/09/01 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,26,1648,411,271
Sat,2023/09/01 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,25,452,1291,272
Sat,2023/09/01 23:00:00+00,8:00 AM-9:00 AM,Camera 331 Railway Station,25,489,871,273
Sat,2023/09/01 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,25,980,185,274
Sat,2023/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera 331 Railway Station,24,67,1827,275
Sat,2023/09/01 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,24,2706,14,276
Sat,2023/09/01 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,23,163,782,277
Sat,2023/09/01 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,23,765,197,278
Sat,2023/09/01 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,23,844,149,279
Sat,2023/09/01 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,23,2727,109,280
Sat,2023/09/01 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,22,197,241,281
Sat,2023/09/01 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,21,906,180,282
Sat,2023/09/01 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,21,3012,141,283
Sat,2023/09/01 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,21,3285,16,284
Sat,2023/09/01 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,21,3538,9,285
Sat,2023/09/01 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,20,350,1463,286
Sat,2023/09/01 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,20,402,890,287
Sat,2023/09/01 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,19,119,38,288
Sat,2023/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,19,751,16,289
Sat,2023/09/01 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,18,273,1429,290
Sat,2023/09/01 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,18,1383,399,291
Sat,2023/09/01 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,18,3375,20,292
Sat,2023/09/01 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,18,1793,16,293
Sat,2023/09/01 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,18,2942,11,294
Sat,2023/09/01 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,17,541,1050,295
Sat,2023/09/01 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,16,1560,823,296
Sat,2023/09/01 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,16,1022,4,297
Sat,2023/09/01 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,15,758,390,298
Sat,2023/09/01 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,15,841,162,299
Sat,2023/09/01 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,14,1216,328,300
Sat,2023/09/01 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,14,463,178,301
Sat,2023/09/01 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,14,388,115,302
Sat,2023/09/01 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,13,526,1242,303
Sat,2023/09/01 23:00:00+00,8:00 PM-9:00 PM,Camera 331 Railway Station,13,292,1045,304
Sat,2023/09/01 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,13,1206,504,305
Sat,2023/09/01 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,13,2950,73,306
Sat,2023/09/01 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,13,1117,3,307
Sat,2023/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,12,287,1388,308
Sat,2023/09/01 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,12,538,1007,309
Sat,2023/09/01 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,12,1086,495,310
Sat,2023/09/01 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,12,1507,60,311
Sat,2023/09/01 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,11,460,1111,312
Sat,2023/09/01 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,10,732,909,313
Sat,2023/09/01 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,10,199,625,314
Sat,2023/09/01 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,10,797,102,315
Sat,2023/09/01 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,10,2035,21,316
Sat,2023/09/01 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,9,907,1386,317
Sat,2023/09/01 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,9,539,1100,318
Sat,2023/09/01 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,9,756,1078,319
Sat,2023/09/01 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,9,291,915,320
Sat,2023/09/01 23:00:00+00,7:00 AM-8:00 AM,Camera 331 Railway Station,9,210,471,321
Sat,2023/09/01 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,9,262,453,322
Sat,2023/09/01 23:00:00+00,1:00 AM-2:00 AM,Camera 331 Railway Station,9,43,214,323
Sat,2023/09/01 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,8,146,610,324
Sat,2023/09/01 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,8,331,516,325
Sat,2023/09/01 23:00:00+00,10:00 PM-11:00 PM,Camera 331 Railway Station,8,233,508,326
Sat,2023/09/01 23:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,8,828,468,327
Sat,2023/09/01 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,8,1145,429,328
Sat,2023/09/01 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,8,584,388,329
Sat,2023/09/01 23:00:00+00,12:00 AM-1:00 AM,Camera 331 Railway Station,8,207,324,330
Sat,2023/09/01 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,8,761,320,331
Sat,2023/09/01 23:00:00+00,6:00 AM-7:00 AM,Camera 331 Railway Station,8,62,251,332
Sat,2023/09/01 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,8,781,197,333
Sat,2023/09/01 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,8,86,123,334
Sat,2023/09/01 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,8,55,51,335
Sat,2023/09/01 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,8,930,2,336
Sat,2023/09/01 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,7,454,1086,337
Sat,2023/09/01 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,7,266,698,338
Sat,2023/09/01 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,7,1241,570,339
Sat,2023/09/01 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,7,386,290,340
Sat,2023/09/01 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,7,241,72,341
Sat,2023/09/01 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,7,1184,14,342
Sat,2023/09/01 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,7,223,10,343
Sat,2023/09/01 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,7,1043,2,344
Sat,2023/09/01 23:00:00+00,9:00 PM-10:00 PM,Camera 331 Railway Station,6,227,771,345
Sat,2023/09/01 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,6,1362,479,346
Sat,2023/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,6,753,335,347
Sat,2023/09/01 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,6,82,245,348
Sat,2023/09/01 23:00:00+00,2:00 AM-3:00 AM,Camera 331 Railway Station,6,15,169,349
Sat,2023/09/01 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,6,30,146,350
Sat,2023/09/01 23:00:00+00,3:00 AM-4:00 AM,Camera 331 Railway Station,1,21,78,351
Sat,2023/09/01 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,1,235,74,352
Sat,2023/09/01 23:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,1,11,63,353
Sat,2023/09/01 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,19,61,354
Sat,2023/09/01 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,400,13,355
Sat,2023/09/01 23:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,1,26,9,356
Sat,2023/09/01 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,1,86,8,357
Sat,2023/09/01 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,1,15,4,358
Sat,2023/09/01 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,0,188,564,359
Sat,2023/09/01 23:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,0,63,293,360
Sat,2023/09/01 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,0,612,285,361
Sat,2023/09/01 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,0,399,282,362
Sat,2023/09/01 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,47,207,363
Sat,2023/09/01 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,329,168,364
Sat,2023/09/01 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,132,105,365
Sat,2023/09/01 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,58,105,366
Sat,2023/09/01 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,331,98,367
Sat,2023/09/01 23:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,231,97,368
Sat,2023/09/01 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,53,66,369
Sat,2023/09/01 23:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,44,66,370
Sat,2023/09/01 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,0,23,49,371
Sat,2023/09/01 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,552,38,372
Sat,2023/09/01 23:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,164,13,373
Sat,2023/09/01 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,44,13,374
Sat,2023/09/01 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,0,432,12,375
Sat,2023/09/01 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,57,11,376
Sat,2023/09/01 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,62,9,377
Sat,2023/09/01 23:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,20,9,378
Sat,2023/09/01 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,202,8,379
Sat,2023/09/01 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,18,7,380
Sat,2023/09/01 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,52,6,381
Sat,2023/09/01 23:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,69,5,382
Sat,2023/09/01 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,12,3,383
Sat,2023/09/01 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,30,2,384
Sun,2023/09/02 23:00:00+00,10:00 AM-11:00 AM,Camera 331 Railway Station,67,352,1707,385
Sun,2023/09/02 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,60,1738,217,386
Sun,2023/09/02 23:00:00+00,5:00 PM-6:00 PM,Camera 331 Railway Station,54,277,1919,387
Sun,2023/09/02 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,49,1224,177,388
Sun,2023/09/02 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,47,1799,13,389
Sun,2023/09/02 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,45,752,156,390
Sun,2023/09/02 23:00:00+00,11:00 AM-12:00 PM,Camera 331 Railway Station,44,307,2046,391
Sun,2023/09/02 23:00:00+00,9:00 AM-10:00 AM,Camera 331 Railway Station,44,182,1202,392
Sun,2023/09/02 23:00:00+00,4:00 PM-5:00 PM,Camera 331 Railway Station,42,362,1953,393
Sun,2023/09/02 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,40,1367,239,394
Sun,2023/09/02 23:00:00+00,12:00 PM-1:00 PM,Camera 331 Railway Station,37,484,2242,395
Sun,2023/09/02 23:00:00+00,1:00 PM-2:00 PM,Camera 331 Railway Station,36,396,2027,396
Sun,2023/09/02 23:00:00+00,3:00 PM-4:00 PM,Camera 331 Railway Station,36,391,1897,397
Sun,2023/09/02 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,33,1854,105,398
Sun,2023/09/02 23:00:00+00,2:00 PM-3:00 PM,Camera 331 Railway Station,32,376,1956,399
Sun,2023/09/02 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,28,717,1834,400
Sun,2023/09/02 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,3,288,77,401
Sun,2023/09/02 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,3,375,14,402
Sun,2023/09/02 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,2,457,692,403
Sun,2023/09/02 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,2,343,361,404
Sun,2023/09/02 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,2,510,306,405
Sun,2023/09/02 23:00:00+00,11:00 PM-12:00 AM,Camera 331 Railway Station,2,253,270,406
Sun,2023/09/02 23:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,2,60,264,407
Sun,2023/09/02 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,2,154,245,408
Sun,2023/09/02 23:00:00+00,1:00 AM-2:00 AM,Camera 331 Railway Station,2,34,195,409
Sun,2023/09/02 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,2,244,162,410
Sun,2023/09/02 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,2,51,142,411
Sun,2023/09/02 23:00:00+00,2:00 AM-3:00 AM,Camera 331 Railway Station,2,7,113,412
Sun,2023/09/02 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,2,40,81,413
Sun,2023/09/02 23:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,2,424,72,414
Mon,2023/09/03 23:00:00+00,1:00 PM-2:00 PM,Camera 331 Railway Station,25,429,2133,415
Sun,2023/09/02 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,10,364,1241,416
Sun,2023/09/02 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,2,621,62,417
Sun,2023/09/02 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,2,132,56,418
Sun,2023/09/02 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,2,37,49,419
Sun,2023/09/02 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,2,164,48,420
Sun,2023/09/02 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,2,631,46,421
Sun,2023/09/02 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,2,601,43,422
Sun,2023/09/02 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,2,22,26,423
Sun,2023/09/02 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,2,481,17,424
Sun,2023/09/02 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,2,647,13,425
Sun,2023/09/02 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,2,396,7,426
Sun,2023/09/02 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,2,465,6,427
Sun,2023/09/02 23:00:00+00,9:00 PM-10:00 PM,Camera 331 Railway Station,2,300,0,428
Sun,2023/09/02 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,1,191,557,429
Sun,2023/09/02 23:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,1,228,464,430
Sun,2023/09/02 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,1,112,449,431
Sun,2023/09/02 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,1,93,320,432
Sun,2023/09/02 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,226,314,433
Sun,2023/09/02 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,739,275,434
Sun,2023/09/02 23:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,1,83,255,435
Sun,2023/09/02 23:00:00+00,6:00 AM-7:00 AM,Camera 331 Railway Station,1,19,243,436
Sun,2023/09/02 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,1,108,227,437
Sun,2023/09/02 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,1,140,224,438
Sun,2023/09/02 23:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,1,559,222,439
Sun,2023/09/02 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,1,43,221,440
Sun,2023/09/02 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,1,31,138,441
Sun,2023/09/02 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,1,121,124,442
Sun,2023/09/02 23:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,1,411,105,443
Sun,2023/09/02 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,44,101,444
Sun,2023/09/02 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,1,9,74,445
Sun,2023/09/02 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,306,66,446
Sun,2023/09/02 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,1,81,55,447
Sun,2023/09/02 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,1,86,50,448
Sun,2023/09/02 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,409,35,449
Sun,2023/09/02 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,28,32,450
Sun,2023/09/02 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,1,334,29,451
Sun,2023/09/02 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,1,43,29,452
Mon,2023/09/03 23:00:00+00,2:00 PM-3:00 PM,Camera 331 Railway Station,24,277,2065,453
Sun,2023/09/02 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,10,828,348,454
Mon,2023/09/03 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,24,2186,9,455
Sun,2023/09/02 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,10,723,12,456
Mon,2023/09/03 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,23,947,1955,457
Sun,2023/09/02 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,10,1408,7,458
Mon,2023/09/03 23:00:00+00,7:00 AM-8:00 AM,Camera 331 Railway Station,23,476,1101,459
Sun,2023/09/02 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,10,511,0,460
Mon,2023/09/03 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,22,2340,13,461
Sun,2023/09/02 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,9,215,625,462
Mon,2023/09/03 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,21,1103,2223,463
Sun,2023/09/02 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,9,250,385,464
Mon,2023/09/03 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,21,404,1103,465
Sun,2023/09/02 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,9,539,246,466
Mon,2023/09/03 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,21,147,730,467
Sun,2023/09/02 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,9,752,43,468
Mon,2023/09/03 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,21,2575,15,469
Sun,2023/09/02 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,9,469,38,470
Mon,2023/09/03 23:00:00+00,6:00 AM-7:00 AM,Camera 331 Railway Station,20,120,369,471
Sun,2023/09/02 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,9,813,6,472
Mon,2023/09/03 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,19,646,951,473
Sun,2023/09/02 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,8,813,334,474
Sun,2023/09/02 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,28,867,1636,475
Mon,2023/09/03 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,19,1794,143,476
Mon,2023/09/03 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,18,505,1614,477
Mon,2023/09/03 23:00:00+00,7:00 PM-8:00 PM,Camera 331 Railway Station,18,241,767,478
Mon,2023/09/03 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,18,1948,46,479
Mon,2023/09/03 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,18,2566,15,480
Mon,2023/09/03 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,17,446,1294,481
Mon,2023/09/03 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,17,376,701,482
Mon,2023/09/03 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,17,1056,90,483
Mon,2023/09/03 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,16,360,1075,484
Mon,2023/09/03 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,16,745,9,485
Mon,2023/09/03 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,15,595,1272,486
Mon,2023/09/03 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,15,624,1033,487
Mon,2023/09/03 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,15,1925,27,488
Mon,2023/09/03 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,14,167,984,489
Mon,2023/09/03 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,14,41,531,490
Mon,2023/09/03 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,14,592,366,491
Mon,2023/09/03 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,13,1358,171,492
Mon,2023/09/03 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,13,770,70,493
Mon,2023/09/03 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,13,859,20,494
Mon,2023/09/03 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,13,1798,14,495
Mon,2023/09/03 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,13,708,9,496
Mon,2023/09/03 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,12,619,1916,497
Mon,2023/09/03 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,12,1275,1804,498
Mon,2023/09/03 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,12,459,1576,499
Mon,2023/09/03 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,12,730,923,500
Mon,2023/09/03 23:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,12,736,896,501
Mon,2023/09/03 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,12,478,271,502
Mon,2023/09/03 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,12,664,102,503
Mon,2023/09/03 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,12,760,71,504
Mon,2023/09/03 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,12,1066,24,505
Mon,2023/09/03 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,12,154,17,506
Mon,2023/09/03 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,12,500,10,507
Mon,2023/09/03 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,12,727,4,508
Mon,2023/09/03 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,846,1598,509
Mon,2023/09/03 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,582,1355,510
Mon,2023/09/03 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,11,334,1346,511
Mon,2023/09/03 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,11,522,1340,512
Mon,2023/09/03 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,11,367,197,513
Sun,2023/09/02 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,28,416,1119,514
Sun,2023/09/02 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,8,671,268,515
Sun,2023/09/02 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,27,289,956,516
