Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Tue,2023/08/14 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,4,352,55,1678
Tue,2023/08/14 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,4,84,29,1679
Tue,2023/08/14 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,4,778,6,1680
Tue,2023/08/14 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,4,384,5,1681
Tue,2023/08/14 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,4,40,5,1682
Tue,2023/08/14 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,2,227,4,1683
Tue,2023/08/14 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,61,7,1684
Tue,2023/08/14 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,15,3,1685
Wed,2023/08/15 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,56,1612,265,1686
Wed,2023/08/15 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,56,1279,228,1687
Wed,2023/08/15 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,52,1783,229,1688
Wed,2023/08/15 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,32,2521,282,1689
Wed,2023/08/15 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,31,3330,218,1690
Wed,2023/08/15 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,26,1292,42,1691
Wed,2023/08/15 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,22,747,228,1692
Wed,2023/08/15 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,22,694,217,1693
Wed,2023/08/15 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,21,1816,246,1694
Wed,2023/08/15 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,21,1912,91,1695
Wed,2023/08/15 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,14,159,25,1696
Wed,2023/08/15 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,11,591,60,1697
Wed,2023/08/15 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,10,892,77,1698
Wed,2023/08/15 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,8,1327,118,1699
Wed,2023/08/15 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,6,312,43,1700
Wed,2023/08/15 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,5,573,45,1701
Wed,2023/08/15 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,4,239,25,1702
Wed,2023/08/15 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,3,483,66,1703
Wed,2023/08/15 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,3,284,34,1704
Thu,2023/08/16 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,43,2500,269,1705
Tue,2023/08/07 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,4,265,3,1706
Sun,2023/08/05 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,4,678,66,1707
Sat,2023/08/18 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,12,715,12,1708
Mon,2023/08/20 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,10,1780,11,1709
Thu,2023/08/09 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,4,198,16,1710
Thu,2023/08/16 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,40,1408,217,1711
Tue,2023/08/07 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,3,30,3,1712
Sun,2023/08/05 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,3,517,67,1713
Sat,2023/08/18 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,12,875,5,1714
Mon,2023/08/20 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,9,878,112,1715
Thu,2023/08/09 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,3,538,81,1716
Thu,2023/08/16 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,36,2054,109,1717
Tue,2023/08/07 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,0,98,7,1718
Sat,2023/08/11 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,508,84,1719
Sun,2023/08/05 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,3,119,22,1720
Sat,2023/08/18 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,11,1333,163,1721
Mon,2023/08/20 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,8,321,51,1722
Mon,2023/08/20 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,7,2059,13,1723
Mon,2023/08/20 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,5,501,90,1724
Mon,2023/08/20 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,5,882,13,1725
Mon,2023/08/20 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,4,300,28,1726
Mon,2023/08/20 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,4,129,9,1727
Mon,2023/08/20 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,4,127,8,1728
Mon,2023/08/20 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,3,142,4,1729
Mon,2023/08/20 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,194,38,1730
Mon,2023/08/20 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,102,6,1731
Mon,2023/08/20 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,22,1,1732
Tue,2023/08/21 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,58,2215,215,1733
Tue,2023/08/21 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,49,841,166,1734
Tue,2023/08/21 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,44,1602,160,1735
Tue,2023/08/21 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,43,2116,119,1736
Tue,2023/08/21 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,42,1750,170,1737
Tue,2023/08/21 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,41,2070,121,1738
Tue,2023/08/21 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,34,1177,161,1739
Tue,2023/08/21 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,33,926,187,1740
Tue,2023/08/21 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,31,2174,149,1741
Tue,2023/08/21 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,25,2082,123,1742
Tue,2023/08/21 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,25,643,92,1743
Tue,2023/08/21 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,23,1352,230,1744
Tue,2023/08/21 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,18,1402,195,1745
Tue,2023/08/21 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,18,574,62,1746
Tue,2023/08/21 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,14,287,49,1747
Tue,2023/08/21 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,10,187,18,1748
Tue,2023/08/21 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,6,696,99,1749
Tue,2023/08/21 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,4,445,54,1750
Tue,2023/08/21 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,3,176,32,1751
Tue,2023/08/21 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,3,72,7,1752
Tue,2023/08/21 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,2,63,9,1753
Tue,2023/08/21 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,154,32,1754
Tue,2023/08/21 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,87,9,1755
Tue,2023/08/21 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,32,2,1756
Wed,2023/08/22 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,90,1516,238,1757
Sat,2023/08/18 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,10,561,46,1758
Sat,2023/08/11 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,518,67,1759
Thu,2023/08/16 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,28,1496,163,1760
Sat,2023/08/18 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,9,702,119,1761
Thu,2023/08/09 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,2,220,29,1762
Sat,2023/08/11 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,0,1080,187,1763
Thu,2023/08/16 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,28,2391,135,1764
Sat,2023/08/18 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,8,1210,6,1765
Thu,2023/08/09 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,139,23,1766
Sun,2023/08/12 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,47,1517,172,1767
Thu,2023/08/16 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,27,994,186,1768
Sat,2023/08/18 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,6,518,5,1769
Thu,2023/08/09 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,62,15,1770
Sun,2023/08/12 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,40,1094,209,1771
Thu,2023/08/16 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,25,611,112,1772
Sat,2023/08/18 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,5,297,65,1773
Thu,2023/08/09 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,0,128,34,1774
Sun,2023/08/12 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,36,1411,191,1775
Thu,2023/08/16 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,19,1214,131,1776
Sat,2023/08/18 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,5,366,4,1777
Fri,2023/08/10 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,66,2311,29,1778
Sun,2023/08/12 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,33,1924,224,1779
Thu,2023/08/16 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,17,849,265,1780
Sat,2023/08/18 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,4,149,53,1781
Fri,2023/08/10 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,54,2218,212,1782
Fri,2023/08/10 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,51,2551,21,1783
Fri,2023/08/10 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,42,2385,15,1784
Fri,2023/08/10 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,37,2611,21,1785
Fri,2023/08/10 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,30,1333,231,1786
Fri,2023/08/10 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,23,1559,126,1787
Fri,2023/08/10 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,16,1647,225,1788
Fri,2023/08/10 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,15,994,200,1789
Fri,2023/08/10 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,12,228,94,1790
Fri,2023/08/10 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,10,538,169,1791
Fri,2023/08/10 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,9,1375,127,1792
Fri,2023/08/10 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,9,2084,74,1793
Fri,2023/08/10 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,5,161,82,1794
Fri,2023/08/10 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,5,103,39,1795
Fri,2023/08/10 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,3,146,54,1796
Fri,2023/08/10 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,2,1073,46,1797
Fri,2023/08/10 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,333,61,1798
Fri,2023/08/10 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,1,109,35,1799
Fri,2023/08/10 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,41,6,1800
Fri,2023/08/10 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,1,904,5,1801
Fri,2023/08/10 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,1,930,4,1802
Fri,2023/08/10 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,0,1227,9,1803
Fri,2023/08/10 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,26,3,1804
Sat,2023/08/11 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,41,2416,319,1805
Sat,2023/08/11 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,23,1524,198,1806
Sat,2023/08/11 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,20,2056,293,1807
Sat,2023/08/11 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,20,1910,154,1808
Sat,2023/08/11 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,19,2125,265,1809
Sat,2023/08/11 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,19,2465,153,1810
Sat,2023/08/11 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,18,810,192,1811
Sat,2023/08/11 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,17,1448,276,1812
Sat,2023/08/11 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,17,162,22,1813
Sat,2023/08/11 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,13,383,122,1814
Sat,2023/08/11 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,11,1735,201,1815
Sat,2023/08/11 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,11,1149,169,1816
Sat,2023/08/11 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,9,302,42,1817
Sat,2023/08/11 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,4,1084,118,1818
Sat,2023/08/11 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,4,174,74,1819
Sun,2023/08/05 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,2,798,99,1820
Tue,2023/08/07 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,203,5,1821
Sun,2023/08/12 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,32,1878,217,1822
Tue,2023/08/07 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,42,2,1823
Thu,2023/08/16 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,13,406,24,1824
Sun,2023/08/12 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,28,668,142,1825
Tue,2023/08/07 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,33,2,1826
Sun,2023/08/05 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,2,74,37,1827
Thu,2023/08/16 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,8,136,40,1828
Sun,2023/08/12 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,27,951,203,1829
Wed,2023/08/08 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,33,2412,153,1830
Sun,2023/08/05 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,407,65,1831
Thu,2023/08/16 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,5,268,73,1832
Sun,2023/08/12 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,21,1622,149,1833
Wed,2023/08/08 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,21,1667,79,1834
Mon,2023/08/06 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,57,1913,198,1835
Sat,2023/08/18 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,4,1721,9,1836
Thu,2023/08/16 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,4,603,88,1837
Sun,2023/08/12 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,21,372,99,1838
Wed,2023/08/08 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,17,1045,236,1839
Mon,2023/08/06 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,52,1659,231,1840
Sat,2023/08/18 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,3,113,16,1841
Thu,2023/08/16 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,4,83,2,1842
Sun,2023/08/12 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,18,916,244,1843
Wed,2023/08/08 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,16,2164,129,1844
Wed,2023/08/08 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,15,3197,141,1845
Wed,2023/08/08 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,11,787,95,1846
Wed,2023/08/08 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,11,1334,94,1847
Wed,2023/08/08 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,10,819,193,1848
Wed,2023/08/08 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,10,1223,53,1849
Wed,2023/08/08 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,10,256,9,1850
Wed,2023/08/08 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,8,913,144,1851
Wed,2023/08/08 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,8,80,3,1852
Wed,2023/08/08 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,7,991,111,1853
Wed,2023/08/08 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,7,729,77,1854
Wed,2023/08/08 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,7,451,62,1855
Wed,2023/08/08 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,6,3283,53,1856
Wed,2023/08/08 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,6,262,33,1857
Wed,2023/08/08 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,6,325,2,1858
Wed,2023/08/08 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,5,2460,10,1859
Wed,2023/08/08 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,3,148,17,1860
Wed,2023/08/08 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,201,10,1861
Wed,2023/08/08 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,32,7,1862
Wed,2023/08/08 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,218,0,1863
Wed,2023/08/08 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,159,0,1864
Thu,2023/08/09 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,40,1887,235,1865
Thu,2023/08/09 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,37,2007,128,1866
Thu,2023/08/09 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,34,1753,104,1867
Thu,2023/08/09 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,31,1985,112,1868
Thu,2023/08/09 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,26,1542,223,1869
Thu,2023/08/09 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,24,972,205,1870
Thu,2023/08/09 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,24,2746,186,1871
Thu,2023/08/09 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,22,598,189,1872
Thu,2023/08/09 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,18,1029,196,1873
Thu,2023/08/09 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,18,1846,89,1874
Thu,2023/08/09 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,17,1204,217,1875
Thu,2023/08/09 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,12,121,42,1876
Thu,2023/08/09 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,12,92,34,1877
Sat,2023/08/18 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,3,58,0,1878
Thu,2023/08/16 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,4,593,1,1879
Sun,2023/08/12 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,14,814,231,1880
Mon,2023/08/06 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,44,2920,191,1881
Thu,2023/08/16 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,3,124,31,1882
Sun,2023/08/12 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,9,174,59,1883
Sat,2023/08/18 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,2,312,42,1884
Mon,2023/08/06 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,41,3315,235,1885
Thu,2023/08/16 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,3,21,2,1886
Sun,2023/08/12 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,6,133,45,1887
Sat,2023/08/18 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,1,167,0,1888
Mon,2023/08/06 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,37,945,251,1889
Thu,2023/08/16 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,2,120,6,1890
Sun,2023/08/12 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,4,285,36,1891
Sat,2023/08/18 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,141,0,1892
Mon,2023/08/06 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,35,2350,119,1893
Thu,2023/08/16 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,2,286,2,1894
Sun,2023/08/12 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,3,422,2,1895
Sat,2023/08/18 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,368,54,1896
Mon,2023/08/06 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,32,1151,197,1897
Thu,2023/08/16 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,283,3,1898
Sun,2023/08/12 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,2,639,17,1899
Sat,2023/08/18 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,0,38,1,1900
Mon,2023/08/06 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,30,714,227,1901
Thu,2023/08/16 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,221,4,1902
Sun,2023/08/12 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,1,104,22,1903
Sat,2023/08/18 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,20,1,1904
Sat,2023/08/18 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,0,236,0,1905
Sun,2023/08/19 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,27,1698,190,1906
Sun,2023/08/19 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,24,82,15,1907
Sun,2023/08/19 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,21,1001,161,1908
Sun,2023/08/19 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,20,1520,151,1909
Sun,2023/08/19 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,18,525,98,1910
Sun,2023/08/19 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,18,1946,61,1911
Sun,2023/08/19 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,14,962,124,1912
Sun,2023/08/19 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,12,329,82,1913
Sun,2023/08/19 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,11,346,34,1914
Sun,2023/08/19 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,11,95,24,1915
Sun,2023/08/19 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,10,449,17,1916
Sun,2023/08/19 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,10,452,6,1917
Sun,2023/08/19 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,10,52,4,1918
Sun,2023/08/19 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,9,262,4,1919
Sun,2023/08/19 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,8,148,7,1920
Sun,2023/08/19 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,7,798,14,1921
Sun,2023/08/19 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,6,892,13,1922
Sun,2023/08/19 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,5,207,6,1923
Sun,2023/08/19 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,3,191,48,1924
Sun,2023/08/19 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,2,405,41,1925
Sun,2023/08/19 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,2,120,41,1926
Sun,2023/08/19 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,1,657,28,1927
Sun,2023/08/19 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,1,820,8,1928
Sun,2023/08/12 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,544,16,1929
Fri,2023/08/17 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,53,2668,240,1930
Mon,2023/08/06 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,27,3117,162,1931
Sun,2023/08/12 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,1,65,10,1932
Fri,2023/08/17 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,37,2795,258,1933
Mon,2023/08/06 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,21,1978,156,1934
Sun,2023/08/12 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,1020,16,1935
Fri,2023/08/17 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,35,2046,242,1936
Mon,2023/08/06 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,17,1266,259,1937
Sun,2023/08/12 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,520,16,1938
