Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Sun,2023/08/19 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,10,544,3,3311
Sun,2023/08/19 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,9,783,17,3312
Sun,2023/08/19 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,5,186,22,3313
Sun,2023/08/19 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,5,754,20,3314
Sun,2023/08/19 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,5,95,13,3315
Sun,2023/08/19 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,5,746,12,3316
Sun,2023/08/19 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,4,231,63,3317
Sun,2023/08/19 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,4,982,12,3318
Sun,2023/08/19 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,3,751,34,3319
Sun,2023/08/19 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,3,299,19,3320
Sun,2023/08/19 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,3,309,13,3321
Sun,2023/08/19 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,2,113,33,3322
Sun,2023/08/19 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,2,511,11,3323
Sun,2023/08/19 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,1,25,16,3324
Sun,2023/08/19 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,1,405,11,3325
Sun,2023/08/19 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,1,139,5,3326
Sun,2023/08/19 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,1,21,5,3327
Sun,2023/08/19 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,16,5,3328
Sun,2023/08/19 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,15,2,3329
Sun,2023/08/19 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,311,69,3330
Sun,2023/08/19 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,0,741,24,3331
Sun,2023/08/19 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,33,16,3332
Sun,2023/08/19 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,0,316,3,3333
Mon,2023/08/20 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,31,826,155,3334
Mon,2023/08/20 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,27,1152,250,3335
Mon,2023/08/20 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,20,1067,218,3336
Mon,2023/08/20 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,18,303,91,3337
Mon,2023/08/20 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,17,698,191,3338
Mon,2023/08/20 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,17,715,158,3339
Mon,2023/08/20 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,14,805,188,3340
Mon,2023/08/20 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,10,428,139,3341
Mon,2023/08/20 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,9,377,120,3342
Mon,2023/08/20 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,9,121,65,3343
Mon,2023/08/20 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,6,248,109,3344
Thu,2023/08/16 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,3,796,23,3345
Tue,2023/08/14 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,6,810,20,3346
Sun,2023/08/12 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,3,276,18,3347
Wed,2023/08/22 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,0,243,6,3348
Fri,2023/08/10 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,11,1313,23,3349
Thu,2023/08/16 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,3,24,19,3350
Mon,2023/08/20 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,1,56,35,3351
Tue,2023/08/14 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,5,147,83,3352
Sun,2023/08/12 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,3,805,16,3353
Wed,2023/08/22 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,28,3,3354
Fri,2023/08/10 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,11,1239,18,3355
Thu,2023/08/16 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,2,403,24,3356
Mon,2023/08/20 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,1,727,18,3357
Tue,2023/08/14 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,5,756,25,3358
Sun,2023/08/12 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,2,199,15,3359
Sun,2023/08/12 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,2,337,12,3360
Sun,2023/08/12 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,2,41,8,3361
Sun,2023/08/12 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,1,129,98,3362
Sun,2023/08/12 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,1,319,25,3363
Sun,2023/08/12 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,1,47,6,3364
Sun,2023/08/12 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,1,16,3,3365
Sun,2023/08/12 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,20,1,3366
Sun,2023/08/12 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,150,13,3367
Sun,2023/08/12 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,70,6,3368
Sun,2023/08/12 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,23,4,3369
Mon,2023/08/13 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,29,292,96,3370
Mon,2023/08/13 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,18,604,331,3371
Mon,2023/08/13 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,17,221,1149,3372
Mon,2023/08/13 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,17,568,272,3373
Mon,2023/08/13 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,17,573,251,3374
Mon,2023/08/13 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,16,520,309,3375
Mon,2023/08/13 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,15,546,288,3376
Mon,2023/08/13 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,15,467,246,3377
Mon,2023/08/13 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,15,110,71,3378
Mon,2023/08/13 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,13,473,103,3379
Mon,2023/08/13 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,10,390,250,3380
Mon,2023/08/13 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,6,46,37,3381
Mon,2023/08/13 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,5,207,31,3382
Mon,2023/08/13 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,4,224,6,3383
Mon,2023/08/13 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,3,305,195,3384
Mon,2023/08/13 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,2,15,24,3385
Mon,2023/08/13 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,2,188,11,3386
Mon,2023/08/13 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,2,139,10,3387
Mon,2023/08/13 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,2,120,4,3388
Mon,2023/08/13 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,1,15,15,3389
Mon,2023/08/13 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,0,351,181,3390
Mon,2023/08/13 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,3,16,3391
Mon,2023/08/13 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,0,90,8,3392
Mon,2023/08/13 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,74,2,3393
Tue,2023/08/14 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,27,693,2062,3394
Tue,2023/08/14 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,25,544,1159,3395
Tue,2023/08/14 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,23,661,1631,3396
Tue,2023/08/14 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,22,197,61,3397
Tue,2023/08/14 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,19,293,146,3398
Tue,2023/08/14 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,4,641,50,3399
Wed,2023/08/22 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,94,2,3400
Mon,2023/08/20 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,1,726,16,3401
Thu,2023/08/16 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,2,412,13,3402
Tue,2023/08/14 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,4,35,35,3403
Fri,2023/08/10 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,10,110,83,3404
Wed,2023/08/22 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,21,2,3405
Mon,2023/08/20 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,16,4,3406
Thu,2023/08/16 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,1,102,24,3407
Tue,2023/08/14 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,4,437,29,3408
Fri,2023/08/10 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,9,1322,27,3409
Thu,2023/08/23 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,14,779,5,3410
Mon,2023/08/20 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,23,1,3411
Thu,2023/08/16 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,1,286,15,3412
Tue,2023/08/14 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,4,19,17,3413
Fri,2023/08/10 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,8,1095,10,3414
Thu,2023/08/23 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,14,835,4,3415
Mon,2023/08/20 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,13,1,3416
Tue,2023/08/21 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,24,924,6,3417
Tue,2023/08/21 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,19,215,88,3418
Tue,2023/08/21 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,16,321,81,3419
Tue,2023/08/21 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,14,524,17,3420
Tue,2023/08/21 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,14,897,4,3421
Tue,2023/08/21 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,12,371,31,3422
Tue,2023/08/21 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,12,433,13,3423
Tue,2023/08/21 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,11,753,5,3424
Tue,2023/08/21 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,9,602,10,3425
Tue,2023/08/21 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,9,900,7,3426
Tue,2023/08/21 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,9,1004,4,3427
Tue,2023/08/21 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,9,752,2,3428
Tue,2023/08/21 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,7,317,29,3429
Tue,2023/08/21 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,7,472,25,3430
Tue,2023/08/21 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,3,119,62,3431
Tue,2023/08/21 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,3,539,5,3432
Tue,2023/08/21 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,3,37,2,3433
Tue,2023/08/21 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,2,66,30,3434
Tue,2023/08/21 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,1,55,42,3435
Tue,2023/08/21 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,1,592,19,3436
Tue,2023/08/21 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,11,3,3437
Tue,2023/08/21 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,18,14,3438
Tue,2023/08/21 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,0,125,8,3439
Tue,2023/08/21 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,16,4,3440
Wed,2023/08/22 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,13,794,5,3441
Wed,2023/08/22 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,10,848,3,3442
Wed,2023/08/22 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,10,756,3,3443
Wed,2023/08/22 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,8,355,14,3444
Wed,2023/08/22 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,7,380,56,3445
Wed,2023/08/22 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,7,614,6,3446
Wed,2023/08/22 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,7,534,5,3447
Wed,2023/08/22 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,6,498,9,3448
Wed,2023/08/22 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,6,838,4,3449
Wed,2023/08/22 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,5,433,15,3450
Wed,2023/08/22 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,5,126,2,3451
Wed,2023/08/22 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,5,39,2,3452
Wed,2023/08/22 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,5,743,1,3453
Thu,2023/08/23 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,12,674,6,3454
Fri,2023/08/10 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,7,678,190,3455
Tue,2023/08/14 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,2,11,21,3456
Thu,2023/08/23 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,11,703,9,3457
Fri,2023/08/10 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,4,44,14,3458
Tue,2023/08/14 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,2,18,17,3459
Thu,2023/08/23 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,10,699,8,3460
Fri,2023/08/10 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,4,667,9,3461
Tue,2023/08/14 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,100,4,3462
Thu,2023/08/23 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,10,680,6,3463
Fri,2023/08/10 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,2,882,30,3464
Tue,2023/08/14 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,66,4,3465
Thu,2023/08/23 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,10,783,2,3466
Thu,2023/08/16 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,221,9,3467
Fri,2023/08/10 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,15,5,3468
Tue,2023/08/14 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,164,3,3469
Thu,2023/08/23 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,9,784,1,3470
Thu,2023/08/16 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,1,116,5,3471
Fri,2023/08/10 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,253,14,3472
Wed,2023/08/15 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,15,714,20,3473
Wed,2023/08/15 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,14,863,14,3474
Wed,2023/08/15 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,12,860,34,3475
Wed,2023/08/15 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,10,49,46,3476
Wed,2023/08/15 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,10,921,31,3477
Wed,2023/08/15 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,9,137,31,3478
Wed,2023/08/15 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,7,400,44,3479
Wed,2023/08/15 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,7,607,27,3480
Wed,2023/08/15 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,6,27,34,3481
Wed,2023/08/15 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,6,665,18,3482
Wed,2023/08/15 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,5,412,26,3483
Wed,2023/08/15 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,5,724,13,3484
Wed,2023/08/15 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,4,443,29,3485
Wed,2023/08/15 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,3,714,35,3486
Wed,2023/08/15 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,3,136,30,3487
Wed,2023/08/15 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,3,478,23,3488
Wed,2023/08/15 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,3,616,12,3489
Wed,2023/08/15 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,2,89,31,3490
Wed,2023/08/15 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,2,170,8,3491
Wed,2023/08/15 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,1,12,26,3492
Wed,2023/08/15 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,1,782,9,3493
Wed,2023/08/15 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,1,257,7,3494
Wed,2023/08/15 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,45,26,3495
Wed,2023/08/15 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,9,15,3496
Thu,2023/08/16 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,31,645,193,3497
Thu,2023/08/16 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,29,485,130,3498
Thu,2023/08/16 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,28,750,177,3499
Thu,2023/08/16 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,21,962,160,3500
Thu,2023/08/16 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,20,679,201,3501
Thu,2023/08/16 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,17,323,88,3502
Thu,2023/08/16 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,16,847,16,3503
Fri,2023/08/10 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,160,10,3504
Thu,2023/08/16 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,0,175,11,3505
Thu,2023/08/23 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,8,313,9,3506
Fri,2023/08/10 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,106,10,3507
Thu,2023/08/16 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,16,6,3508
Thu,2023/08/23 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,5,429,21,3509
Fri,2023/08/10 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,7,6,3510
Fri,2023/08/17 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,29,613,154,3511
Thu,2023/08/23 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,5,529,6,3512
Fri,2023/08/10 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,6,3,3513
Fri,2023/08/17 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,28,318,113,3514
Thu,2023/08/23 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,2,482,26,3515
Sat,2023/08/11 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,28,1254,153,3516
Fri,2023/08/17 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,25,846,186,3517
Thu,2023/08/23 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,2,137,24,3518
Sat,2023/08/11 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,26,762,166,3519
Fri,2023/08/17 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,14,541,99,3520
Thu,2023/08/23 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,2,30,23,3521
Sat,2023/08/11 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,17,1132,129,3522
Fri,2023/08/17 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,14,501,90,3523
Thu,2023/08/23 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,2,346,21,3524
Sat,2023/08/11 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,17,376,112,3525
Fri,2023/08/17 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,13,452,145,3526
Thu,2023/08/23 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,2,99,15,3527
Sat,2023/08/11 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,15,1357,55,3528
Fri,2023/08/17 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,13,632,87,3529
Thu,2023/08/23 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,2,370,6,3530
Thu,2023/08/23 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,1,424,26,3531
Thu,2023/08/23 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,1,373,13,3532
Thu,2023/08/23 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,229,8,3533
Thu,2023/08/23 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,103,23,3534
Thu,2023/08/23 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,16,15,3535
Thu,2023/08/23 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,32,14,3536
Thu,2023/08/23 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,112,6,3537
Fri,2023/08/24 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,24,810,288,3538
Fri,2023/08/24 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,18,772,93,3539
Fri,2023/08/24 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,17,412,133,3540
Fri,2023/08/24 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,16,717,228,3541
Fri,2023/08/24 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,16,891,98,3542
Fri,2023/08/24 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,15,359,82,3543
Fri,2023/08/24 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,12,908,17,3544
Fri,2023/08/24 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,10,1096,18,3545
Fri,2023/08/24 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,10,570,10,3546
Fri,2023/08/24 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,9,676,193,3547
Fri,2023/08/24 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,7,114,66,3548
Fri,2023/08/24 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,6,23,27,3549
Fri,2023/08/24 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,6,888,13,3550
Fri,2023/08/24 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,4,414,89,3551
Fri,2023/08/24 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,4,479,81,3552
Fri,2023/08/17 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,13,94,56,3553
Sat,2023/08/11 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,12,234,83,3554
Fri,2023/08/17 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,12,901,12,3555
Sat,2023/08/11 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,8,1530,184,3556
Fri,2023/08/17 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,9,731,104,3557
Sat,2023/08/11 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,5,1234,115,3558
Fri,2023/08/17 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,9,876,34,3559
Sat,2023/08/11 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,4,791,13,3560
Fri,2023/08/17 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,8,34,47,3561
Sat,2023/08/11 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,3,928,124,3562
Fri,2023/08/17 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,6,1033,18,3563
Sat,2023/08/11 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,3,625,38,3564
Fri,2023/08/17 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,5,851,24,3565
Sat,2023/08/11 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,3,689,20,3566
Fri,2023/08/17 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,5,909,13,3567
Sat,2023/08/11 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,3,365,19,3568
Fri,2023/08/17 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,5,953,11,3569
Sat,2023/08/11 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,3,161,16,3570
Fri,2023/08/17 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,4,239,16,3571
Sat,2023/08/11 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,3,70,16,3572
