Day,Date,Hour,Source,F__of_Bicycles,F__of_People,F__of_Road_Vehicles,FID
Sat,2023/12/02 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,6,2965,82,1
Fri,2023/12/01 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,70,530,1521,2
Sat,2023/12/02 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,6,2644,7,3
Fri,2023/12/01 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,45,514,270,4
Fri,2023/12/01 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,44,648,295,5
Sat,2023/12/02 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,5,1263,1813,6
Fri,2023/12/01 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,42,3288,19,7
Fri,2023/12/01 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,40,290,1379,8
Sat,2023/12/02 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,5,1394,1644,9
Fri,2023/12/01 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,37,476,212,10
Sat,2023/12/02 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,5,496,908,11
Sat,2023/12/02 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,5,235,500,12
Fri,2023/12/01 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,36,938,244,13
Fri,2023/12/01 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,36,578,208,14
Sat,2023/12/02 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,5,193,411,15
Fri,2023/12/01 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,36,3620,28,16
Sat,2023/12/02 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,5,163,351,17
Sat,2023/12/02 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,5,905,315,18
Fri,2023/12/01 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,35,386,1499,19
Fri,2023/12/01 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,31,473,1357,20
Sat,2023/12/02 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,5,833,122,21
Sat,2023/12/02 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,5,2709,108,22
Fri,2023/12/01 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,28,493,1061,23
Fri,2023/12/01 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,28,486,258,24
Sat,2023/12/02 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,5,3189,82,25
Fri,2023/12/01 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,27,265,971,26
Fri,2023/12/01 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,24,114,1144,27
Sat,2023/12/02 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,5,558,65,28
Fri,2023/12/01 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,22,874,198,29
Fri,2023/12/01 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,21,3701,13,30
Sat,2023/12/02 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,5,498,45,31
Sat,2023/12/02 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,5,1942,10,32
Fri,2023/12/01 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,20,347,1074,33
Fri,2023/12/01 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,19,519,39,34
Sat,2023/12/02 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,4,1436,1590,35
Fri,2023/12/01 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,18,1860,20,36
Sat,2023/12/02 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,4,547,919,37
Sat,2023/12/02 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,4,552,583,38
Fri,2023/12/01 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,17,475,230,39
Sat,2023/12/02 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,4,24,306,40
Fri,2023/12/01 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,16,530,1249,41
Fri,2023/12/01 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,16,422,1085,42
Sat,2023/12/02 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,4,268,282,43
Fri,2023/12/01 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,16,2576,27,44
Sat,2023/12/02 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,4,28,162,45
Sat,2023/12/02 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,4,716,90,46
Fri,2023/12/01 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,15,454,231,47
Fri,2023/12/01 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,14,2309,65,48
Sat,2023/12/02 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,4,1536,72,49
Sat,2023/12/02 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,4,532,47,50
Fri,2023/12/01 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,14,3674,6,51
Fri,2023/12/01 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,13,342,162,52
Sat,2023/12/02 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,4,2573,45,53
Sat,2023/12/02 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,4,294,21,54
Fri,2023/12/01 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,13,3348,15,55
Fri,2023/12/01 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,13,1011,13,56
Sat,2023/12/02 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,4,742,11,57
Sat,2023/12/02 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,4,693,5,58
Fri,2023/12/01 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,13,3528,11,59
Fri,2023/12/01 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,12,457,1182,60
Sat,2023/12/02 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,4,1236,3,61
Fri,2023/12/01 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,12,314,165,62
Sat,2023/12/02 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,3,621,1637,63
Sat,2023/12/02 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,3,1558,1604,64
Sat,2023/12/02 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,3,258,942,65
Sat,2023/12/02 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,3,515,577,66
Sat,2023/12/02 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,3,961,467,67
Sat,2023/12/02 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,3,555,411,68
Sat,2023/12/02 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,3,447,405,69
Sat,2023/12/02 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,3,295,359,70
Sat,2023/12/02 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,3,212,292,71
Sat,2023/12/02 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,3,274,271,72
Sat,2023/12/02 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,3,315,153,73
Sat,2023/12/02 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,3,26,101,74
Sat,2023/12/02 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,3,419,70,75
Sat,2023/12/02 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,3,45,58,76
Sat,2023/12/02 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,3,359,53,77
Sat,2023/12/02 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,3,1042,14,78
Sat,2023/12/02 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,2,562,1422,79
Sat,2023/12/02 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,2,794,1166,80
Sat,2023/12/02 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,2,473,962,81
Sat,2023/12/02 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,2,239,763,82
Sat,2023/12/02 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,2,447,599,83
Fri,2023/12/01 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,12,2750,158,84
Fri,2023/12/01 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,12,1721,33,85
Fri,2023/12/01 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,11,630,1377,86
Fri,2023/12/01 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,10,86,578,87
Fri,2023/12/01 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,10,2560,42,88
Fri,2023/12/01 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,9,889,1422,89
Fri,2023/12/01 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,9,631,244,90
Fri,2023/12/01 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,8,1075,1483,91
Fri,2023/12/01 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,8,337,207,92
Fri,2023/12/01 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,7,491,1354,93
Fri,2023/12/01 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,7,115,653,94
Fri,2023/12/01 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,7,946,289,95
Fri,2023/12/01 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,7,441,249,96
Fri,2023/12/01 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,7,738,208,97
Fri,2023/12/01 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,6,956,1276,98
Fri,2023/12/01 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,6,32,460,99
Fri,2023/12/01 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,6,613,256,100
Sat,2023/12/02 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,0,189,234,101
Sat,2023/12/02 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,77,233,102
Sat,2023/12/02 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,0,585,227,103
Sat,2023/12/02 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,0,2,188,104
Sat,2023/12/02 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,8,178,105
Sat,2023/12/02 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,313,163,106
Sat,2023/12/02 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,0,0,142,107
Sat,2023/12/02 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,0,28,135,108
Sat,2023/12/02 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,40,134,109
Sat,2023/12/02 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,69,128,110
Sat,2023/12/02 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,7,110,111
Sat,2023/12/02 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,20,109,112
Sat,2023/12/02 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,89,104,113
Sat,2023/12/02 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,7,95,114
Sat,2023/12/02 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,330,90,115
Sat,2023/12/02 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,4,88,116
Sat,2023/12/02 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,0,8,83,117
Sat,2023/12/02 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,308,82,118
Sat,2023/12/02 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,73,80,119
Sat,2023/12/02 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,214,77,120
Fri,2023/12/01 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,1,68,1234,121
Sat,2023/12/02 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,299,73,122
Sat,2023/12/02 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,149,72,123
Sat,2023/12/02 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,280,65,124
Sat,2023/12/02 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,17,65,125
Sat,2023/12/02 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,87,62,126
Sat,2023/12/02 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,6,62,127
Sat,2023/12/02 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,104,61,128
Sat,2023/12/02 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,270,58,129
Sat,2023/12/02 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,265,56,130
Sat,2023/12/02 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,328,55,131
Sat,2023/12/02 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,0,662,54,132
Sat,2023/12/02 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,99,53,133
Sat,2023/12/02 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,0,742,51,134
Sat,2023/12/02 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,42,51,135
Sat,2023/12/02 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,28,51,136
Sat,2023/12/02 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,19,49,137
Sat,2023/12/02 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,4,48,138
Sat,2023/12/02 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,122,39,139
Sat,2023/12/02 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,15,37,140
Sat,2023/12/02 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,0,62,36,141
Sat,2023/12/02 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,9,36,142
Sat,2023/12/02 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,0,587,33,143
Sat,2023/12/02 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,8,31,144
Sat,2023/12/02 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,2,31,145
Sat,2023/12/02 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,0,134,28,146
Sat,2023/12/02 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,0,196,27,147
Sat,2023/12/02 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,0,788,19,148
Sat,2023/12/02 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,12,17,149
Sat,2023/12/02 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,36,16,150
Sat,2023/12/02 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,0,34,15,151
Fri,2023/12/01 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,1,434,674,152
Fri,2023/12/01 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,1,417,609,153
Fri,2023/12/01 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,1,500,559,154
Fri,2023/12/01 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,1,109,383,155
Fri,2023/12/01 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,1,35,335,156
Fri,2023/12/01 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,1,484,321,157
Fri,2023/12/01 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,1,92,174,158
Fri,2023/12/01 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,1,40,163,159
Fri,2023/12/01 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,159,129,160
Fri,2023/12/01 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,1,270,125,161
Fri,2023/12/01 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,1,133,61,162
Fri,2023/12/01 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,372,58,163
Fri,2023/12/01 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,1,255,52,164
Fri,2023/12/01 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,1,479,42,165
Fri,2023/12/01 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,1,112,14,166
Fri,2023/12/01 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,1,12,3,167
Fri,2023/12/01 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,261,492,168
Fri,2023/12/01 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,193,335,169
Fri,2023/12/01 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,0,152,285,170
Fri,2023/12/01 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,38,198,171
Fri,2023/12/01 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,33,168,172
Fri,2023/12/01 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,92,159,173
Fri,2023/12/01 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,322,126,174
Fri,2023/12/01 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,173,114,175
Fri,2023/12/01 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,22,109,176
Fri,2023/12/01 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,192,100,177
Fri,2023/12/01 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,40,100,178
Fri,2023/12/01 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,0,1104,98,179
Sat,2023/12/02 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,323,14,180
Fri,2023/12/01 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,30,90,181
Fri,2023/12/01 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,16,87,182
Fri,2023/12/01 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,19,82,183
Fri,2023/12/01 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,312,80,184
Fri,2023/12/01 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,48,75,185
Fri,2023/12/01 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,19,68,186
Fri,2023/12/01 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,9,65,187
Fri,2023/12/01 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,6,64,188
Fri,2023/12/01 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,303,63,189
Fri,2023/12/01 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,31,63,190
Fri,2023/12/01 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,150,60,191
Fri,2023/12/01 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,160,51,192
Fri,2023/12/01 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,19,50,193
Fri,2023/12/01 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,190,40,194
Fri,2023/12/01 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,0,887,39,195
Fri,2023/12/01 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,43,39,196
Fri,2023/12/01 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,0,286,38,197
Fri,2023/12/01 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,86,30,198
Fri,2023/12/01 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,52,29,199
Fri,2023/12/01 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,148,26,200
Fri,2023/12/01 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,10,26,201
Sat,2023/12/02 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,39,13,202
Sat,2023/12/02 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,26,11,203
Sat,2023/12/02 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,0,83,8,204
Sat,2023/12/02 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,0,97,7,205
Sat,2023/12/02 00:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,0,53,2,206
Sat,2023/12/02 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,45,2,207
Sat,2023/12/02 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,0,17,2,208
Sat,2023/12/02 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,0,28,1,209
Sat,2023/12/02 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,7,1,210
Sat,2023/12/02 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,0,58,0,211
Sun,2023/12/03 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,63,198,888,212
Sun,2023/12/03 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,48,204,874,213
Sun,2023/12/03 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,27,2065,131,214
Sun,2023/12/03 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,26,4156,58,215
Sun,2023/12/03 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,24,3823,56,216
Sun,2023/12/03 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,24,3989,43,217
Sun,2023/12/03 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,21,2372,138,218
Sun,2023/12/03 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,20,45,654,219
Sun,2023/12/03 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,20,3952,54,220
Sun,2023/12/03 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,19,226,880,221
Sun,2023/12/03 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,17,234,896,222
Sun,2023/12/03 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,16,333,809,223
Sun,2023/12/03 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,16,34,539,224
Sun,2023/12/03 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,14,208,762,225
Sun,2023/12/03 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,13,658,1731,226
Sun,2023/12/03 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,13,1341,103,227
Sun,2023/12/03 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,13,395,76,228
Sun,2023/12/03 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,11,207,802,229
Sun,2023/12/03 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,10,792,1693,230
Sun,2023/12/03 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,9,26,494,231
Sun,2023/12/03 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,9,507,189,232
Sun,2023/12/03 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,9,267,151,233
Sun,2023/12/03 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,9,2238,143,234
Sun,2023/12/03 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,9,2806,37,235
Sun,2023/12/03 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,8,796,220,236
Sun,2023/12/03 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,8,1888,128,237
Sun,2023/12/03 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,8,947,108,238
Sun,2023/12/03 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,8,1548,106,239
Sun,2023/12/03 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,8,154,100,240
Sun,2023/12/03 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,7,688,1382,241
Sun,2023/12/03 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,7,176,715,242
Sun,2023/12/03 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,7,112,86,243
Sun,2023/12/03 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,6,520,1082,244
Sun,2023/12/03 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,6,610,1018,245
Sun,2023/12/03 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,6,32,386,246
Sun,2023/12/03 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,6,353,383,247
Sun,2023/12/03 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,6,111,371,248
Sun,2023/12/03 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,6,643,233,249
Sun,2023/12/03 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,5,657,1624,250
Fri,2023/12/01 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,204,25,251
Fri,2023/12/01 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,22,25,252
Fri,2023/12/01 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,0,725,23,253
Fri,2023/12/01 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,47,23,254
Fri,2023/12/01 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,71,20,255
Fri,2023/12/01 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,0,170,17,256
Fri,2023/12/01 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,99,12,257
Fri,2023/12/01 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,19,12,258
Fri,2023/12/01 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,12,10,259
Fri,2023/12/01 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,0,258,8,260
Fri,2023/12/01 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,0,399,7,261
Fri,2023/12/01 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,259,7,262
Fri,2023/12/01 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,42,6,263
