Day,Date,Hour,Source,F__of_Bicycles,F__of_People,F__of_Road_Vehicles,FID
Wed,2024/02/07 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,8,61,504,1409
Tue,2024/02/06 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,9,1581,172,1410
Fri,2024/02/16 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,10,872,1257,1411
Tue,2024/02/13 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,8,904,495,1412
Mon,2024/02/05 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,8,270,1232,1413
Tue,2024/02/06 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,9,398,169,1414
Wed,2024/02/28 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,10,477,1242,1415
Sat,2024/02/24 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,8,1551,483,1416
Tue,2024/02/20 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,8,505,1225,1417
Wed,2024/02/07 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,9,236,163,1418
Sun,2024/02/11 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,10,268,1120,1419
Mon,2024/02/19 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,8,64,423,1420
Thu,2024/02/08 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,8,562,1224,1421
Wed,2024/02/28 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,11,1153,45,1422
Fri,2024/02/09 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,9,2130,162,1423
Mon,2024/02/19 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,10,106,1112,1424
Fri,2024/02/23 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,8,1032,420,1425
Thu,2024/02/08 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,8,83,1206,1426
Sat,2024/02/10 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,11,1635,42,1427
Mon,2024/02/05 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,9,608,142,1428
Sun,2024/02/11 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,10,307,1087,1429
Sun,2024/02/18 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,8,577,412,1430
Fri,2024/02/02 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,8,109,1204,1431
Tue,2024/02/27 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,11,1914,41,1432
Thu,2024/02/15 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,9,808,135,1433
Sun,2024/02/25 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,10,498,1083,1434
Wed,2024/02/14 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,8,855,402,1435
Tue,2024/02/27 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,8,658,1185,1436
Thu,2024/02/08 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,11,1226,39,1437
Thu,2024/02/29 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,8,930,1172,1438
Wed,2024/02/14 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,10,299,1064,1439
Sun,2024/02/04 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,8,427,1156,1440
Sun,2024/02/04 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,9,303,133,1441
Fri,2024/02/16 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,8,55,361,1442
Wed,2024/02/07 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,11,259,34,1443
Sat,2024/02/24 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,8,520,1118,1444
Fri,2024/02/02 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,10,84,954,1445
Mon,2024/02/05 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,8,29,359,1446
Sat,2024/02/24 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,11,1261,33,1447
Sat,2024/02/10 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,8,123,1086,1448
Fri,2024/02/23 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,10,311,934,1449
Fri,2024/02/09 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,8,682,357,1450
Wed,2024/02/14 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,11,2715,28,1451
Sat,2024/02/10 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,8,240,1061,1452
Thu,2024/02/22 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,10,276,874,1453
Thu,2024/02/29 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,8,827,349,1454
Sun,2024/02/18 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,11,362,26,1455
Sun,2024/02/25 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,8,319,1047,1456
Fri,2024/02/02 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,10,265,873,1457
Sat,2024/02/10 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,8,12,342,1458
Thu,2024/02/01 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,11,1304,26,1459
Fri,2024/02/02 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,8,140,1037,1460
Sun,2024/02/04 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,10,306,849,1461
Sun,2024/02/25 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,8,30,337,1462
Tue,2024/02/13 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,11,679,18,1463
Sat,2024/02/17 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,8,204,1030,1464
Mon,2024/02/05 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,10,135,836,1465
Tue,2024/02/06 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,8,31,307,1466
Thu,2024/02/29 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,11,767,15,1467
Sun,2024/02/25 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,8,460,1017,1468
Sat,2024/02/03 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,10,38,803,1469
Tue,2024/02/20 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,8,36,291,1470
Thu,2024/02/15 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,11,859,14,1471
Wed,2024/02/07 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,8,322,979,1472
Mon,2024/02/05 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,10,92,799,1473
Sun,2024/02/11 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,8,1562,286,1474
Thu,2024/02/22 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,11,1440,12,1475
Sun,2024/02/25 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,8,516,957,1476
Sun,2024/02/04 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,10,369,757,1477
Thu,2024/02/15 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,8,2597,275,1478
Fri,2024/02/23 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,11,2017,11,1479
Sun,2024/02/04 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,8,346,918,1480
Thu,2024/02/08 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,10,99,735,1481
Thu,2024/02/22 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,8,37,264,1482
Mon,2024/02/19 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,11,1835,10,1483
Sun,2024/02/04 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,8,393,905,1484
Fri,2024/02/23 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,10,266,682,1485
Sat,2024/02/03 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,8,1122,238,1486
Sun,2024/02/25 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,11,1224,9,1487
Sun,2024/02/25 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,8,390,769,1488
Fri,2024/02/02 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,10,283,669,1489
Sat,2024/02/03 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,8,720,238,1490
Wed,2024/02/07 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,11,2026,5,1491
Sat,2024/02/03 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,8,364,760,1492
Sun,2024/02/11 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,10,345,666,1493
Fri,2024/02/16 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,8,428,233,1494
Wed,2024/02/14 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,10,614,2199,1495
Sun,2024/02/11 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,8,615,754,1496
Sat,2024/02/03 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,10,164,649,1497
Fri,2024/02/09 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,8,611,224,1498
Fri,2024/02/09 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,8,637,214,1499
Sat,2024/02/10 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,8,2145,212,1500
Sat,2024/02/03 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,8,871,194,1501
Fri,2024/02/09 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,8,345,191,1502
Sat,2024/02/10 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,8,435,177,1503
Mon,2024/02/26 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,8,408,174,1504
Fri,2024/02/09 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,8,1995,173,1505
Mon,2024/02/26 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,8,412,171,1506
Wed,2024/02/07 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,8,1352,170,1507
Sun,2024/02/11 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,8,883,159,1508
Wed,2024/02/21 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,8,660,155,1509
Sat,2024/02/10 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,8,276,140,1510
Thu,2024/02/01 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,8,396,139,1511
Sun,2024/02/18 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,8,342,128,1512
Thu,2024/02/15 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,8,2420,127,1513
Tue,2024/02/13 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,8,1036,127,1514
Tue,2024/02/06 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,8,1152,121,1515
Fri,2024/02/23 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,8,739,111,1516
Wed,2024/02/07 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,8,398,111,1517
Sat,2024/02/03 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,8,1152,105,1518
Sun,2024/02/18 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,8,242,105,1519
Sun,2024/02/25 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,8,1138,104,1520
Sat,2024/02/03 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,8,270,102,1521
Mon,2024/02/19 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,8,678,99,1522
Fri,2024/02/23 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,8,595,97,1523
Sun,2024/02/04 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,8,83,97,1524
Mon,2024/02/19 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,8,112,92,1525
Sun,2024/02/25 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,8,258,88,1526
Thu,2024/02/01 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,10,801,2143,1527
Sun,2024/02/04 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,10,229,618,1528
Sun,2024/02/11 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,8,602,705,1529
Fri,2024/02/02 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,10,565,2132,1530
Sun,2024/02/04 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,10,303,608,1531
Sat,2024/02/24 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,8,292,645,1532
Tue,2024/02/27 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,10,873,2089,1533
Sun,2024/02/25 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,10,39,583,1534
Wed,2024/02/28 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,8,110,631,1535
Fri,2024/02/23 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,10,830,2062,1536
Sat,2024/02/10 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,10,49,578,1537
Sat,2024/02/03 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,8,272,588,1538
Fri,2024/02/09 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,10,749,2032,1539
Sat,2024/02/17 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,10,229,565,1540
Tue,2024/02/27 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,8,72,573,1541
Sun,2024/02/25 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,10,794,2031,1542
Sat,2024/02/24 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,10,371,558,1543
Sat,2024/02/03 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,8,59,545,1544
Mon,2024/02/12 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,10,689,2007,1545
Tue,2024/02/06 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,8,94,535,1546
Thu,2024/02/22 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,10,728,1953,1547
Wed,2024/02/21 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,8,85,529,1548
Thu,2024/02/15 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,10,537,1931,1549
Wed,2024/02/21 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,10,484,1908,1550
Thu,2024/02/08 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,9,554,120,1551
Wed,2024/02/07 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,9,212,116,1552
Tue,2024/02/13 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,9,1658,105,1553
Sat,2024/02/17 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,9,2056,87,1554
Sat,2024/02/03 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,9,374,82,1555
Mon,2024/02/12 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,9,271,75,1556
Tue,2024/02/27 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,9,951,69,1557
Mon,2024/02/19 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,9,832,65,1558
Sun,2024/02/18 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,9,397,60,1559
Wed,2024/02/14 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,9,1358,52,1560
Sat,2024/02/24 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,9,1155,50,1561
Tue,2024/02/06 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,9,548,48,1562
Tue,2024/02/27 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,9,1324,46,1563
Sun,2024/02/04 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,9,997,45,1564
Tue,2024/02/13 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,9,316,37,1565
Sun,2024/02/11 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,9,128,33,1566
Mon,2024/02/26 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,9,1147,29,1567
Sun,2024/02/04 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,9,491,29,1568
Sat,2024/02/24 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,9,1147,26,1569
Thu,2024/02/01 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,9,2283,24,1570
Fri,2024/02/16 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,9,897,22,1571
Mon,2024/02/12 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,9,1207,18,1572
Thu,2024/02/29 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,9,740,14,1573
Mon,2024/02/12 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,9,2034,13,1574
Wed,2024/02/21 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,9,1734,12,1575
Fri,2024/02/23 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,9,1345,11,1576
Wed,2024/02/28 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,9,1643,11,1577
Wed,2024/02/21 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,9,486,9,1578
Sun,2024/02/18 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,9,1513,7,1579
Sun,2024/02/18 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,9,103,6,1580
Sun,2024/02/04 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,9,1420,4,1581
Tue,2024/02/13 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,9,167,3,1582
Tue,2024/02/13 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,8,790,2546,1583
Thu,2024/02/22 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,8,552,2469,1584
Mon,2024/02/12 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,8,1064,2379,1585
Mon,2024/02/26 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,8,738,2356,1586
Fri,2024/02/02 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,8,1323,2330,1587
Wed,2024/02/21 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,8,494,2298,1588
Fri,2024/02/23 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,8,1158,2297,1589
Fri,2024/02/09 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,8,831,2282,1590
Thu,2024/02/15 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,8,1370,2202,1591
Wed,2024/02/14 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,8,429,2186,1592
Thu,2024/02/22 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,8,582,2126,1593
Mon,2024/02/12 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,8,889,2076,1594
Tue,2024/02/13 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,8,971,1977,1595
Wed,2024/02/21 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,8,1087,1972,1596
Fri,2024/02/09 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,8,629,1969,1597
Mon,2024/02/26 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,8,670,1965,1598
Thu,2024/02/01 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,8,704,1885,1599
Wed,2024/02/21 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,8,890,1872,1600
Mon,2024/02/19 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,8,160,83,1601
Mon,2024/02/05 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,8,1453,81,1602
Sun,2024/02/25 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,8,376,78,1603
Tue,2024/02/27 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,8,1831,78,1604
Thu,2024/02/22 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,8,659,62,1605
Mon,2024/02/26 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,8,821,57,1606
Fri,2024/02/23 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,8,478,55,1607
Sun,2024/02/04 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,8,883,53,1608
Tue,2024/02/20 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,8,479,48,1609
Sun,2024/02/11 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,8,354,45,1610
Wed,2024/02/28 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,8,378,38,1611
Sun,2024/02/11 00:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,8,631,37,1612
Mon,2024/02/19 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,8,1690,29,1613
Sun,2024/02/25 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,8,492,27,1614
Fri,2024/02/23 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,8,878,26,1615
Fri,2024/02/16 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,8,692,25,1616
Tue,2024/02/20 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,8,2819,23,1617
Thu,2024/02/22 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,8,1983,22,1618
Mon,2024/02/26 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,8,405,21,1619
Fri,2024/02/16 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,8,647,19,1620
Sat,2024/02/10 00:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,8,1162,14,1621
Sun,2024/02/25 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,8,552,13,1622
Fri,2024/02/23 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,8,720,10,1623
Fri,2024/02/23 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,8,787,9,1624
Fri,2024/02/02 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,8,2090,8,1625
Mon,2024/02/05 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,8,975,8,1626
Sat,2024/02/24 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,8,399,8,1627
Thu,2024/02/22 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,8,1785,7,1628
Tue,2024/02/06 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,8,1960,7,1629
Tue,2024/02/20 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,8,916,7,1630
Sun,2024/02/18 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,8,666,6,1631
Thu,2024/02/01 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,8,1962,6,1632
Tue,2024/02/27 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,8,621,6,1633
Sun,2024/02/18 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,8,360,5,1634
Fri,2024/02/02 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,8,1383,3,1635
Sat,2024/02/24 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,8,1741,3,1636
Tue,2024/02/20 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,8,833,2,1637
Sat,2024/02/10 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,8,1191,1,1638
Tue,2024/02/27 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,7,627,2561,1639
Fri,2024/02/09 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,7,658,2387,1640
Wed,2024/02/14 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,7,879,2328,1641
Fri,2024/02/09 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,7,982,2162,1642
Thu,2024/02/22 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,7,1190,2093,1643
Fri,2024/02/23 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,7,879,2076,1644
Tue,2024/02/13 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,7,567,1825,1645
Thu,2024/02/01 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,7,478,1817,1646
Thu,2024/02/22 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,7,776,1788,1647
Mon,2024/02/12 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,7,570,1746,1648
Tue,2024/02/13 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,7,729,1746,1649
Mon,2024/02/26 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,7,677,1701,1650
Wed,2024/02/28 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,7,550,1674,1651
Tue,2024/02/13 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,6,1050,1948,1652
Thu,2024/02/29 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,7,696,1665,1653
Fri,2024/02/09 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,6,585,1940,1654
Mon,2024/02/12 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,7,446,1636,1655
Fri,2024/02/09 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,6,687,1923,1656
Sat,2024/02/03 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,7,1811,1582,1657
Tue,2024/02/27 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,6,710,1911,1658
Mon,2024/02/12 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,7,674,1544,1659
Fri,2024/02/23 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,6,377,1910,1660
Sat,2024/02/24 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,7,341,1493,1661
Wed,2024/02/28 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,6,657,1748,1662
Fri,2024/02/02 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,7,381,1457,1663
Mon,2024/02/05 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,6,650,1723,1664
Sat,2024/02/03 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,7,196,1412,1665
Tue,2024/02/20 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,6,906,1707,1666
