Day,Date,Hour,Source,F__of_Bicycles,F__of_People,F__of_Road_Vehicles,FID
Wed,2024/09/17 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,13,1436,4,1436
Wed,2024/09/10 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,13,552,1,1437
Thu,2024/09/18 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,12,766,2585,1438
Tue,2024/09/23 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,12,661,2181,1439
Sat,2024/09/06 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,12,394,1998,1440
Sun,2024/09/21 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,12,982,1978,1441
Mon,2024/09/01 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,12,733,1971,1442
Wed,2024/09/10 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,12,629,1894,1443
Sun,2024/09/21 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,12,779,1878,1444
Thu,2024/09/25 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,12,458,1868,1445
Sat,2024/09/20 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,12,741,1855,1446
Sun,2024/09/21 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,12,620,1781,1447
Sun,2024/09/07 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,12,556,1683,1448
Wed,2024/09/10 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,12,1094,1621,1449
Mon,2024/09/22 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,12,613,1597,1450
Wed,2024/09/17 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,12,722,1595,1451
Fri,2024/09/05 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,12,798,1572,1452
Tue,2024/09/02 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,12,300,1566,1453
Fri,2024/09/05 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,12,656,1525,1454
Sun,2024/09/21 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,12,344,1482,1455
Tue,2024/09/23 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,12,464,1436,1456
Sun,2024/08/31 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,12,408,1369,1457
Wed,2024/09/17 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,12,766,1327,1458
Sat,2024/09/13 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,12,585,1324,1459
Mon,2024/09/22 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,12,613,1279,1460
Mon,2024/09/22 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,12,337,1219,1461
Fri,2024/09/12 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,12,792,1173,1462
Sun,2024/09/28 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,12,456,1170,1463
Fri,2024/09/05 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,12,693,1078,1464
Tue,2024/09/09 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,12,156,979,1465
Fri,2024/09/05 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,12,147,829,1466
Fri,2024/09/12 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,12,495,801,1467
Fri,2024/09/19 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,12,319,797,1468
Fri,2024/09/05 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,12,151,785,1469
Fri,2024/09/12 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,12,196,776,1470
Mon,2024/09/22 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,12,195,772,1471
Thu,2024/09/04 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,12,113,724,1472
Wed,2024/09/10 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,12,203,710,1473
Thu,2024/09/04 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,12,112,689,1474
Wed,2024/09/24 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,12,498,631,1475
Wed,2024/09/24 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,12,1209,19,1476
Sun,2024/09/21 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,13,2005,208,1477
Thu,2024/09/25 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,12,1445,18,1478
Fri,2024/09/19 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,13,938,204,1479
Mon,2024/09/08 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,12,1045,17,1480
Mon,2024/09/08 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,13,1286,184,1481
Tue,2024/09/02 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,12,2070,16,1482
Thu,2024/09/18 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,13,467,181,1483
Mon,2024/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,12,432,12,1484
Sun,2024/09/21 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,13,1285,171,1485
Sun,2024/09/07 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,12,60,12,1486
Tue,2024/09/23 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,13,456,154,1487
Thu,2024/09/25 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,12,789,12,1488
Wed,2024/09/17 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,13,1112,142,1489
Sat,2024/09/27 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,12,946,11,1490
Fri,2024/09/05 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,13,799,141,1491
Sun,2024/09/07 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,13,747,135,1492
Tue,2024/09/16 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,13,1171,134,1493
Thu,2024/09/25 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,13,385,132,1494
Fri,2024/09/26 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,13,306,126,1495
Thu,2024/09/11 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,13,1099,126,1496
Mon,2024/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,13,682,116,1497
Sun,2024/09/21 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,13,60,113,1498
Mon,2024/09/22 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,13,144,90,1499
Sat,2024/09/20 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,13,1614,84,1500
Sat,2024/09/27 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,13,1572,79,1501
Mon,2024/09/15 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,13,1751,76,1502
Fri,2024/09/19 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,13,1187,74,1503
Fri,2024/09/12 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,13,313,71,1504
Mon,2024/09/29 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,13,1259,71,1505
Wed,2024/09/24 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,13,108,65,1506
Sat,2024/09/27 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,13,1644,60,1507
Tue,2024/09/16 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,13,326,53,1508
Mon,2024/09/01 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,13,588,51,1509
Sun,2024/08/31 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,13,1460,50,1510
Tue,2024/09/09 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,13,2552,42,1511
Mon,2024/09/29 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,13,682,36,1512
Sun,2024/08/31 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,13,1678,29,1513
Mon,2024/09/29 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,13,1991,27,1514
Fri,2024/09/19 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,13,2158,21,1515
Thu,2024/09/25 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,13,1193,18,1516
Tue,2024/09/02 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,13,1276,18,1517
Fri,2024/09/05 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,12,914,10,1518
Thu,2024/09/04 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,12,1986,10,1519
Tue,2024/09/02 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,12,739,10,1520
Wed,2024/09/10 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,12,396,10,1521
Sat,2024/09/27 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,12,1232,8,1522
Thu,2024/09/11 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,12,707,7,1523
Mon,2024/09/15 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,12,631,6,1524
Thu,2024/09/25 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,12,1451,3,1525
Tue,2024/09/09 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,11,801,2610,1526
Mon,2024/09/08 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,11,1722,2057,1527
Sun,2024/09/21 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,11,826,2003,1528
Mon,2024/09/08 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,11,386,1969,1529
Tue,2024/09/23 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,997,1957,1530
Tue,2024/09/09 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,11,506,1949,1531
Mon,2024/09/01 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,11,541,1907,1532
Mon,2024/09/22 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,741,1894,1533
Wed,2024/09/10 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,11,429,1873,1534
Sat,2024/09/20 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,11,646,1852,1535
Sat,2024/09/20 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,11,639,1850,1536
Tue,2024/09/09 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,11,1317,1802,1537
Sat,2024/09/20 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,11,711,1759,1538
Tue,2024/09/02 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,579,1679,1539
Fri,2024/09/12 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,11,675,1677,1540
Thu,2024/09/25 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,1079,1671,1541
Wed,2024/09/03 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,11,1000,1671,1542
Mon,2024/09/22 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,11,705,1654,1543
Mon,2024/09/15 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,11,570,1627,1544
Wed,2024/09/24 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,11,830,1620,1545
Fri,2024/09/12 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,11,644,1566,1546
Sun,2024/09/07 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,11,457,1565,1547
Tue,2024/09/23 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,11,829,1532,1548
Sun,2024/09/21 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,11,622,1521,1549
Thu,2024/09/25 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,11,543,1506,1550
Sat,2024/09/06 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,14,1690,15,1551
Tue,2024/09/09 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,14,616,15,1552
Wed,2024/09/24 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,14,1008,13,1553
Sun,2024/09/14 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,14,1283,12,1554
Wed,2024/09/03 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,14,2762,8,1555
Tue,2024/09/16 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,14,533,6,1556
Tue,2024/09/16 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,14,844,5,1557
Sat,2024/09/06 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,14,826,3,1558
Fri,2024/09/19 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,13,352,2175,1559
Thu,2024/09/04 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,13,578,2036,1560
Thu,2024/09/04 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,13,895,1991,1561
Sat,2024/09/20 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,13,763,1986,1562
Tue,2024/09/23 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,13,493,1962,1563
Fri,2024/09/05 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,13,573,1947,1564
Mon,2024/09/01 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,13,421,1913,1565
Tue,2024/09/23 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,13,840,1890,1566
Tue,2024/09/23 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,13,1029,1883,1567
Tue,2024/09/02 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,13,948,1872,1568
Thu,2024/09/04 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,13,615,1740,1569
Wed,2024/09/03 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,13,569,1739,1570
Tue,2024/09/02 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,13,343,1697,1571
Fri,2024/09/26 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,13,910,1692,1572
Wed,2024/09/03 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,13,983,1592,1573
Mon,2024/09/29 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,13,519,1591,1574
Mon,2024/09/29 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,13,786,1569,1575
Sun,2024/09/21 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,13,526,1559,1576
Fri,2024/09/26 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,13,689,1546,1577
Sat,2024/09/27 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,13,1137,1498,1578
Sun,2024/08/31 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,13,933,1497,1579
Wed,2024/09/10 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,976,1483,1580
Thu,2024/09/25 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,13,483,1465,1581
Sat,2024/09/13 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,13,431,1414,1582
Wed,2024/09/24 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,13,425,1403,1583
Wed,2024/09/17 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,13,702,1399,1584
Tue,2024/09/09 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,1011,1373,1585
Fri,2024/09/26 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,13,768,1342,1586
Tue,2024/09/09 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,13,163,1326,1587
Mon,2024/09/08 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,13,517,1290,1588
Tue,2024/09/16 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,13,760,1265,1589
Mon,2024/09/15 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,13,810,1254,1590
Thu,2024/09/11 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,13,295,1242,1591
Mon,2024/09/15 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,686,1238,1592
Mon,2024/09/15 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,13,630,1233,1593
Sun,2024/08/31 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,13,583,1186,1594
Sat,2024/09/27 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,13,227,1149,1595
Mon,2024/09/15 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,13,877,1140,1596
Wed,2024/09/03 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,13,171,1095,1597
Sat,2024/09/27 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,13,1138,1063,1598
Tue,2024/09/16 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,13,640,1043,1599
Sat,2024/09/20 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,13,544,987,1600
Sat,2024/09/06 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,10,327,111,1601
Thu,2024/09/18 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,10,794,101,1602
Tue,2024/09/02 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,10,142,98,1603
Mon,2024/09/01 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,10,298,82,1604
Tue,2024/09/23 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,10,126,82,1605
Wed,2024/09/17 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,10,1378,79,1606
Tue,2024/09/23 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,11,797,1392,1607
Sun,2024/09/21 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,11,516,151,1608
Thu,2024/09/25 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,9,156,539,1609
Sun,2024/09/21 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,10,159,753,1610
Mon,2024/09/01 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,10,2056,78,1611
Fri,2024/09/12 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,10,929,73,1612
Thu,2024/09/11 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,10,286,69,1613
Mon,2024/09/01 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,10,2481,64,1614
Fri,2024/09/26 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,10,788,61,1615
Sat,2024/09/27 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,10,1146,60,1616
Sat,2024/09/27 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,10,1023,56,1617
Fri,2024/09/19 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,10,967,51,1618
Tue,2024/09/02 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,10,276,51,1619
Thu,2024/09/18 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,10,347,48,1620
Mon,2024/09/22 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,10,557,39,1621
Sun,2024/09/14 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,10,557,39,1622
Thu,2024/09/04 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,10,483,37,1623
Wed,2024/09/10 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,10,559,35,1624
Fri,2024/09/05 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,10,960,29,1625
Mon,2024/09/08 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,10,610,27,1626
Wed,2024/09/10 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,10,993,27,1627
Sat,2024/09/27 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,10,1114,22,1628
Mon,2024/09/08 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,10,590,19,1629
Mon,2024/09/08 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,10,498,19,1630
Fri,2024/09/26 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,10,1948,16,1631
Thu,2024/09/18 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,10,1398,16,1632
Tue,2024/09/09 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,10,452,16,1633
Thu,2024/09/18 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,10,1646,15,1634
Thu,2024/09/04 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,10,807,15,1635
Thu,2024/09/04 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,10,537,15,1636
Fri,2024/09/05 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,10,1609,14,1637
Mon,2024/09/15 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,10,384,12,1638
Thu,2024/09/25 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,10,1548,12,1639
Tue,2024/09/02 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,10,1734,12,1640
Mon,2024/09/15 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,10,625,11,1641
Wed,2024/09/17 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,10,954,11,1642
Sat,2024/09/20 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,10,1048,10,1643
Sat,2024/09/27 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,10,1667,8,1644
Sun,2024/09/07 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,10,991,8,1645
Sat,2024/09/27 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,10,1369,7,1646
Sun,2024/09/07 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,10,520,7,1647
Sun,2024/09/21 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,10,221,7,1648
Tue,2024/09/16 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,10,791,7,1649
Sat,2024/09/27 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,10,482,6,1650
Sun,2024/09/07 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,10,780,6,1651
Thu,2024/09/04 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,10,363,6,1652
Sat,2024/09/13 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,10,365,5,1653
Thu,2024/09/25 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,10,1347,5,1654
Sun,2024/09/28 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,10,285,4,1655
Wed,2024/09/17 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,11,948,151,1656
Thu,2024/09/04 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,11,507,1377,1657
Thu,2024/09/11 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,10,647,4,1658
Tue,2024/09/16 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,10,204,726,1659
Mon,2024/09/01 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,9,839,486,1660
Sun,2024/09/28 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,11,220,143,1661
Tue,2024/09/09 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,11,508,1375,1662
Thu,2024/09/18 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,10,453,3,1663
Thu,2024/09/11 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,10,422,723,1664
Fri,2024/09/19 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,9,1394,433,1665
Tue,2024/09/23 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,11,511,136,1666
Mon,2024/09/01 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,11,381,1333,1667
Sun,2024/09/07 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,10,661,2,1668
Fri,2024/09/05 23:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,10,711,712,1669
Mon,2024/09/22 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,9,1058,412,1670
Sat,2024/09/13 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,9,134,411,1671
Wed,2024/09/24 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,9,748,410,1672
Sat,2024/09/20 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,9,1657,385,1673
Mon,2024/09/22 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,9,1001,357,1674
Wed,2024/09/03 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,9,442,355,1675
Fri,2024/09/19 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,9,776,351,1676
Thu,2024/09/04 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,9,846,351,1677
Thu,2024/09/04 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,9,455,335,1678
Fri,2024/09/12 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,9,786,326,1679
Mon,2024/09/29 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,9,1025,325,1680
Thu,2024/09/18 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,9,247,324,1681
Wed,2024/09/17 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,9,300,314,1682
Fri,2024/09/19 23:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,9,84,296,1683
Sat,2024/09/13 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,9,527,292,1684
Sun,2024/09/21 23:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,9,1171,274,1685
Mon,2024/09/15 23:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,9,81,260,1686
Thu,2024/09/04 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,9,565,254,1687
Sat,2024/09/20 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,9,939,248,1688
Sun,2024/09/28 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,9,90,244,1689
Sat,2024/09/13 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,9,458,233,1690
Wed,2024/09/24 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,9,1149,229,1691
Sun,2024/09/21 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,9,678,225,1692
