Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Sat,2023/10/06 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,42,288,906,893
Sat,2023/10/06 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,36,221,870,894
Sat,2023/10/06 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,33,301,1215,895
Sat,2023/10/06 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,26,80,753,896
Sat,2023/10/06 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,23,326,1169,897
Sat,2023/10/06 23:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,22,359,1143,898
Sat,2023/10/06 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,22,271,831,899
Sat,2023/10/06 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,20,351,976,900
Sat,2023/10/06 23:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,19,209,454,901
Sat,2023/10/06 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,16,539,1814,902
Sat,2023/10/06 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,16,1911,19,903
Fri,2023/10/05 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,48,1549,2448,904
Fri,2023/10/05 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,47,1187,1548,905
Fri,2023/10/05 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,46,1582,2052,906
Fri,2023/10/05 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,45,545,1737,907
Fri,2023/10/05 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,44,2796,144,908
Fri,2023/10/05 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,42,478,1435,909
Fri,2023/10/05 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,42,914,336,910
Fri,2023/10/05 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,39,1760,2667,911
Fri,2023/10/05 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,38,1170,2310,912
Fri,2023/10/05 23:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,38,420,1577,913
Fri,2023/10/05 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,37,180,1823,914
Fri,2023/10/05 23:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,37,118,819,915
Fri,2023/10/05 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,36,3547,188,916
Fri,2023/10/05 23:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,35,68,1331,917
Fri,2023/10/05 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,34,1287,225,918
Fri,2023/10/05 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,33,819,2108,919
Fri,2023/10/05 23:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,33,139,1192,920
Fri,2023/10/05 23:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,32,151,1085,921
Fri,2023/10/05 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,31,1256,2141,922
Fri,2023/10/05 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,31,521,1656,923
Fri,2023/10/05 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,31,2045,162,924
Fri,2023/10/05 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,29,1281,2339,925
Fri,2023/10/05 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,29,1194,2066,926
Fri,2023/10/05 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,29,848,1775,927
Fri,2023/10/05 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,29,811,1725,928
Fri,2023/10/05 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,29,2864,171,929
Fri,2023/10/05 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,28,577,1171,930
Fri,2023/10/05 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,28,2901,146,931
Fri,2023/10/05 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,26,747,1333,932
Fri,2023/10/05 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,25,1520,2344,933
Fri,2023/10/05 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,25,1487,1900,934
Fri,2023/10/05 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,25,513,1108,935
Fri,2023/10/05 23:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,25,133,913,936
Fri,2023/10/05 23:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,25,257,504,937
Fri,2023/10/05 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,24,964,2053,938
Fri,2023/10/05 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,23,76,2199,939
Fri,2023/10/05 23:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,23,443,1246,940
Fri,2023/10/05 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,23,2386,17,941
Fri,2023/10/05 23:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,22,77,1274,942
Fri,2023/10/05 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,22,640,1177,943
Fri,2023/10/05 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,21,670,1939,944
Fri,2023/10/05 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,20,799,1802,945
Fri,2023/10/05 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,20,880,25,946
Fri,2023/10/05 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,19,1628,117,947
Fri,2023/10/05 23:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,18,1287,437,948
Sat,2023/10/06 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,14,259,682,949
Fri,2023/10/05 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,18,2286,169,950
Fri,2023/10/05 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,16,350,1006,951
Sat,2023/10/06 23:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,13,1728,11,952
Fri,2023/10/05 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,18,825,7,953
Fri,2023/10/05 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,17,347,1216,954
Fri,2023/10/05 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,16,60,1464,955
Sat,2023/10/06 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,3,305,89,956
Sat,2023/10/06 23:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,13,2362,10,957
Sat,2023/10/06 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,3,92,50,958
Sat,2023/10/06 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,12,739,396,959
Sat,2023/10/06 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,3,415,9,960
Sat,2023/10/06 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,11,861,552,961
Sat,2023/10/06 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,3,312,2,962
Sat,2023/10/06 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,10,510,2122,963
Sat,2023/10/06 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,3,42,2,964
Sat,2023/10/06 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,10,907,543,965
Sat,2023/10/06 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,3,225,1,966
Fri,2023/10/05 23:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,16,186,429,967
Sat,2023/10/06 23:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,10,986,470,968
Sat,2023/10/06 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,2,380,1432,969
Fri,2023/10/05 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,16,1349,35,970
Sat,2023/10/06 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,10,2362,22,971
Sat,2023/10/06 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,2,351,823,972
Fri,2023/10/05 23:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,15,159,804,973
Sat,2023/10/06 23:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,10,1905,17,974
Sat,2023/10/06 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,2,170,515,975
Fri,2023/10/05 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,15,1414,484,976
Sat,2023/10/06 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,9,788,2203,977
Sat,2023/10/06 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,2,226,503,978
Fri,2023/10/05 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,15,1759,15,979
Sat,2023/10/06 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,9,783,13,980
Sat,2023/10/06 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,2,19,480,981
Fri,2023/10/05 23:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,13,78,1189,982
Sat,2023/10/06 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,8,216,307,983
Sat,2023/10/06 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,2,33,444,984
Fri,2023/10/05 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,13,929,21,985
Sat,2023/10/06 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,8,2783,20,986
Sat,2023/10/06 23:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,2,38,191,987
Fri,2023/10/05 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,13,2712,11,988
Sat,2023/10/06 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,8,1402,19,989
Sat,2023/10/06 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,2,114,170,990
Fri,2023/10/05 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,12,1047,1682,991
Sat,2023/10/06 23:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,7,611,2162,992
Sat,2023/10/06 23:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,2,24,161,993
Fri,2023/10/05 23:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,12,103,840,994
Sat,2023/10/06 23:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,7,1975,9,995
Sat,2023/10/06 23:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,2,44,111,996
Fri,2023/10/05 23:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,12,3350,15,997
Sat,2023/10/06 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,6,547,2077,998
Sat,2023/10/06 23:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,2,38,106,999
Fri,2023/10/05 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,352,1733,1000
Sat,2023/10/06 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,6,400,1775,1001
Sat,2023/10/06 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,2,302,82,1002
Fri,2023/10/05 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,11,1294,512,1003
Sat,2023/10/06 23:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,6,224,382,1004
Sat,2023/10/06 23:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,2,282,81,1005
Fri,2023/10/05 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,11,1386,503,1006
Sat,2023/10/06 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,6,1803,26,1007
Sat,2023/10/06 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,2,988,16,1008
Fri,2023/10/05 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,11,1660,13,1009
Sat,2023/10/06 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,6,1420,17,1010
Sat,2023/10/06 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,2,763,15,1011
Fri,2023/10/05 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,11,2299,4,1012
Sat,2023/10/06 23:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,6,2233,11,1013
Sat,2023/10/06 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,5,662,746,1014
Sat,2023/10/06 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,5,1001,563,1015
Sat,2023/10/06 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,5,71,421,1016
Sat,2023/10/06 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,5,557,294,1017
Sat,2023/10/06 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,5,346,146,1018
Sat,2023/10/06 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,5,2664,25,1019
Sat,2023/10/06 23:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,5,275,13,1020
Sat,2023/10/06 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,5,2176,12,1021
Sat,2023/10/06 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,5,1134,9,1022
Sat,2023/10/06 23:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,4,593,1834,1023
Sat,2023/10/06 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,4,829,512,1024
Sat,2023/10/06 23:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,4,29,137,1025
Sat,2023/10/06 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,4,1148,20,1026
Sat,2023/10/06 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,4,179,12,1027
Sat,2023/10/06 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,4,1296,11,1028
Sat,2023/10/06 23:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,3,245,1083,1029
Sat,2023/10/06 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,3,503,910,1030
Sat,2023/10/06 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,3,430,881,1031
Sat,2023/10/06 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,3,795,630,1032
Sat,2023/10/06 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,3,215,527,1033
Sat,2023/10/06 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,3,905,526,1034
Sat,2023/10/06 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,3,34,464,1035
Sat,2023/10/06 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,3,342,365,1036
Sat,2023/10/06 23:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,3,16,319,1037
Sat,2023/10/06 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,3,71,269,1038
Sat,2023/10/06 23:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,3,70,208,1039
Sat,2023/10/06 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,2,344,8,1040
Fri,2023/10/05 23:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,10,3596,16,1041
Sat,2023/10/06 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,2,179,7,1042
Fri,2023/10/05 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,10,835,7,1043
Sat,2023/10/06 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,2,51,6,1044
Fri,2023/10/05 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,9,507,8,1045
Sat,2023/10/06 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,2,243,3,1046
Fri,2023/10/05 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,8,1056,931,1047
Sat,2023/10/06 23:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,1,320,1378,1048
Fri,2023/10/05 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,8,976,467,1049
Sat,2023/10/06 23:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,1,519,863,1050
Fri,2023/10/05 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,8,796,408,1051
Sat,2023/10/06 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,1,323,856,1052
Fri,2023/10/05 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,8,385,105,1053
Sat,2023/10/06 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,1,529,729,1054
Fri,2023/10/05 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,8,2540,4,1055
Sat,2023/10/06 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,1,196,682,1056
Fri,2023/10/05 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,7,573,1156,1057
Sat,2023/10/06 23:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,1,538,597,1058
Fri,2023/10/05 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,7,512,826,1059
Sat,2023/10/06 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,1,363,578,1060
Fri,2023/10/05 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,7,186,640,1061
Sat,2023/10/06 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,1,396,550,1062
Fri,2023/10/05 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,7,836,416,1063
Sat,2023/10/06 23:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,1,103,502,1064
Fri,2023/10/05 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,7,798,9,1065
Sat,2023/10/06 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,1,75,357,1066
Fri,2023/10/05 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,6,907,1406,1067
Sat,2023/10/06 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,1,106,326,1068
Fri,2023/10/05 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,6,1683,498,1069
Sat,2023/10/06 23:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,1,76,159,1070
Fri,2023/10/05 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,6,834,494,1071
Sat,2023/10/06 23:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,1,9,120,1072
Sat,2023/10/06 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,1,178,101,1073
Sat,2023/10/06 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,1,152,96,1074
Sat,2023/10/06 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,1,97,84,1075
Sat,2023/10/06 23:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,1,12,83,1076
Sat,2023/10/06 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,1,10,72,1077
Sat,2023/10/06 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,1,596,34,1078
Sat,2023/10/06 23:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,260,17,1079
Sat,2023/10/06 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,461,11,1080
Sat,2023/10/06 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,1,74,11,1081
Sat,2023/10/06 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,1,243,8,1082
Sat,2023/10/06 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,1,13,8,1083
Sat,2023/10/06 23:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,1,159,7,1084
Fri,2023/10/05 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,6,713,29,1085
Fri,2023/10/05 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,6,677,22,1086
Fri,2023/10/05 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,6,384,10,1087
Fri,2023/10/05 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,5,208,623,1088
Fri,2023/10/05 23:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,5,78,276,1089
Fri,2023/10/05 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,5,286,219,1090
Fri,2023/10/05 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,5,430,17,1091
Fri,2023/10/05 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,5,511,13,1092
Fri,2023/10/05 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,5,400,7,1093
Fri,2023/10/05 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,5,772,3,1094
Fri,2023/10/05 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,5,218,1,1095
Fri,2023/10/05 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,4,116,15,1096
Fri,2023/10/05 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,4,3734,9,1097
Fri,2023/10/05 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,4,257,8,1098
Fri,2023/10/05 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,4,533,6,1099
Fri,2023/10/05 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,4,362,4,1100
Thu,2023/10/04 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,1,217,14,1101
Thu,2023/10/04 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,1,322,13,1102
Thu,2023/10/04 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,1,128,13,1103
Thu,2023/10/04 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,1,681,8,1104
Thu,2023/10/04 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,1,170,5,1105
Thu,2023/10/04 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,1,23,5,1106
Thu,2023/10/04 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,1,315,4,1107
Thu,2023/10/04 23:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,1,113,4,1108
Thu,2023/10/04 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,1,488,3,1109
Thu,2023/10/04 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,1,35,1,1110
Thu,2023/10/04 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,0,366,935,1111
Thu,2023/10/04 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,100,270,1112
Thu,2023/10/04 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,220,199,1113
Thu,2023/10/04 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,212,179,1114
Thu,2023/10/04 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,66,162,1115
Thu,2023/10/04 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,194,144,1116
Thu,2023/10/04 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,115,102,1117
Thu,2023/10/04 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,19,102,1118
Thu,2023/10/04 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,31,100,1119
Thu,2023/10/04 23:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,35,92,1120
Thu,2023/10/04 23:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,24,87,1121
Thu,2023/10/04 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,35,86,1122
Thu,2023/10/04 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,15,77,1123
Thu,2023/10/04 23:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,15,68,1124
Thu,2023/10/04 23:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,1,57,1125
Thu,2023/10/04 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,10,48,1126
Thu,2023/10/04 23:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,22,40,1127
Thu,2023/10/04 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,0,737,17,1128
Thu,2023/10/04 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,48,14,1129
Thu,2023/10/04 23:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,0,37,12,1130
Thu,2023/10/04 23:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,0,215,9,1131
Thu,2023/10/04 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,0,187,9,1132
Thu,2023/10/04 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,140,7,1133
Thu,2023/10/04 23:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,11,6,1134
Thu,2023/10/04 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,29,4,1135
Thu,2023/10/04 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,98,3,1136
Thu,2023/10/04 23:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,62,3,1137
Thu,2023/10/04 23:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,50,2,1138
Thu,2023/10/04 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,22,2,1139
Thu,2023/10/04 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,4,2,1140
Thu,2023/10/04 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,48,1,1141
Thu,2023/10/04 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,17,1,1142
Thu,2023/10/04 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,0,472,0,1143
Thu,2023/10/04 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,0,455,0,1144
Thu,2023/10/04 23:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,29,0,1145
Thu,2023/10/04 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,7,0,1146
Thu,2023/10/04 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,6,0,1147
Fri,2023/10/05 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,161,1906,233,1148
Fri,2023/10/05 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,68,1837,281,1149
Fri,2023/10/05 23:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,66,138,1004,1150
Thu,2023/10/04 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,5,857,65,1151
Thu,2023/10/04 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,4,1489,448,1152
