Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles,FID
Mon,2023/10/15 23:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,1,1,0,2815
Mon,2023/10/15 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,157,503,2816
Mon,2023/10/15 23:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,313,370,2817
Mon,2023/10/15 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,81,209,2818
Mon,2023/10/15 23:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,0,24,136,2819
Mon,2023/10/15 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,31,108,2820
Mon,2023/10/15 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,145,106,2821
Mon,2023/10/15 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,0,25,97,2822
Mon,2023/10/15 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,24,87,2823
Mon,2023/10/15 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,9,84,2824
Mon,2023/10/15 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,30,62,2825
Mon,2023/10/15 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,16,60,2826
Mon,2023/10/15 23:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,223,52,2827
Mon,2023/10/15 23:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,11,44,2828
Mon,2023/10/15 23:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,91,32,2829
Mon,2023/10/15 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,84,29,2830
Mon,2023/10/15 23:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,13,26,2831
Mon,2023/10/15 23:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,14,20,2832
Mon,2023/10/15 23:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,0,58,15,2833
Mon,2023/10/15 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,0,164,12,2834
Mon,2023/10/15 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,0,172,11,2835
Mon,2023/10/15 23:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,6,10,2836
Mon,2023/10/15 23:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,8,8,2837
Mon,2023/10/15 23:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,0,83,7,2838
Mon,2023/10/15 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,304,5,2839
Mon,2023/10/15 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,45,5,2840
Mon,2023/10/15 23:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,44,4,2841
Mon,2023/10/15 23:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,39,4,2842
Mon,2023/10/15 23:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,28,3,2843
Mon,2023/10/15 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,48,2,2844
Mon,2023/10/15 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,6,2,2845
Mon,2023/10/15 23:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,2,2,2846
Mon,2023/10/15 23:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,0,2,2847
Mon,2023/10/15 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,0,2,2848
Mon,2023/10/15 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,20,1,2849
Mon,2023/10/15 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,12,1,2850
Tue,2023/10/16 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,32,1,2851
Sun,2023/10/14 23:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,3,34,2852
Tue,2023/10/16 23:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,19,1162,188,2853
Tue,2023/10/16 23:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,17,708,1313,2854
Tue,2023/10/16 23:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,16,818,1931,2855
Tue,2023/10/16 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,16,825,1443,2856
Tue,2023/10/16 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,16,1134,1144,2857
Tue,2023/10/16 23:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,16,1261,89,2858
Tue,2023/10/16 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,14,549,749,2859
Tue,2023/10/16 23:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,14,266,230,2860
Tue,2023/10/16 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,14,362,68,2861
Tue,2023/10/16 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,14,2762,12,2862
Tue,2023/10/16 23:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,13,278,1504,2863
Tue,2023/10/16 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,13,229,708,2864
Tue,2023/10/16 23:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,13,88,670,2865
Tue,2023/10/16 23:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,13,127,494,2866
Tue,2023/10/16 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,12,454,1583,2867
Tue,2023/10/16 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,12,708,1078,2868
Tue,2023/10/16 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,633,1993,2869
Tue,2023/10/16 23:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,11,509,1578,2870
Tue,2023/10/16 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,11,575,929,2871
Tue,2023/10/16 23:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,11,792,10,2872
Tue,2023/10/16 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,11,683,10,2873
Tue,2023/10/16 23:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,11,759,9,2874
Tue,2023/10/16 23:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,10,444,897,2875
Tue,2023/10/16 23:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,10,412,5,2876
Tue,2023/10/16 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,10,811,3,2877
Tue,2023/10/16 23:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,0,36,366,2878
Tue,2023/10/16 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,9,604,1076,2879
Sun,2023/10/14 23:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,38,21,2880
Tue,2023/10/16 23:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,44,182,2881
Tue,2023/10/16 23:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,9,205,563,2882
Sun,2023/10/14 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,20,21,2883
Tue,2023/10/16 23:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,53,175,2884
Tue,2023/10/16 23:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,9,33,247,2885
Sun,2023/10/14 23:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,8,12,2886
Tue,2023/10/16 23:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,0,118,152,2887
Tue,2023/10/16 23:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,9,139,210,2888
Sun,2023/10/14 23:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,24,11,2889
Tue,2023/10/16 23:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,2,124,2890
Tue,2023/10/16 23:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,9,1683,22,2891
Sun,2023/10/14 23:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,0,6,10,2892
Tue,2023/10/16 23:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,171,121,2893
Tue,2023/10/16 23:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,9,1017,20,2894
Sun,2023/10/14 23:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,51,8,2895
Tue,2023/10/16 23:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,122,105,2896
Tue,2023/10/16 23:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,8,455,565,2897
Sun,2023/10/14 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,0,30,5,2898
Tue,2023/10/16 23:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,42,101,2899
Tue,2023/10/16 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,8,63,354,2900
Tue,2023/10/16 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,8,1948,17,2901
Tue,2023/10/16 23:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,7,771,1021,2902
Tue,2023/10/16 23:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,7,675,967,2903
Tue,2023/10/16 23:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,7,1259,502,2904
Tue,2023/10/16 23:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,7,1125,442,2905
Tue,2023/10/16 23:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,7,50,265,2906
Tue,2023/10/16 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,7,1751,7,2907
Tue,2023/10/16 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,7,732,7,2908
Tue,2023/10/16 23:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,6,599,1114,2909
Tue,2023/10/16 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,6,433,864,2910
Tue,2023/10/16 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,6,1162,521,2911
Tue,2023/10/16 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,6,1152,480,2912
Tue,2023/10/16 23:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,6,142,455,2913
Tue,2023/10/16 23:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,6,1347,436,2914
Tue,2023/10/16 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,6,1638,357,2915
Tue,2023/10/16 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,6,1301,25,2916
Tue,2023/10/16 23:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,6,138,3,2917
Tue,2023/10/16 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,6,582,2,2918
Mon,2023/10/15 23:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,0,1,2919
Mon,2023/10/15 23:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,23,283,5,2920
Tue,2023/10/16 23:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,18,71,2921
Tue,2023/10/16 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,5,504,1017,2922
Mon,2023/10/15 23:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,22,88,3,2923
Mon,2023/10/15 23:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,0,1,2924
Sun,2023/10/14 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,193,4,2925
Tue,2023/10/16 23:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,10,70,2926
Sun,2023/10/14 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,77,2,2927
Mon,2023/10/15 23:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,21,874,2011,2928
Tue,2023/10/16 23:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,6,59,2929
Tue,2023/10/16 23:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,5,282,479,2930
Sun,2023/10/14 23:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,212,1,2931
Mon,2023/10/15 23:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,20,1115,2534,2932
Tue,2023/10/16 23:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,0,88,58,2933
Tue,2023/10/16 23:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,5,251,447,2934
Mon,2023/10/15 23:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,43,0,2935
Sun,2023/10/14 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,108,1,2936
Mon,2023/10/15 23:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,20,263,560,2937
Tue,2023/10/16 23:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,1,56,2938
Tue,2023/10/16 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,5,1874,423,2939
Mon,2023/10/15 23:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,42,0,2940
Sun,2023/10/14 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,0,84,1,2941
Mon,2023/10/15 23:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,20,2417,13,2942
Tue,2023/10/16 23:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,3,53,2943
Tue,2023/10/16 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,5,776,391,2944
Mon,2023/10/15 23:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,22,0,2945
Sun,2023/10/14 23:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,74,0,2946
Mon,2023/10/15 23:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,19,59,2,2947
Tue,2023/10/16 23:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,13,51,2948
Tue,2023/10/16 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,5,504,262,2949
Mon,2023/10/15 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,17,0,2950
Sun,2023/10/14 23:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,11,0,2951
Mon,2023/10/15 23:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,18,1116,1936,2952
Tue,2023/10/16 23:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,18,50,2953
Tue,2023/10/16 23:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,5,87,16,2954
Mon,2023/10/15 23:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,1,0,2955
Sun,2023/10/14 23:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,8,0,2956
Mon,2023/10/15 23:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,18,499,317,2957
Tue,2023/10/16 23:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,30,43,2958
Tue,2023/10/16 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,5,401,11,2959
Tue,2023/10/16 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,127,1947,187,2960
Mon,2023/10/15 23:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,113,1981,205,2961
Mon,2023/10/15 23:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,16,803,10,2962
Mon,2023/10/15 23:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,15,459,1136,2963
Mon,2023/10/15 23:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,15,523,784,2964
Mon,2023/10/15 23:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,15,520,272,2965
Mon,2023/10/15 23:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,15,1127,23,2966
Mon,2023/10/15 23:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,14,1560,6,2967
Mon,2023/10/15 23:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,13,379,926,2968
Mon,2023/10/15 23:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,12,439,888,2969
Mon,2023/10/15 23:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,12,145,784,2970
Mon,2023/10/15 23:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,12,636,491,2971
Mon,2023/10/15 23:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,12,161,437,2972
Mon,2023/10/15 23:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,12,43,5,2973
Mon,2023/10/15 23:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,11,1491,4,2974
Mon,2023/10/15 23:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,10,443,889,2975
Mon,2023/10/15 23:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,10,402,841,2976
Mon,2023/10/15 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,10,772,27,2977
Mon,2023/10/15 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,9,635,1057,2978
Mon,2023/10/15 23:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,9,102,623,2979
Mon,2023/10/15 23:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,9,1238,473,2980
Mon,2023/10/15 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,8,97,417,2981
Mon,2023/10/15 23:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,8,702,380,2982
Mon,2023/10/15 23:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,8,1868,372,2983
Mon,2023/10/15 23:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,8,635,26,2984
Mon,2023/10/15 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,8,449,19,2985
Mon,2023/10/15 23:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,8,438,15,2986
Mon,2023/10/15 23:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,8,2132,4,2987
Mon,2023/10/15 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,8,664,4,2988
Mon,2023/10/15 23:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,7,350,1857,2989
Mon,2023/10/15 23:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,7,429,668,2990
Mon,2023/10/15 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,7,587,34,2991
Mon,2023/10/15 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,7,531,19,2992
Mon,2023/10/15 23:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,7,762,9,2993
Mon,2023/10/15 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,7,956,7,2994
Mon,2023/10/15 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,7,107,4,2995
Mon,2023/10/15 23:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,6,80,1753,2996
Mon,2023/10/15 23:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,6,164,1251,2997
Mon,2023/10/15 23:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,6,63,338,2998
Mon,2023/10/15 23:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,6,1606,324,2999
Mon,2023/10/15 23:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,6,282,74,3000
Mon,2023/10/15 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,6,625,20,3001
Mon,2023/10/15 23:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,6,918,9,3002
Tue,2023/10/16 23:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,4,31,3003
Tue,2023/10/16 23:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,5,124,11,3004
Mon,2023/10/15 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,66,279,1363,3005
Tue,2023/10/16 23:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,0,227,30,3006
Tue,2023/10/16 23:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,4,661,1132,3007
Mon,2023/10/15 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,62,1504,189,3008
Tue,2023/10/16 23:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,13,28,3009
Tue,2023/10/16 23:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,4,126,291,3010
Mon,2023/10/15 23:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,60,1576,1764,3011
Tue,2023/10/16 23:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,23,27,3012
Tue,2023/10/16 23:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,4,263,10,3013
Tue,2023/10/16 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,83,412,1464,3014
Mon,2023/10/15 23:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,49,239,994,3015
Tue,2023/10/16 23:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,14,26,3016
Tue,2023/10/16 23:00:00+00,8:00 PM-9:00 PM,Camera 317 Reform St,4,973,9,3017
Tue,2023/10/16 23:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,69,417,1354,3018
Mon,2023/10/15 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,48,2893,21,3019
Tue,2023/10/16 23:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,5,23,3020
Tue,2023/10/16 23:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,4,908,6,3021
Tue,2023/10/16 23:00:00+00,3:00 PM-4:00 PM,Camera 323 Union Street,4,716,4,3022
Tue,2023/10/16 23:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,4,263,0,3023
Tue,2023/10/16 23:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,3,1410,467,3024
Tue,2023/10/16 23:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,3,726,20,3025
Tue,2023/10/16 23:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,3,148,18,3026
Tue,2023/10/16 23:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,3,557,12,3027
Tue,2023/10/16 23:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,3,369,12,3028
Tue,2023/10/16 23:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,3,567,1,3029
Tue,2023/10/16 23:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,2,650,329,3030
Tue,2023/10/16 23:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,2,74,34,3031
Tue,2023/10/16 23:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,2,191,11,3032
Tue,2023/10/16 23:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,2,551,8,3033
Tue,2023/10/16 23:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,2,172,2,3034
Tue,2023/10/16 23:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,1,645,1753,3035
Tue,2023/10/16 23:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,1,335,245,3036
Tue,2023/10/16 23:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,1,42,227,3037
Tue,2023/10/16 23:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,1,110,203,3038
Tue,2023/10/16 23:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,20,140,3039
Tue,2023/10/16 23:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,1,313,139,3040
Tue,2023/10/16 23:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,1,26,137,3041
Tue,2023/10/16 23:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,1,64,102,3042
Tue,2023/10/16 23:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,1,7,52,3043
Tue,2023/10/16 23:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,1,18,49,3044
Tue,2023/10/16 23:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,1,48,27,3045
Tue,2023/10/16 23:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,1,46,25,3046
Tue,2023/10/16 23:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,1,50,23,3047
Tue,2023/10/16 23:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,1,92,21,3048
Tue,2023/10/16 23:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,1,13,18,3049
Tue,2023/10/16 23:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,1,232,14,3050
Tue,2023/10/16 23:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,1,142,13,3051
Tue,2023/10/16 23:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,1,359,12,3052
Tue,2023/10/16 23:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,1,510,7,3053
Tue,2023/10/16 23:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,1,127,4,3054
Tue,2023/10/16 23:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,515,3,3055
Tue,2023/10/16 23:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,239,3,3056
Tue,2023/10/16 23:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,69,340,1285,3057
Tue,2023/10/16 23:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,6,22,3058
Tue,2023/10/16 23:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,61,1647,169,3059
Tue,2023/10/16 23:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,18,21,3060
Mon,2023/10/15 23:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,47,1293,1766,3061
Tue,2023/10/16 23:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,53,3051,17,3062
Tue,2023/10/16 23:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,0,20,3063
Mon,2023/10/15 23:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,46,235,1422,3064
Tue,2023/10/16 23:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,51,198,430,3065
Tue,2023/10/16 23:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,4,19,3066
Mon,2023/10/15 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,45,1828,163,3067
Tue,2023/10/16 23:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,49,1844,276,3068
Tue,2023/10/16 23:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,0,266,18,3069
Mon,2023/10/15 23:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,40,776,1621,3070
Tue,2023/10/16 23:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,46,116,654,3071
Tue,2023/10/16 23:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,0,110,12,3072
